"ParamID","pK","MeanBC","VarBC","BCmetric"
1,"0.005",0.561002710024492,0.00456180862356354,122.978133525087
2,"0.01",0.542975754969355,0.00199170024149075,272.61921430654
3,"0.02",0.508875421923759,0.000823607895328947,617.861272105114
4,"0.03",0.49630322799449,0.00205018561621693,242.07721684746
5,"0.04",0.516004881470126,0.00954397406714692,54.0660397691525
6,"0.05",0.522100262783736,0.0146091538534975,35.7378851656588
7,"0.06",0.532290942336029,0.0165258486952377,32.2095979548342
8,"0.07",0.537787045085288,0.0210951167391735,25.4934377341758
9,"0.08",0.542871846905345,0.0205944320604543,26.3601271116272
10,"0.09",0.550474870450612,0.0219950468842904,25.0272196893465
11,"0.1",0.555912840158444,0.0214105141367606,25.9644787886701
12,"0.11",0.565032546156696,0.017776022409188,31.7862192761776
13,"0.12",0.573147850124923,0.0148369169411029,38.6298482629585
14,"0.13",0.573431840381146,0.0138169636307148,41.5020156169781
15,"0.14",0.57821819984436,0.0127534573131981,45.3381530705388
16,"0.15",0.58170568925438,0.011147154492198,52.1842313804407
17,"0.16",0.589220735575094,0.00971621714033624,60.6430184777347
18,"0.17",0.595048097884054,0.00804434035540767,73.9710245457284
19,"0.18",0.600100422471953,0.0074181562815165,80.8961687646292
20,"0.19",0.608241324344077,0.00689930928694987,88.1597416562515
21,"0.2",0.616314550186925,0.00587819447249457,104.847594456224
22,"0.21",0.619205290518538,0.00597262634257948,103.673870589251
23,"0.22",0.625804712895191,0.00532295270906083,117.567212616775
24,"0.23",0.628391537488016,0.00483968691145206,129.841361432093
25,"0.24",0.631995895089785,0.00444934636319002,142.042413312293
26,"0.25",0.635085972417954,0.00353485920816232,179.663724923324
27,"0.26",0.635707853926232,0.00272016481574111,233.701961825071
28,"0.27",0.635146802681401,0.00192167507406126,330.517271756605
29,"0.28",0.63267286157738,0.00148861414456009,425.007960517765
30,"0.29",0.634524249149291,0.000644996479023828,983.763896059734
31,"0.3",0.632603821882533,0.000430959898373738,1467.89486509003
