"ParamID","pK","MeanBC","VarBC","BCmetric"
1,"0.005",0.756914591151782,0.00421343989772613,179.642906870528
2,"0.01",0.778158607509417,0.00318018775871821,244.689517270218
3,"0.02",0.778146494174513,0.00170253456978552,457.051802638311
4,"0.03",0.754942473856442,0.00304462585331087,247.9590301828
5,"0.04",0.719719366236023,0.00807150349159664,89.1679433683369
6,"0.05",0.698131852594958,0.00656372436045588,106.362152682851
7,"0.06",0.700824727367461,0.00543143433282239,129.031243760483
8,"0.07",0.725582187136003,0.00331243722197415,219.047830498527
9,"0.08",0.737598917773157,0.00243095036158593,303.41998315916
10,"0.09",0.751289779265243,0.00193424649155141,388.414704406497
11,"0.1",0.732645438825004,0.00134633371563899,544.178185775643
12,"0.11",0.683641270274844,0.000452478183187888,1510.88228267343
13,"0.12",0.635227176664915,0.000597947995662603,1062.34518933541
14,"0.13",0.608011660809372,0.000412080573584342,1475.4679055137
15,"0.14",0.622459685798403,0.000798421772198505,779.612615127493
16,"0.15",0.642817707952882,0.000445094110540327,1444.22874338311
17,"0.16",0.643983112634106,0.000215332185084577,2990.64959741696
18,"0.17",0.637789773062678,0.000390552407209996,1633.04530016568
19,"0.18",0.632508834005909,0.000542206978651726,1166.54498910865
20,"0.19",0.623208882604092,0.000762302610821779,817.534760811405
21,"0.2",0.62131399060326,0.000556961991458029,1115.54109639828
22,"0.21",0.613625564109949,0.000974978566431672,629.373388541001
23,"0.22",0.607565965607137,0.000910164751710781,667.534052999891
24,"0.23",0.606651094781684,0.00108806772873117,557.549019020274
25,"0.24",0.608730126621971,0.00116951625394939,520.497363389629
26,"0.25",0.609676035429709,0.00155395872217232,392.337342511535
27,"0.26",0.616011614133644,0.00162038610151323,380.163476814797
28,"0.27",0.630348659331782,0.00162795728767399,387.202209851843
29,"0.28",0.647077175040232,0.00176996527484041,365.587497245433
30,"0.29",0.661319305972618,0.00202060612737713,327.287588121417
31,"0.3",0.673311151559478,0.00244222632077562,275.695641240015
