"ParamID","pK","MeanBC","VarBC","BCmetric"
1,"0.005",0.771175808346538,0.000948567691477242,812.989747885631
2,"0.01",0.741633199841939,0.0013306404305109,557.350568069836
3,"0.02",0.717690504672256,0.00968881623879307,74.0741166912314
4,"0.03",0.683943566114243,0.0178071828521054,38.4082969099953
5,"0.04",0.63546730680856,0.0169291826549751,37.5367978336397
6,"0.05",0.591717717049942,0.0133536733879953,44.3112318129545
7,"0.06",0.572745276251585,0.00764001470227505,74.9665149310554
8,"0.07",0.565203554016105,0.00352329027609923,160.419241596484
9,"0.08",0.557814507252237,0.00131635847382192,423.755776519351
10,"0.09",0.561985716953279,0.00113688635964943,494.320045432309
11,"0.1",0.569255656268812,0.00104664941909382,543.883793258745
12,"0.11",0.58451192549979,0.00121865356860996,479.637479063476
13,"0.12",0.595510741351475,0.000613458551896437,970.743238496752
14,"0.13",0.596885198693961,0.000521625830395681,1144.27845385109
15,"0.14",0.604618920579622,0.000567620970247267,1065.18073198782
16,"0.15",0.615538132135664,0.000283181480213011,2173.65249900047
17,"0.16",0.627159429850568,0.00026618714301464,2356.08460554413
18,"0.17",0.631643699461825,0.000104732776658619,6031.00308818026
19,"0.18",0.63959890457646,0.000245554885980372,2604.70852381078
20,"0.19",0.63875918564278,0.000231590235331699,2758.14386011529
21,"0.2",0.63706072266454,0.000444067790836683,1434.60240938491
22,"0.21",0.633130156155266,0.000740878764134901,854.566478085724
23,"0.22",0.630628526574499,0.000974382547874985,647.208355640016
24,"0.23",0.6258520477483,0.000874231986936027,715.887838812398
25,"0.24",0.622771956006444,0.000881805838876873,706.246124203087
26,"0.25",0.619667595434372,0.000686935256842014,902.075689466158
27,"0.26",0.621482986054938,0.000974768520413782,637.569815848303
28,"0.27",0.624627325493936,0.000593308848213795,1052.78612880025
29,"0.28",0.626668480055127,0.000350664108091505,1787.09045378434
30,"0.29",0.62920657920917,0.000195949720978344,3211.06136853702
31,"0.3",0.632062507326672,0.000167280605240085,3778.45660242274
