"ParamID","pK","MeanBC","VarBC","BCmetric"
1,"0.005",0.754670795013886,0.000484046554388449,1559.08721624379
2,"0.01",0.761701971304986,0.00108024227638623,705.121423180303
3,"0.02",0.719343479483331,0.00195703893139176,367.567281337508
4,"0.03",0.674076514082938,0.003877769462995,173.830992408279
5,"0.04",0.655168616473482,0.00738908509758542,88.6670823005646
6,"0.05",0.646615821284179,0.00841241748741585,76.8644473781114
7,"0.06",0.641797794991737,0.0123055481037334,52.1551571357492
8,"0.07",0.658814372523722,0.0147194180406343,44.7581807042238
9,"0.08",0.679798422681078,0.00628580253529496,108.148230693534
10,"0.09",0.617109866835429,0.00409015776232659,150.876788303735
11,"0.1",0.610899868797004,0.0048929793165163,124.852330099762
12,"0.11",0.611397151224942,0.00386997497602123,157.984781558853
13,"0.12",0.6194897195201,0.00324925454108461,190.655952522979
14,"0.13",0.624868300289928,0.00293941787511006,212.58232984874
15,"0.14",0.615462189810513,0.00505304056509204,121.800365914795
16,"0.15",0.594125741893651,0.00586663006146171,101.272065166765
17,"0.16",0.559267981240299,0.00754856716382357,74.0892899410878
18,"0.17",0.532749058532373,0.00756322940900152,70.4393625688931
19,"0.18",0.502901555794588,0.00805672513651932,62.4200959165217
20,"0.19",0.484757283355299,0.00758414802977215,63.9171705842696
21,"0.2",0.474621648165223,0.00601954303025162,78.8467904922317
22,"0.21",0.4789260211979,0.00550543872362763,86.9914361488573
23,"0.22",0.485146668939355,0.00498108734189223,97.3977438337903
24,"0.23",0.494959518137066,0.00499188386082536,99.1528512955485
25,"0.24",0.506758629324089,0.00515758352663456,98.2550503946488
26,"0.25",0.5164101753319,0.00479753254071416,107.640786372869
27,"0.26",0.530154706462113,0.0050091058229877,105.838192523132
28,"0.27",0.542460806805665,0.0044528411621434,121.823525037787
29,"0.28",0.553855321824361,0.00488911308394437,113.28339359611
30,"0.29",0.569475083983614,0.00464003143159978,122.730867749159
31,"0.3",0.577608295156075,0.00441348492071922,130.873517307033
