"ParamID","pK","MeanBC","VarBC","BCmetric"
1,"0.005",0.780364333716408,0.000374699305854634,2082.64152487956
2,"0.01",0.8175553592955,0.00281173285817191,290.765659660514
3,"0.02",0.809962629140194,0.00377368291590017,214.634522081193
4,"0.03",0.790941464894297,0.0115135778993963,68.6964097351329
5,"0.04",0.78642134299744,0.0032961380701271,238.588713902727
6,"0.05",0.77061635670537,0.00105308427863269,731.770830066829
7,"0.06",0.745706095003783,0.00126220015292339,590.798609298729
8,"0.07",0.724410967287913,0.00317177807289844,228.392702969263
9,"0.08",0.688780631165086,0.00467507679927002,147.330335038054
10,"0.09",0.658624376569949,0.00566400059572333,116.282540130249
11,"0.1",0.627009648068391,0.0048320440687106,129.760747036337
12,"0.11",0.586284008712455,0.00463344020313026,126.533198446453
13,"0.12",0.55832655759609,0.00408523177476186,136.66949352675
14,"0.13",0.541634724126268,0.0037089408209147,146.034879033926
15,"0.14",0.534692789767351,0.00321382695860942,166.372613290513
16,"0.15",0.527492968168939,0.00361600241807135,145.877382584906
17,"0.16",0.530026817006905,0.00376538471693606,140.762991527249
18,"0.17",0.529983489090297,0.00367119513753039,144.362658272319
19,"0.18",0.541927351052323,0.0034312652206571,157.938053808776
20,"0.19",0.550170799656484,0.00363915227531756,151.181032843281
21,"0.2",0.55885710301639,0.00351983823946947,158.773518836656
22,"0.21",0.57727745478268,0.00373387311256554,154.605536229921
23,"0.22",0.600190021073637,0.00414141915914419,144.923756328414
24,"0.23",0.613168278978183,0.00489815725842362,125.183461172809
25,"0.24",0.625105321949485,0.00551772892081832,113.290328488406
26,"0.25",0.638199219654608,0.0049814245091375,128.115806730374
27,"0.26",0.641710905400742,0.00389240624720907,164.862263763157
28,"0.27",0.649244921877842,0.00272354550015904,238.382256452088
29,"0.28",0.658103133715384,0.0022577888992039,291.481251390434
30,"0.29",0.665106184546962,0.00195992714474029,339.352504164176
31,"0.3",0.659083883236601,0.00109632287532891,601.176804815708
