gene,detected_cells,detection_fraction,total_expression,mean_expression
PAQR5,249,0.07369044095886357,235.1754715007137,0.0695991333236797
MAOA,249,0.07369044095886357,215.27932613501318,0.06371095771974347
DENND6B,249,0.07369044095886357,147.25562431162808,0.0435796461413519
ID1,249,0.07369044095886357,186.6317678805471,0.05523284044999914
EDC4,249,0.07369044095886357,149.54622806429984,0.04425754011965074
SLC66A1,248,0.07339449541284404,159.71164873543964,0.04726595109068945
AC097448.1,248,0.07339449541284404,159.3672605143824,0.04716403093056597
SGMS2,248,0.07339449541284404,159.35429253644256,0.04716019311525379
EFCAB11,248,0.07339449541284404,153.92638589262359,0.045553828319805735
MORN4,248,0.07339449541284404,174.21891971848413,0.05155931332301987
SGPP2,248,0.07339449541284404,179.86579421138268,0.0532304806781245
NUP35,248,0.07339449541284404,164.31643885346062,0.048628718216472515
ZNF268,248,0.07339449541284404,144.26914328825305,0.042695810384212204
ERI1,248,0.07339449541284404,148.98344624246616,0.0440909873460983
HPGD,248,0.07339449541284404,258.05216535896585,0.07636938897868181
ARMC7,248,0.07339449541284404,149.03004850050192,0.04410477907679844
KCTD11,248,0.07339449541284404,170.02367178690653,0.05031774838322182
ERCC2,248,0.07339449541284404,140.01027242569018,0.041435416521364364
GCC1,248,0.07339449541284404,154.9993765742822,0.04587137513296306
GLE1,248,0.07339449541284404,136.63479090947027,0.04043645780096782
TSTD3,248,0.07339449541284404,147.39123631049574,0.04361977990840359
PREP,248,0.07339449541284404,157.14640474717115,0.046506778557908
ACVR1B,248,0.07339449541284404,144.44341305978227,0.04274738474690212
IRAK3,248,0.07339449541284404,150.86267704371497,0.044647137331670604
TTC38,248,0.07339449541284404,150.124976479176,0.044428818135299204
MAGIX,248,0.07339449541284404,148.49563551391248,0.043946621933682296
PLAAT2,247,0.0730985498668245,163.7284711842882,0.048454711803577445
IMPA1,247,0.0730985498668245,146.69719592223362,0.04341438174673975
NCAM2,247,0.0730985498668245,171.43314424891892,0.05073487548059157
GPALPP1,247,0.0730985498668245,153.92271007719674,0.04555274047860217
AC092329.4,247,0.0730985498668245,166.44281352991953,0.04925800933113925
PDSS2,247,0.0730985498668245,143.05022558847685,0.042335077119999065
XYLT2,247,0.0730985498668245,159.3642942813507,0.04716315308711178
ZNRF1,247,0.0730985498668245,136.39581401246656,0.04036573365269801
DENND4A,247,0.0730985498668245,160.56955065621977,0.04751984334306593
AC006504.5,247,0.0730985498668245,157.002743087864,0.046464262529702274
ZBTB2,247,0.0730985498668245,156.26998504556556,0.04624740605077406
OSBPL11,247,0.0730985498668245,148.332274877547,0.04389827608095502
ARMC9,247,0.0730985498668245,164.89124851480827,0.048798830575557346
NBPF12,247,0.0730985498668245,147.0578998207219,0.04352113045892924
AC046134.2,247,0.0730985498668245,139.35598355948437,0.041241782645600585
LRRC27,247,0.0730985498668245,155.1070100048266,0.045903228767335484
TBC1D24,247,0.0730985498668245,137.86444169895526,0.04080036747527531
CENATAC,247,0.0730985498668245,159.69383310621362,0.04726067863457047
AL162390.1,247,0.0730985498668245,173.05254682519882,0.051214130460254165
IPO13,247,0.0730985498668245,143.69745830934374,0.042526622760977725
ZNF260,247,0.0730985498668245,137.31957547782645,0.04063911674395574
CORO7,247,0.0730985498668245,160.31473775435768,0.04744443259969153
ELOVL6,247,0.0730985498668245,162.47415107881218,0.04808350135507907
CMTM7,247,0.0730985498668245,168.0854773681447,0.049744148377669335
AC091607.2,247,0.0730985498668245,191.04727110908473,0.05653958896391972
LTBP1,247,0.0730985498668245,156.86825955374565,0.04642446272676699
PSORS1C1,246,0.07280260432080497,154.48475751348298,0.04571907591402278
WDSUB1,246,0.07280260432080497,167.36184396923343,0.049529992296310575
AGAP3,246,0.07280260432080497,136.17096819950177,0.040299191535809936
RBM34,246,0.07280260432080497,157.89434595189527,0.0467281284261306
STRIP1,246,0.07280260432080497,151.977828968279,0.04497716157688044
ASAP2,246,0.07280260432080497,148.3652480867599,0.04390803435535954
ZNF592,246,0.07280260432080497,142.06734090527874,0.04204419677575577
TBC1D4,246,0.07280260432080497,162.37520132899664,0.04805421761734142
CEP250,245,0.07250665877478545,167.16349379300107,0.049471291445102414
SIPA1L3,245,0.07250665877478545,150.9312620591454,0.04466743476151092
FBXO36,245,0.07250665877478545,153.88994515107365,0.04554304384465038
AC092821.3,245,0.07250665877478545,153.25689875973077,0.04535569658470872
CA8,245,0.07250665877478545,165.82915711300572,0.0490764004477673
MFSD2A,245,0.07250665877478545,170.29091291521607,0.05039683720485826
SRRM3,245,0.07250665877478545,167.06905392338064,0.04944334238632159
GCNT1,245,0.07250665877478545,162.0466235393318,0.04795697648396916
AC124319.1,245,0.07250665877478545,158.73037754230148,0.046975548251642935
KLF8,245,0.07250665877478545,155.65489293330162,0.04606537227975781
GNB4,245,0.07250665877478545,157.41870937828378,0.04658736590064628
ZNF584,245,0.07250665877478545,148.43417276213628,0.04392843230604803
WWC3,245,0.07250665877478545,146.59698772407546,0.0433847255768202
NCKAP5,245,0.07250665877478545,150.2699057455771,0.044471709306178484
PLSCR3,245,0.07250665877478545,141.21149183891993,0.0417909120565019
ABRAXAS1,245,0.07250665877478545,155.30359718598757,0.04596140786800461
AJUBA,245,0.07250665877478545,163.8482888746641,0.04849017131537854
SAP30L,244,0.0722107132287659,136.23158350807932,0.04031713036640406
TBC1D22B,244,0.0722107132287659,162.68608455696761,0.0481462221239916
PRR3,244,0.0722107132287659,147.51583311919865,0.04365665377898747
ZC3H4,244,0.0722107132287659,148.89196840223346,0.04406391488672195
C5AR2,244,0.0722107132287659,157.04081760918564,0.046475530514704246
GGA3,244,0.0722107132287659,145.7132293438377,0.0431231812204314
AMACR,244,0.0722107132287659,146.51879250777748,0.04336158405083678
BCL2L2,244,0.0722107132287659,145.28391545577105,0.042996127687413746
CILK1,244,0.0722107132287659,147.50178903453374,0.04365249749468297
NFKBID,244,0.0722107132287659,160.2282723293243,0.04741884354226822
SLC25A12,244,0.0722107132287659,150.75516623377624,0.04461531998632028
ELP4,244,0.0722107132287659,139.60180627914002,0.04131453278459308
LATS2,244,0.0722107132287659,143.9731926474742,0.04260822511023208
DIS3L,244,0.0722107132287659,151.13199064852716,0.04472683949349724
PFKFB2,244,0.0722107132287659,148.14613053478794,0.04384318749179874
ZNF765,243,0.07191476768274638,148.1594958684204,0.04384714290275833
AL136038.4,243,0.07191476768274638,155.28977979534844,0.045957318672787344
PANK2-AS1,243,0.07191476768274638,170.6701718828998,0.05050907720713223
KIAA1328,243,0.07191476768274638,142.2738839593433,0.042105322272667445
ARTN,243,0.07191476768274638,174.9204005819892,0.05176691346019213
TEX9,243,0.07191476768274638,141.26183141788502,0.04180580983068512
NAGPA,243,0.07191476768274638,148.96321636930426,0.0440850004052395
TTLL1,243,0.07191476768274638,139.3489795681094,0.041239709845548804
DLGAP1-AS1,243,0.07191476768274638,157.706188260946,0.046672443995544835
ATL1,243,0.07191476768274638,160.33290766260242,0.047449809903108146
JMJD7,243,0.07191476768274638,134.89359742067313,0.0399211593432001
GORAB,243,0.07191476768274638,155.4425915200509,0.04600254262209261
SLC25A14,243,0.07191476768274638,148.68864856877408,0.04400374328759221
METTL16,243,0.07191476768274638,152.62480212593235,0.04516863040128214
SMOC2,243,0.07191476768274638,185.76271701275715,0.0549756487164123
RAB3A,243,0.07191476768274638,158.92940365364376,0.04703444914283627
NTRK2,243,0.07191476768274638,202.05039390173155,0.059795914146709546
ARRDC4,242,0.07161882213672684,161.09412065559215,0.047675087497955654
WDTC1,242,0.07161882213672684,147.98238578148798,0.04379472796137555
TMEM102,242,0.07161882213672684,149.82232598373793,0.0443392500691737
FGD6,242,0.07161882213672684,152.89853627094908,0.04524964080229331
EID2,242,0.07161882213672684,145.23241870784813,0.04298088745423147
ZNF236,242,0.07161882213672684,147.7232049313168,0.04371802454315383
LARP6,242,0.07161882213672684,159.56677258318038,0.04722307563870387
WDR3,242,0.07161882213672684,152.75413321716786,0.04520690536169514
EXOG,242,0.07161882213672684,143.8940528250605,0.04258480403227597
PHKA1,242,0.07161882213672684,148.2480868147179,0.043873360998732736
SBSPON,242,0.07161882213672684,208.38940672393556,0.06167191675760153
FGFR2,242,0.07161882213672684,151.1298426080379,0.04472620379048177
SOS1,242,0.07161882213672684,136.14043189737725,0.040290154453204274
GRIA3,242,0.07161882213672684,276.54997949929736,0.08184373468461005
GYS1,241,0.07132287659070731,136.15293580126115,0.04029385492786657
UNC119B,241,0.07132287659070731,145.65180639968477,0.04310500337368593
TBCE,241,0.07132287659070731,163.1637996454315,0.04828759977668882
SGCE,241,0.07132287659070731,183.1655888954166,0.05420704021764326
EGR2,241,0.07132287659070731,200.15848397110673,0.059236011829271004
COX10,241,0.07132287659070731,138.8052420282981,0.04107879314243803
MBTPS2,241,0.07132287659070731,151.87588446984637,0.0449469915566281
ZNF174,241,0.07132287659070731,136.49045563878542,0.040393742420475116
SNX29,241,0.07132287659070731,138.2962386060717,0.04092815584672143
PABPC1L,241,0.07132287659070731,182.20918282981722,0.053923996102343066
MTM1,241,0.07132287659070731,144.2979379818196,0.04270433204552222
BLNK,241,0.07132287659070731,167.7985722237499,0.049659240078055604
SLC27A4,241,0.07132287659070731,140.49321236231722,0.04157834044460409
DGKH,241,0.07132287659070731,152.66675238696985,0.045181045394190544
ARHGEF18,241,0.07132287659070731,148.68559984250922,0.044002841030633094
ZSWIM4,241,0.07132287659070731,169.31237033911077,0.05010724188786942
KBTBD3,240,0.07102693104468778,145.0561494493889,0.04292872135229029
HLA-DPB1,240,0.07102693104468778,155.33851896303756,0.04597174281238164
AL117329.1,240,0.07102693104468778,170.59612291742118,0.05048716274561148
EPG5,240,0.07102693104468778,149.07567820100283,0.04411828298342789
AGT,240,0.07102693104468778,171.08661243415725,0.05063232093345879
RNF25,240,0.07102693104468778,136.5184877059158,0.04040203838588807
DOCK5,240,0.07102693104468778,155.61942853043502,0.04605487674768719
RNF19B,240,0.07102693104468778,144.76261726449601,0.04284185180955786
RASSF6,240,0.07102693104468778,158.45292635822435,0.04689343780947746
FBXL2,240,0.07102693104468778,158.78207055289363,0.046990846567888024
ZBTB25,240,0.07102693104468778,155.66679234923407,0.04606889385890325
BORCS6,239,0.07073098549866824,147.0840565490534,0.04352887142617739
DNASE1L1,239,0.07073098549866824,139.31984698060282,0.0412310881860322
ZNF468,239,0.07073098549866824,136.50840324085814,0.04039905393337027
DHX8,239,0.07073098549866824,129.71099591984293,0.038387391512235254
FJX1,239,0.07073098549866824,160.41203742540557,0.04747322800396732
SIX2,239,0.07073098549866824,218.19413571145384,0.06457358263138616
LRRC28,239,0.07073098549866824,143.8055379016889,0.04255860843494788
TOR1B,239,0.07073098549866824,139.02224615032432,0.04114301454581957
TRIT1,239,0.07073098549866824,141.15212546739286,0.04177334284326513
SLC15A4,239,0.07073098549866824,146.47714443288652,0.04334925848857251
MTRR,239,0.07073098549866824,129.56501774425632,0.03834418992135434
CBWD3,239,0.07073098549866824,158.9697726772956,0.04704639617558319
S100G,239,0.07073098549866824,281.90569949987207,0.08342873616450787
CADPS2,239,0.07073098549866824,147.40123313612514,0.04362273842442295
KATNIP,239,0.07073098549866824,153.44878965263362,0.04541248583978503
TATDN2,239,0.07073098549866824,131.30550629575188,0.03885927975606744
OGG1,239,0.07073098549866824,147.32215057001346,0.0435993342912144
POTEC,239,0.07073098549866824,195.34285980274413,0.05781084930534008
ZNF559,238,0.07043503995264871,145.68789227194267,0.04311568282685489
HAUS6,238,0.07043503995264871,138.8381156700051,0.041088521950282654
CDK5RAP2,238,0.07043503995264871,141.62306546480323,0.04191271543794117
ZNF780A,238,0.07043503995264871,137.20334453878397,0.04060471871523645
VASN,238,0.07043503995264871,157.24598279456663,0.046536248237516016
COL18A1,238,0.07043503995264871,169.05457274240015,0.05003094783734837
LRRC73,238,0.07043503995264871,153.9030146774346,0.045546911712765495
ZNF844,238,0.07043503995264871,165.84894139548,0.04908225551804676
KRI1,238,0.07043503995264871,144.61072771765987,0.04279690077468478
LINC02245,238,0.07043503995264871,160.3725225074308,0.04746153373999136
VIPR2,238,0.07043503995264871,213.50004941385055,0.06318438869897915
AL591895.1,238,0.07043503995264871,145.00049200779293,0.04291224978034712
GGACT,238,0.07043503995264871,146.511006032154,0.04335927967805682
CHRNB1,238,0.07043503995264871,147.69278753770783,0.04370902265099373
KCTD18,238,0.07043503995264871,146.8694330181268,0.04346535454812868
TRAPPC11,238,0.07043503995264871,131.05851432093917,0.03878618358121905
STAT5A,238,0.07043503995264871,149.99743365642482,0.04439107240497923
SMOX,238,0.07043503995264871,191.27423442540905,0.05660675774649572
TBC1D25,238,0.07043503995264871,140.5934612059964,0.04160800864338455
RPARP-AS1,238,0.07043503995264871,150.87430978904192,0.044650579990838095
LDB1,237,0.07013909440662917,142.498620273098,0.042171831983751996
IGHMBP2,237,0.07013909440662917,132.55037894549588,0.03922769427212071
MIR193BHG,237,0.07013909440662917,149.01729880697633,0.044101005861786426
NARS2,237,0.07013909440662917,127.04544067368926,0.03759853230946708
CCDC9,237,0.07013909440662917,137.56296521664868,0.04071114685310704
RELT,237,0.07013909440662917,170.3347656742517,0.05040981523357553
ETAA1,237,0.07013909440662917,146.43516301056474,0.04333683427362082
OSER1-DT,237,0.07013909440662917,158.38529676216237,0.04687342313174382
IGFBP3,237,0.07013909440662917,266.07928252951143,0.07874497855268169
TAF5L,237,0.07013909440662917,135.75556715008298,0.0401762554454226
FEN1,237,0.07013909440662917,152.12444464282413,0.04502055183273872
ELK3,237,0.07013909440662917,153.6862927747219,0.045482773830932785
FYCO1,237,0.07013909440662917,141.2719991106567,0.041808818914074196
NBAS,237,0.07013909440662917,148.8547681925731,0.04405290565036197
TGFB1,237,0.07013909440662917,147.84554323712314,0.043754230019864795
DDX19A,237,0.07013909440662917,143.58386575445888,0.04249300555029858
HINFP,237,0.07013909440662917,149.37796923559276,0.044207744668716416
