gene,detected_cells,detection_fraction,total_expression,mean_expression
RAP1GAP2,130,0.03847292098253921,77.85573241542632,0.02304105724043395
SAMD10,130,0.03847292098253921,73.3347746212721,0.02170309991751172
AP002748.4,130,0.03847292098253921,78.55120472319872,0.023246879172299117
TMEM47,130,0.03847292098253921,101.5800714014473,0.03006216969560441
FAM200A,130,0.03847292098253921,78.3858977253632,0.023197957302563833
TSACC,130,0.03847292098253921,75.87960700334209,0.02245623172635161
PLA2G15,130,0.03847292098253921,81.74558142941841,0.02419224073081338
AC064807.1,130,0.03847292098253921,79.4089544895702,0.023500726395256053
ZNF432,130,0.03847292098253921,82.3220848944603,0.024362854363557354
UBA7,130,0.03847292098253921,79.02880991669242,0.023388224302069376
PTPN21,130,0.03847292098253921,88.76115302921782,0.02626846789855514
TTC31,130,0.03847292098253921,82.65703468552223,0.024461981262362306
PHETA1,130,0.03847292098253921,65.89496632903072,0.019501321790183702
CCDC96,130,0.03847292098253921,67.85429358379592,0.02008117596442614
TCTN2,130,0.03847292098253921,85.36709114313646,0.02526401040045471
GRK4,130,0.03847292098253921,76.60920527949727,0.022672153086563264
CBFA2T3,130,0.03847292098253921,83.04294217031803,0.024576188863663223
IQCH-AS1,130,0.03847292098253921,83.46277719207768,0.024700437168416006
FIZ1,130,0.03847292098253921,73.57305976850982,0.021773619345519333
GDF11,130,0.03847292098253921,87.87224330322961,0.026005399024335487
ZNF746,130,0.03847292098253921,69.00371235095542,0.020421341329078257
SZT2,130,0.03847292098253921,74.72085212676397,0.0221133033816999
AKNA,130,0.03847292098253921,82.19543094091331,0.02432537169011936
SLC38A9,130,0.03847292098253921,70.6328069580033,0.020903464622078514
NBPF10,130,0.03847292098253921,84.99850481277429,0.02515492891766034
ZNF837,129,0.03817697543651968,70.07752730296934,0.02073913208137595
CENPW,129,0.03817697543651968,78.03258350646733,0.023093395533136232
RPAP1,129,0.03817697543651968,74.42444774541535,0.022025583825219103
SLC9A8,129,0.03817697543651968,73.46009734039336,0.021740188618050712
AL162231.2,129,0.03817697543651968,75.02880455306408,0.02220444053064933
SECTM1,129,0.03817697543651968,74.95347947423447,0.022182148409066134
AL353807.5,129,0.03817697543651968,68.32856548887607,0.020221534622336806
ELAVL2,129,0.03817697543651968,94.04319141770226,0.0278316636335313
ZNF566,129,0.03817697543651968,78.09473500615807,0.023111788992648142
AL021395.1,129,0.03817697543651968,87.75825645382167,0.02597166512394841
ZNF483,129,0.03817697543651968,82.33393127176278,0.02436636024615649
SEC61A2,129,0.03817697543651968,82.18477173907847,0.024322217146812215
TUBGCP6,129,0.03817697543651968,73.92936489025175,0.021879066259322802
HAUS8,129,0.03817697543651968,74.44532866366659,0.022031763439972353
SPIN3,129,0.03817697543651968,79.5735784594221,0.023549446125901773
AC010329.1,129,0.03817697543651968,94.14292554246336,0.027861179503540504
TNFRSF11A,129,0.03817697543651968,82.19155570084922,0.024324224830082633
LINC02246,129,0.03817697543651968,86.62771440241292,0.025637086239246203
PTGER4,129,0.03817697543651968,86.83949597606718,0.02569976205269819
C2orf81,129,0.03817697543651968,78.79912021663259,0.023320248658370107
PXYLP1,129,0.03817697543651968,67.99183696503655,0.02012188131548877
FABP3,128,0.03788102989050015,163.54745300258446,0.048401140278953675
NHSL1,128,0.03788102989050015,76.86285320446252,0.02274721906021383
KLF3-AS1,128,0.03788102989050015,91.87727742643226,0.027190671034753554
FNDC4,128,0.03788102989050015,78.97922397186346,0.023373549562552075
SLC39A8,128,0.03788102989050015,111.52014111822677,0.03300388905540893
ZNF558,128,0.03788102989050015,81.79462080141901,0.024206753714536552
BEND7,128,0.03788102989050015,79.32118265268033,0.023474750711062545
FBXO30,128,0.03788102989050015,79.25388508434183,0.023454834295454818
ZNF616,128,0.03788102989050015,74.87817353955882,0.022159861953110038
CEP85,128,0.03788102989050015,97.74662079785084,0.028927677063584147
TPM2,128,0.03788102989050015,94.74832012810639,0.028040343334745896
ZNF691,128,0.03788102989050015,70.5686298090686,0.020884471680695058
RPS6KL1,128,0.03788102989050015,84.2147578492898,0.024922982494610772
SERPINB8,128,0.03788102989050015,78.18875708272785,0.023139614407436473
ZBTB11-AS1,128,0.03788102989050015,67.39195978122379,0.019944350334780644
PARD3B,128,0.03788102989050015,72.3993498818553,0.021426265132244837
ZNF275,128,0.03788102989050015,69.7901070179951,0.02065407132820216
TVP23C,128,0.03788102989050015,78.39434919934207,0.023200458478645183
RNGTT,128,0.03788102989050015,75.25640165553867,0.022271796879413632
HCP5,127,0.037585084344480615,78.14987391141872,0.023128107106072424
PORCN,127,0.037585084344480615,67.84292214431815,0.020077810637560863
SLC25A35,127,0.037585084344480615,77.36448438839945,0.022895674574844465
PC,127,0.037585084344480615,81.06743775088303,0.023991547129589532
CLEC2D,127,0.037585084344480615,87.36471573779835,0.02585519850186397
C1R,127,0.037585084344480615,84.05717755593814,0.0248763473086529
AC073210.3,127,0.037585084344480615,76.06941136631855,0.022512403482189566
SLC35D1,127,0.037585084344480615,64.94902370685548,0.019221374284360902
TTL,127,0.037585084344480615,77.157140425174,0.02283431205243386
KATNAL1,127,0.037585084344480615,76.56576464505491,0.022659297024283785
AC106791.1,127,0.037585084344480615,94.49348083835129,0.027964924781992095
HIRA,127,0.037585084344480615,70.77111349807676,0.020944395826598627
FKBP7,127,0.037585084344480615,71.07604773979845,0.021034639757265005
H2AC19,127,0.037585084344480615,75.40493671416336,0.02231575516844136
C14orf93,127,0.037585084344480615,70.0301260019075,0.02072510387745117
KANSL1-AS1,127,0.037585084344480615,80.67602514798,0.023875710313104467
PPM1M,127,0.037585084344480615,70.80146956861925,0.020953379570470332
DIRC3,126,0.03728913879846108,146.07232129193582,0.04322945288308252
FMN1,126,0.03728913879846108,77.67097425112132,0.02298637888461714
LINC02015,126,0.03728913879846108,136.20295883481847,0.04030865902184625
POP1,126,0.03728913879846108,80.6099527824071,0.023856156490798197
L2HGDH,126,0.03728913879846108,79.89926864789282,0.023645832686561948
AC009950.1,126,0.03728913879846108,90.02344274337095,0.026642036917245027
AVEN,126,0.03728913879846108,65.15920260117596,0.019283575792002357
ABCC8,126,0.03728913879846108,87.85258591565494,0.025999581508036385
AL161421.1,126,0.03728913879846108,82.55252233391472,0.024431051297400037
C1QTNF6,126,0.03728913879846108,77.11720499093187,0.02282249333854154
ZNF383,126,0.03728913879846108,71.25898438219684,0.021088779041786576
EEPD1,126,0.03728913879846108,77.138422019038,0.022828772423509322
C8orf58,126,0.03728913879846108,75.41288503655916,0.022318107439052725
OAS2,126,0.03728913879846108,80.78825389444191,0.023908923910755227
AC016065.1,126,0.03728913879846108,80.525626490796,0.023831200500383544
AL391121.1,126,0.03728913879846108,87.74898466706355,0.0259689211799537
KIF20B,126,0.03728913879846108,78.81432614523722,0.023324748785213737
PWWP3B,126,0.03728913879846108,94.72322140521214,0.028032915479494568
PROCR,126,0.03728913879846108,75.33492344903524,0.02229503505446441
TAT,126,0.03728913879846108,135.17002248755003,0.040002966110550466
ZNF77,126,0.03728913879846108,78.72089323897606,0.023297097732754086
NCK1-DT,126,0.03728913879846108,76.70989078483899,0.022701950513417873
LDHD,126,0.03728913879846108,70.6655297969796,0.020913148800526665
NBR2,125,0.03699319325244155,76.87970283310763,0.02275220563276343
CNEP1R1,125,0.03699319325244155,73.06006201113995,0.02162179994410771
UBOX5,125,0.03699319325244155,76.64386723983242,0.022682411139340757
ERCC6,125,0.03699319325244155,67.79098745127446,0.02006244079647069
AC008608.2,125,0.03699319325244155,74.35333383474311,0.022004537980095624
AC027237.3,125,0.03699319325244155,77.67627434102745,0.022987947422618362
AC096677.1,125,0.03699319325244155,79.3835798601844,0.023493216886707427
ELAPOR2,125,0.03699319325244155,87.46731775703313,0.02588556311246911
LINC00992,125,0.03699319325244155,85.69425634781771,0.025360833485592694
LRP4,125,0.03699319325244155,98.25704521168015,0.029078734895436564
SERPINE2,125,0.03699319325244155,90.5091782689037,0.0267857881825699
C4orf46,125,0.03699319325244155,71.04549761191679,0.0210255985829881
EWSAT1,125,0.03699319325244155,74.01217180855838,0.021903572597975252
ZFAND4,125,0.03699319325244155,81.54228277862285,0.024132075400598654
AC084740.1,125,0.03699319325244155,88.70535458105033,0.02625195459634517
CHST10,125,0.03699319325244155,80.54791920274795,0.02383779792919442
CFAP69,125,0.03699319325244155,70.45505089986224,0.02085085850839368
ADGRA3,125,0.03699319325244155,75.4432237182037,0.02232708603675753
DUXAP8,125,0.03699319325244155,90.07546542841958,0.026657432799177146
MAP3K6,125,0.03699319325244155,78.77075943713143,0.023311855411995097
AC009403.1,125,0.03699319325244155,66.26973960045999,0.01961223427063036
ZKSCAN2-DT,125,0.03699319325244155,80.53128445986603,0.023832874951129335
VIPAS39,125,0.03699319325244155,77.49328387391569,0.022933792208912604
AL049840.5,125,0.03699319325244155,77.4275617602725,0.02291434204210491
EXTL2,125,0.03699319325244155,72.53369544499103,0.02146602410328234
ZNF738,125,0.03699319325244155,78.59739882002137,0.023260550109506176
DNAAF3,125,0.03699319325244155,71.49021429239643,0.02115721050381664
CHROMR,125,0.03699319325244155,84.74869110889821,0.025080997664663575
ARHGAP26,125,0.03699319325244155,69.56306846616292,0.020586880280012702
GLIDR,125,0.03699319325244155,79.86691404666091,0.023636257486434126
SENP3,125,0.03699319325244155,74.5315471071602,0.022057279404309023
GEMIN4,125,0.03699319325244155,78.03906906932706,0.023095314906578
IGKC,124,0.03669724770642202,69.7648435596465,0.02064659472022684
TCFL5,124,0.03669724770642202,74.99416640347413,0.022194189524555822
RFC3,124,0.03669724770642202,72.38151491853121,0.02142098695428565
MCM9,124,0.03669724770642202,80.55928227325386,0.02384116077929975
CYP21A2,124,0.03669724770642202,66.43453410673611,0.019661004470771265
MICAL1,124,0.03669724770642202,78.7291143110118,0.02329953072240657
LINC01133,124,0.03669724770642202,94.58318217287344,0.02799147149241593
JADE3,124,0.03669724770642202,69.8509440582721,0.02067207577930515
DENND3,124,0.03669724770642202,77.38343576532766,0.022901283150437306
AC022613.3,124,0.03669724770642202,81.84331619504434,0.024221164899391637
WDR5B,124,0.03669724770642202,84.0946462177803,0.024887435992240393
ZNF10,124,0.03669724770642202,80.6164214514586,0.023858070864592663
DDX11,124,0.03669724770642202,82.35120882801095,0.024371473461974238
ARNT2,124,0.03669724770642202,74.65511743751692,0.02209384949319826
CEP131,124,0.03669724770642202,75.30091359229428,0.02228496998884116
HES2,124,0.03669724770642202,73.73344219469732,0.021821083810209328
TRIM36,124,0.03669724770642202,88.44234553225249,0.026174118239790614
FAM43A,124,0.03669724770642202,86.57697271841705,0.025622069463870096
SAMD9L,124,0.03669724770642202,83.45619915741385,0.02469849042835568
SOAT1,124,0.03669724770642202,76.27397026167911,0.0225729417761702
FER,124,0.03669724770642202,73.33027911273939,0.021701769491784373
TBC1D2,124,0.03669724770642202,74.50118013202047,0.022048292433270337
WNT2B,124,0.03669724770642202,86.07146560309427,0.025472466884609135
ITM2C,124,0.03669724770642202,61.6322830824947,0.018239799669279286
HDX,124,0.03669724770642202,76.83652421379199,0.022739427112693694
CEP120,124,0.03669724770642202,76.5200309852757,0.022645762351368955
MEGF8,124,0.03669724770642202,80.83002639358143,0.023921286295821673
AL121790.1,123,0.036401302160402486,75.71929764311993,0.02240878888520862
ZNF708,123,0.036401302160402486,74.55603966077841,0.02206452786646298
DGKQ,123,0.036401302160402486,78.18603292405322,0.02313880820481007
AC090517.5,123,0.036401302160402486,68.16679443042109,0.02017365919811219
AL139220.2,123,0.036401302160402486,74.43278497412078,0.02202805119092062
RBAK,123,0.036401302160402486,66.72988468137673,0.01974841215785047
LINC01473,123,0.036401302160402486,75.59568258647415,0.022372205559773352
CLDN1,123,0.036401302160402486,105.18072462694143,0.03112776698045026
IGFBP7,123,0.036401302160402486,87.61831273693649,0.02593024940424282
PBLD,123,0.036401302160402486,75.99860908306802,0.022491449861813558
MAGI2,123,0.036401302160402486,100.72180853500613,0.02980817062296719
GLB1L,123,0.036401302160402486,74.78855657970968,0.022133340212994873
LRRC8D,123,0.036401302160402486,64.09905907453663,0.018969831037152007
MFSD9,123,0.036401302160402486,62.45827397562412,0.018484247995153632
AC003681.1,123,0.036401302160402486,93.81054587665292,0.027762813221856444
AC016831.1,123,0.036401302160402486,77.50097978443995,0.022936069779354824
LINC01644,123,0.036401302160402486,79.48083550961597,0.02352199926298194
PDP2,123,0.036401302160402486,81.90014756091679,0.024237983888995795
PSKH1,123,0.036401302160402486,62.471454492407155,0.018488148710389805
DMTN,123,0.036401302160402486,72.45790012294727,0.021443592815314372
LINC02298,123,0.036401302160402486,69.19899212994963,0.02047913350989927
AC108860.2,123,0.036401302160402486,78.81534245936763,0.023325049558853988
NAGS,123,0.036401302160402486,73.74638212531426,0.02182491332504121
ALOX5,123,0.036401302160402486,81.37679691371281,0.024083100595949338
TRAC,123,0.036401302160402486,79.19792265601333,0.02343827246404656
AC124016.1,122,0.03610535661438295,75.88667142154692,0.02245832240945455
ZNF564,122,0.03610535661438295,76.0540154476978,0.022507847128646875
ZNF740,122,0.03610535661438295,68.89804297041023,0.020390068946555262
AL021328.1,122,0.03610535661438295,66.60704492002361,0.01971205827760391
BIVM,122,0.03610535661438295,67.78858534731593,0.020061729904503087
USPL1,122,0.03610535661438295,71.73771190232523,0.02123045631912555
ARL17B,122,0.03610535661438295,73.25777493728536,0.021680312203990932
SRP14-AS1,122,0.03610535661438295,72.93512198350541,0.02158482449940971
AC100861.1,122,0.03610535661438295,80.58528734422012,0.023848856864226137
SPTY2D1OS,122,0.03610535661438295,75.21349284564153,0.022259098208239576
FBXO27,122,0.03610535661438295,60.32352020036374,0.01785247712351694
C10orf88,122,0.03610535661438295,72.49792473555672,0.021455437921147298
ALG11,122,0.03610535661438295,77.82415966296759,0.023031713424968212
ZNF565,122,0.03610535661438295,73.8846823572954,0.021865842662709502
MCC,122,0.03610535661438295,73.77976206468077,0.021834791969423135
MT1A,122,0.03610535661438295,103.98940941647925,0.030775202550008655
JAG2,122,0.03610535661438295,70.60297198304754,0.02089463509412475
ZNF253,122,0.03610535661438295,73.02357464650204,0.02161100167105713
PCSK1N,122,0.03610535661438295,75.68082076312402,0.022397401823949104
ZNF347,122,0.03610535661438295,69.749249500859,0.020641979727984313
ZNF649,122,0.03610535661438295,72.4307972061225,0.021435571827795947
SHLD3,122,0.03610535661438295,65.14299620798427,0.019278779582120233
AFDN-DT,122,0.03610535661438295,82.6133063901374,0.02444904006810814
AJM1,122,0.03610535661438295,69.53023042406231,0.020577162007713024
AL024508.1,122,0.03610535661438295,80.29055762808726,0.023761632917457014
POLR1A,122,0.03610535661438295,71.08613556670913,0.021037625204708237
ANLN,122,0.03610535661438295,87.1337946910616,0.02578685844660006
GATA2,122,0.03610535661438295,84.55709422897091,0.025024295421417847
UGT2B4,122,0.03610535661438295,215.0252705873734,0.06363577111197792
CGAS,122,0.03610535661438295,71.97012942496646,0.021299239249768114
AL451085.2,121,0.03580941106836342,66.5781322334765,0.01970350169679683
ZNF865,121,0.03580941106836342,66.66996472660438,0.019730679114117897
PRELID3A,121,0.03580941106836342,77.77974544804545,0.02301856923588205
ZNF783,121,0.03580941106836342,75.69454491867886,0.022401463426658438
CWF19L1,121,0.03580941106836342,72.848646980432,0.021559232607408108
NCALD,121,0.03580941106836342,81.58286354370226,0.02414408509727797
ATP9B,121,0.03580941106836342,75.94330614240732,0.022475083202843246
YPEL1,121,0.03580941106836342,79.22348579847825,0.023445837762201317
ASNS,121,0.03580941106836342,88.33910600486237,0.02614356496148635
FOXN3,121,0.03580941106836342,72.87219786041129,0.02156620238544282
MAP2K6,121,0.03580941106836342,64.27652741104036,0.019022352000899783
PYROXD2,121,0.03580941106836342,74.34273993627106,0.022001402763027835
DDR2,121,0.03580941106836342,77.47330631615837,0.02292787993967398
TBC1D19,121,0.03580941106836342,75.7656569098369,0.02242250870371024
PLEKHA2,121,0.03580941106836342,65.00438595075616,0.019237758493860953
AC007952.4,121,0.03580941106836342,96.80156842263982,0.028647993022385267
SLC2A13,121,0.03580941106836342,73.81658263706869,0.02184568885382323
SPINDOC,121,0.03580941106836342,71.01177080975,0.02101561728610536
TBC1D2B,121,0.03580941106836342,74.65498233364346,0.02209380950980866
ILDR1,121,0.03580941106836342,66.78703436518882,0.019765325352231078
ST20-AS1,121,0.03580941106836342,69.50570478520183,0.020569903754128982
AC025171.2,121,0.03580941106836342,69.89771447660517,0.020685917276296293
SLC46A3,120,0.03551346552234389,63.33413559169481,0.01874345533935922
CORO6,120,0.03551346552234389,74.65704784713738,0.022094420789327426
TTYH1,120,0.03551346552234389,60.79360296377991,0.017991596023610508
AL390294.1,120,0.03551346552234389,65.80200918887212,0.019473811538583047
ZC3H10,120,0.03551346552234389,72.02060210435604,0.021314176414429134
PEX12,120,0.03551346552234389,66.83133923479842,0.019778437181059018
PRKX,120,0.03551346552234389,75.92115195101596,0.022468526768575307
TMEM139,120,0.03551346552234389,69.97558721409867,0.02070896336611384
DIAPH2,120,0.03551346552234389,75.88145994355752,0.022456780095755406
TBX1,120,0.03551346552234389,63.49800059216684,0.018791950456397408
AC130895.1,120,0.03551346552234389,69.13780016720857,0.02046102402107386
LRP5L,120,0.03551346552234389,73.98246412220277,0.021894780740515766
HELLPAR,120,0.03551346552234389,96.30312332600629,0.028500480416101297
HCFC2,120,0.03551346552234389,74.50071587601988,0.02204815503877475
ZNF180,120,0.03551346552234389,66.3279907179811,0.019629473429411393
KRBA2,120,0.03551346552234389,75.26661348059218,0.02227481902355495
TRPM2-AS,120,0.03551346552234389,67.73875600356558,0.020046983132159097
TRAM2-AS1,120,0.03551346552234389,69.96981660318208,0.020707255579515266
TESK2,120,0.03551346552234389,60.97674153615837,0.01804579506841029
PGAP1,120,0.03551346552234389,72.76073112639038,0.021533214301979988
AC093827.4,120,0.03551346552234389,75.74332842340458,0.022415900687601235
TAF1A,120,0.03551346552234389,74.03168044039451,0.02190934609067609
GPR161,120,0.03551346552234389,80.90802061523128,0.023944368338334205
TUBGCP5,119,0.03521751997632436,65.87199518473014,0.01949452358234097
ZNF462,119,0.03521751997632436,80.83045452246088,0.023921412998656667
RIBC1,119,0.03521751997632436,68.8386856922101,0.020372502424448092
ZBED3,119,0.03521751997632436,71.90853441991533,0.02128101048236618
CALHM2,119,0.03521751997632436,67.09388868047664,0.019856137520117383
PRR16,119,0.03521751997632436,84.54698434575315,0.025021303446508773
ADGRB2,119,0.03521751997632436,77.16860139856813,0.022837703876462896
KIAA0753,119,0.03521751997632436,73.5166686257829,0.021756930637994346
TTC39B,119,0.03521751997632436,65.22362558661398,0.01930264148760402
CCDC134,119,0.03521751997632436,70.63643472148317,0.020904538242522395
ZNF460,119,0.03521751997632436,71.19601969860899,0.021070144924122222
AC020765.2,119,0.03521751997632436,81.0724947715682,0.02399304373233744
POLD1,119,0.03521751997632436,74.38789771277399,0.022014767005852025
DNAI4,119,0.03521751997632436,68.25829472761681,0.020200738303526727
CHEK2,119,0.03521751997632436,65.75807955889282,0.019460810760252387
RGPD5,119,0.03521751997632436,86.11362299719802,0.02548494317762593
USP45,118,0.03492157443030482,78.12922727882714,0.023121996827116645
ZNF445,118,0.03492157443030482,74.1452622655764,0.02194296012594744
BRSK1,118,0.03492157443030482,71.63647440494053,0.021200495532684382
ZNF101,118,0.03492157443030482,67.55667652599641,0.019993097521750935
RNF217,118,0.03492157443030482,67.17906869756527,0.019881346166784632
LCLAT1,118,0.03492157443030482,63.47752940970925,0.01878589210112733
PLCXD3,118,0.03492157443030482,102.62663573928309,0.030371895750009793
C16orf95,118,0.03492157443030482,72.25041831563591,0.021382189498560494
FABP5,118,0.03492157443030482,98.66775859949966,0.02920028369325234
C19orf54,118,0.03492157443030482,68.15741620658608,0.020170883754538644
SMYD4,118,0.03492157443030482,80.25513412655918,0.023751149489955367
ERCC8,118,0.03492157443030482,60.011960809441156,0.01776027250945284
C1orf112,118,0.03492157443030482,69.77667558570299,0.020650096355638647
TNS1,118,0.03492157443030482,72.5020876549906,0.021456669918612194
CD99L2,118,0.03492157443030482,66.6809427615638,0.019733928014668185
AC096733.2,118,0.03492157443030482,66.42423170964943,0.01965795552224014
CFAP45,118,0.03492157443030482,68.70674265898857,0.020333454471437872
FOXI1,118,0.03492157443030482,88.86412209764524,0.026298941135734014
NEK3,118,0.03492157443030482,72.49928159947713,0.0214558394789811
GJB3,118,0.03492157443030482,87.2882561591214,0.025832570630103996
AC078950.1,118,0.03492157443030482,140.1995757205608,0.041491439988328147
GPSM3,118,0.03492157443030482,76.72020343068148,0.022705002495022632
PALM2AKAP2,118,0.03492157443030482,83.89215736046538,0.02482751031679946
CCDC9B,117,0.03462562888428529,75.94580769551034,0.022475823526342212
CBX2,117,0.03462562888428529,59.470954192857896,0.01760016401090793
ZSCAN26,117,0.03462562888428529,69.75074093102373,0.020642421110098765
CDC37L1-DT,117,0.03462562888428529,72.877815873907,0.021567865011514354
PCOLCE,117,0.03462562888428529,71.52600825975179,0.02116780356902983
C2CD4B,117,0.03462562888428529,85.80459666856862,0.02539348821206529
THBD,117,0.03462562888428529,77.56008005598981,0.022953560241488553
TOLLIP-AS1,117,0.03462562888428529,76.94568160517342,0.02277173175648814
AC103702.1,117,0.03462562888428529,65.18488268541698,0.01929117569855489
AC007114.2,117,0.03462562888428529,76.38484329523037,0.02260575415662337
MAP3K4-AS1,117,0.03462562888428529,79.15609132690791,0.023425892668513734
CCDC183,117,0.03462562888428529,69.16279119781461,0.020468420005272155
DET1,117,0.03462562888428529,71.62771919718527,0.02119790446794474
TBX2-AS1,117,0.03462562888428529,101.11937646439388,0.0299258290809097
ZNF696,117,0.03462562888428529,66.48779574825988,0.019676767016353916
SLC4A3,117,0.03462562888428529,70.9925233518699,0.021009921086673544
GOLGA7B,117,0.03462562888428529,75.24040971240099,0.02226706413506984
NANP,117,0.03462562888428529,72.71774984408862,0.021520494182920572
ADAM8,117,0.03462562888428529,78.08980950758372,0.023110331313283137
SCAMP5,117,0.03462562888428529,77.99702145226422,0.023082871101587518
CABP4,117,0.03462562888428529,61.13499663000191,0.01809262995856819
SERP2,117,0.03462562888428529,65.97442321501015,0.019524836701689894
ZNF74,117,0.03462562888428529,62.235284567128396,0.01841825527289979
LINC00893,116,0.03432968333826576,69.18871162627939,0.020476091040627222
ZDHHC8,116,0.03432968333826576,72.69167896978063,0.021512778623788288
DENND5B,116,0.03432968333826576,69.5864238538861,0.020593792202984938
MCM5,116,0.03432968333826576,70.89289492834267,0.020980436498473712
SPTSSB,116,0.03432968333826576,98.76419285533851,0.029228822981751557
CYB5R2,116,0.03432968333826576,76.55002592270691,0.022654639219504856
AC087190.1,116,0.03432968333826576,72.3475910102286,0.021410947324719917
KRT16,116,0.03432968333826576,117.90120333989996,0.03489233599878661
TREM1,116,0.03432968333826576,101.87010232842802,0.03014800305665227
LCA5,116,0.03432968333826576,70.578211569603,0.02088730736004824
RPH3AL,116,0.03432968333826576,68.09734436769178,0.02015310576137667
SRGAP2B,116,0.03432968333826576,76.27041439796862,0.02257188943414283
RILPL1,116,0.03432968333826576,70.78451276468805,0.020948361279872166
ST3GAL3,116,0.03432968333826576,65.76240707479575,0.01946209146930919
EML2-AS1,116,0.03432968333826576,83.77056177264129,0.024791524644167295
MDN1,116,0.03432968333826576,64.04263020936219,0.018953131165836693
CDK14,116,0.03432968333826576,59.33757398214233,0.017560690731619512
USP35,116,0.03432968333826576,77.01040617736317,0.022790886705345712
FCGR2A,116,0.03432968333826576,67.88783366828343,0.020091102003043336
DIPK2A,115,0.03403373779224623,73.05860528508686,0.021621368832520527
EDARADD,115,0.03403373779224623,67.93964515824489,0.020106435382730065
FZD8,115,0.03403373779224623,70.46136597895047,0.0208527274279226
ICOSLG,115,0.03403373779224623,65.3122203839542,0.019328860723277358
FCHSD2,115,0.03403373779224623,65.47665851743511,0.0193775254564768
GPX3,115,0.03403373779224623,86.12968911126815,0.025489697872526827
VIPR1,115,0.03403373779224623,70.44117325234897,0.0208467514804229
S1PR2,115,0.03403373779224623,66.86238247511642,0.019787624289765143
CNTRL,115,0.03403373779224623,73.43110848028893,0.021731609494018624
ARHGEF17,115,0.03403373779224623,63.81146151366833,0.01888471781996695
TNFRSF19,115,0.03403373779224623,72.5024453118655,0.021456775765571322
ABCD1,115,0.03403373779224623,63.39400290751569,0.018761172804828558
AC010618.3,115,0.03403373779224623,79.50719290499913,0.02352979961675026
PLCB1,115,0.03403373779224623,88.22787573891237,0.026110646859695878
STXBP4,115,0.03403373779224623,71.29335945764012,0.0210989521922581
TRIM45,115,0.03403373779224623,69.43566308043626,0.020549175223567997
ANO8,115,0.03403373779224623,70.03829720719186,0.020727522109260686
AC092903.2,115,0.03403373779224623,80.19638478711198,0.023733762884614377
CHRNA9,115,0.03403373779224623,85.73329075659203,0.025372385545010957
JAK2,115,0.03403373779224623,70.35892477397739,0.020822410409581944
TGFBR3,115,0.03403373779224623,78.89081615812452,0.02334738566384271
LINC02591,115,0.03403373779224623,58.5029174985995,0.017313677862858687
AC002310.1,115,0.03403373779224623,76.88003598157967,0.022752304226569892
SPRY2,115,0.03403373779224623,82.67475868512557,0.024467226601102565
AREL1,115,0.03403373779224623,67.67844144228106,0.020029133306386816
FAM27C,115,0.03403373779224623,56.44430143663626,0.016704439608356395
CARF,115,0.03403373779224623,80.13542947038265,0.02371572343012212
TMEM158,115,0.03403373779224623,85.1671922595008,0.025204851216188456
MAPKBP1,114,0.033737792246226694,66.50254967228362,0.019681133374455054
TRIM23,114,0.033737792246226694,67.24669531268226,0.019901359962320883
CENPBD1,114,0.033737792246226694,66.87286526447889,0.019790726624586828
SCLY,114,0.033737792246226694,64.50446155757919,0.019089808096353713
CENPF,114,0.033737792246226694,76.3780669599045,0.022603748730365344
SMN1,114,0.033737792246226694,72.19327022953682,0.02136527677701593
POC5,114,0.033737792246226694,66.14486480288433,0.01957527813047775
TRMT2B,114,0.033737792246226694,67.41472970799734,0.019951088993192465
C2CD2,114,0.033737792246226694,60.77734577738971,0.01798678478170752
SUV39H2,114,0.033737792246226694,70.53939849658562,0.020875820803961415
RFWD3,114,0.033737792246226694,65.81576736877017,0.01947788321064521
USP20,114,0.033737792246226694,61.22909268955182,0.018120477268289973
PAPOLG,114,0.033737792246226694,70.84535919746956,0.020966368510645032
CYP2J2,114,0.033737792246226694,64.26360359878073,0.019018527256223952
ZSCAN30,114,0.033737792246226694,71.76612772488934,0.02123886585524988
HRCT1,114,0.033737792246226694,72.65602442462084,0.021502226819952897
ZNF354B,114,0.033737792246226694,66.57918992802026,0.019703814716786106
ABHD15,114,0.033737792246226694,59.36527437941405,0.01756888854081505
AC108134.4,114,0.033737792246226694,70.78982924371691,0.020949934668161262
CLUL1,113,0.03344184670020716,67.92778613859245,0.02010292575868377
POMZP3,113,0.03344184670020716,68.09430174041044,0.020152205309384566
RASSF10,113,0.03344184670020716,65.86522944316535,0.019492521291259352
SNORC,113,0.03344184670020716,68.09675506285667,0.020152931359235477
ZNF681,113,0.03344184670020716,70.82758917623892,0.02096110955200915
FBXO31,113,0.03344184670020716,70.15056916846402,0.02076074849614206
ZNF799,113,0.03344184670020716,69.50498254835179,0.02056969001135004
AC073111.3,113,0.03344184670020716,66.03684898565497,0.019543311330469066
RAB38,113,0.03344184670020716,72.78762846986568,0.021541174450981262
SH3PXD2B,113,0.03344184670020716,65.41430855573803,0.019359073263018063
TOB1-AS1,113,0.03344184670020716,77.52956999036884,0.02294453092345926
PRRG1,113,0.03344184670020716,60.5243396359815,0.017911908741042173
BMT2,113,0.03344184670020716,63.489394185978,0.018789403428818584
NBPF20,113,0.03344184670020716,61.7880374353056,0.018285894476266825
USP28,113,0.03344184670020716,67.306998691852,0.019919206478796095
IL15,113,0.03344184670020716,53.843114056324154,0.015934629788790813
