"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","prevalence_difference","absolute_log2FC","direction","samples_tested","samples_prevalence_25pct","samples_prevalence_50pct","minimum_sample_prevalence","mean_sample_prevalence","maximum_sample_prevalence","consistency_category","biological_review_flag","fc_score","prevalence_score","specificity_score","significance_score","consistency_score","biomarker_score","adjusted_biomarker_score","priority_rank"
4.31884645281739e-61,0.956124028193965,0.58,0.284,1.5818207018089e-56,"EIF2AK1",0.296,0.956124028193965,"Malignant_enriched",3,3,3,0.512534818941504,0.579446479467943,0.639473684210526,"Consistent_3_of_3","Standard_candidate",0.478062014096983,0.58,0.296,1,1,0.644715503524246,0.644715503524246,273
2.00479789449806e-83,1.12033703727027,0.451,0.129,7.34277276838859e-79,"SEZ6L2",0.322,1.12033703727027,"Malignant_enriched",3,3,0,0.413157894736842,0.453297476371637,0.479108635097493,"Consistent_3_of_3","Standard_candidate",0.560168518635135,0.451,0.322,1,1,0.644642129658784,0.644642129658784,274
3.92238056156538e-50,0.749742702209136,0.748,0.493,1.43661110447894e-45,"YIF1A",0.255,0.749742702209136,"Malignant_enriched",3,3,3,0.607913669064748,0.734353669388196,0.921052631578947,"Consistent_3_of_3","Standard_candidate",0.374871351104568,0.748,0.255,1,1,0.644317837776142,0.644317837776142,275
5.3140694850017e-57,0.56036801974045,0.833,0.546,1.94633108957672e-52,"CRNDE",0.287,0.56036801974045,"Malignant_enriched",3,3,3,0.727019498607242,0.830721758907198,0.934210526315789,"Consistent_3_of_3","Standard_candidate",0.280184009870225,0.833,0.287,1,1,0.644046002467556,0.644046002467556,276
5.97047617243774e-41,0.666389259152479,0.84,0.628,2.18674660291705e-36,"FOSB",0.212,0.666389259152479,"Malignant_enriched",3,3,3,0.637883008356546,0.841335229719757,0.986842105263158,"Consistent_3_of_3","Standard_candidate",0.33319462957624,0.84,0.212,1,1,0.64369865739406,0.64369865739406,277
2.97537421200495e-68,2.07997361780612,0.315,0.082,1.08976055888893e-63,"PIK3R1",0.233,2.07997361780612,"Malignant_enriched",3,2,1,0.0755395683453237,0.297261173614986,0.532033426183844,"Consistent_2_of_3","Standard_candidate",1,0.315,0.233,1,0.67,0.6436,0.6436,278
5.20402344528009e-45,0.523932334094548,0.857,0.576,1.90602562706828e-40,"PCBD1",0.281,0.523932334094548,"Malignant_enriched",3,3,3,0.816546762589928,0.854186359166588,0.880222841225627,"Consistent_3_of_3","Standard_candidate",0.261966167047274,0.857,0.281,1,1,0.643091541761819,0.643091541761819,279
1.64780509472924e-48,1.53564655842371,0.303,0.102,6.03525093995533e-44,"MTARC2",0.201,1.53564655842371,"Malignant_enriched",3,3,0,0.25,0.303018309586314,0.367688022284123,"Consistent_3_of_3","Standard_candidate",0.767823279211855,0.303,0.201,1,1,0.642755819802964,0.642755819802964,280
8.77149070308486e-56,0.778563071449458,0.684,0.391,3.21264618491186e-51,"ARF3",0.293,0.778563071449458,"Malignant_enriched",3,3,3,0.587743732590529,0.677354688599216,0.818421052631579,"Consistent_3_of_3","Standard_candidate",0.389281535724729,0.684,0.293,1,1,0.642720383931182,0.642720383931182,281
1.72881636693843e-63,0.935943165960568,0.569,0.261,6.3319628255487e-59,"TERF2IP",0.308,0.935943165960568,"Malignant_enriched",3,3,3,0.513157894736842,0.57818876111543,0.672661870503597,"Consistent_3_of_3","Standard_candidate",0.467971582980284,0.569,0.308,1,1,0.642392895745071,0.642392895745071,282
4.37984959439285e-52,0.973177792672262,0.58,0.307,1.60416371244233e-47,"YIPF6",0.273,0.973177792672262,"Malignant_enriched",3,3,3,0.525179856115108,0.574898685361929,0.636842105263158,"Consistent_3_of_3","Standard_candidate",0.486588896336131,0.58,0.273,1,1,0.642247224084033,0.642247224084033,283
3.09322561527694e-52,0.65927585079776,0.764,0.48,1.13292481385133e-47,"SUPT4H1",0.284,0.65927585079776,"Malignant_enriched",3,3,3,0.601671309192201,0.773124312454449,0.899280575539568,"Consistent_3_of_3","Standard_candidate",0.32963792539888,0.764,0.284,1,1,0.64200948134972,0.64200948134972,284
4.08265884713472e-58,1.12833288869714,0.478,0.203,1.49531462935156e-53,"ABHD12",0.275,1.12833288869714,"Malignant_enriched",3,3,2,0.287769784172662,0.461607667391962,0.578947368421053,"Consistent_3_of_3","Standard_candidate",0.56416644434857,0.478,0.275,1,1,0.641641611087143,0.641641611087143,285
8.49179856065151e-56,0.754420882682773,0.689,0.392,3.11020614082422e-51,"SDF2L1",0.297,0.754420882682773,"Malignant_enriched",3,3,3,0.551532033426184,0.69040718165828,0.789473684210526,"Consistent_3_of_3","Standard_candidate",0.377210441341386,0.689,0.297,1,1,0.641502610335347,0.641502610335347,286
1.69739571461866e-50,0.835725616535616,0.644,0.355,6.21688154436231e-46,"BLVRA",0.289,0.835725616535616,"Malignant_enriched",3,3,2,0.370503597122302,0.622130432291024,0.782729805013928,"Consistent_3_of_3","Standard_candidate",0.417862808267808,0.644,0.289,1,1,0.641065702066952,0.641065702066952,287
1.96648617932983e-58,0.806286180344643,0.627,0.304,7.20245228041342e-54,"GAMT",0.323,0.806286180344643,"Malignant_enriched",3,3,2,0.471223021582734,0.612791977237738,0.771052631578947,"Consistent_3_of_3","Standard_candidate",0.403143090172322,0.627,0.323,1,1,0.64078577254308,0.64078577254308,288
1.86545125731761e-52,0.53828362413429,0.833,0.55,6.83240177505149e-48,"NDUFB1",0.283,0.53828362413429,"Malignant_enriched",3,3,3,0.747368421052632,0.838152418982568,0.885793871866295,"Consistent_3_of_3","Standard_candidate",0.269141812067145,0.833,0.283,1,1,0.640485453016786,0.640485453016786,289
2.07463683775527e-107,2.12030008959823,0.279,0.026,7.59856488196244e-103,"HOXB-AS3",0.253,2.12030008959823,"Malignant_enriched",3,2,0,0,0.255588134682109,0.415789473684211,"Consistent_2_of_3","Standard_candidate",1,0.279,0.253,1,0.67,0.6404,0.6404,290
8.57664683481449e-47,0.542076707035761,0.852,0.594,3.14128266971916e-42,"GADD45GIP1",0.258,0.542076707035761,"Malignant_enriched",3,3,3,0.805013927576602,0.847215926130229,0.923684210526316,"Consistent_3_of_3","Standard_candidate",0.271038353517881,0.852,0.258,1,1,0.63975958837947,0.63975958837947,291
3.18444378765876e-49,2.34038480062992,0.331,0.135,1.1663343816679e-44,"LDOC1",0.196,2.34038480062992,"Malignant_enriched",3,2,1,0,0.332114252887384,0.740947075208914,"Consistent_2_of_3","Standard_candidate",1,0.331,0.196,1,0.67,0.6394,0.6394,292
9.40185020911965e-68,2.13421517216771,0.298,0.073,3.44352165759216e-63,"SEPTIN8",0.225,2.13421517216771,"Malignant_enriched",3,2,0,0.079136690647482,0.281080064844181,0.445682451253482,"Consistent_2_of_3","Standard_candidate",1,0.298,0.225,1,0.67,0.6386,0.6386,293
4.66509292658367e-67,1.33860205371482,0.657,0.38,1.70863693529053e-62,"GSTM3",0.277,1.33860205371482,"Malignant_enriched",3,2,2,0.143884892086331,0.614848206466347,0.86908077994429,"Consistent_2_of_3","Standard_candidate",0.66930102685741,0.657,0.277,1,0.67,0.638125256714352,0.638125256714352,294
1.86796714225902e-55,0.984688740310106,0.545,0.268,6.84161645523789e-51,"COPRS",0.277,0.984688740310106,"Malignant_enriched",3,3,1,0.428057553956835,0.532526050703199,0.721052631578947,"Consistent_3_of_3","Standard_candidate",0.492344370155053,0.545,0.277,1,1,0.637486092538763,0.637486092538763,295
5.09017267502452e-45,0.505459186751491,0.892,0.663,1.86432664395448e-40,"ST13",0.229,0.505459186751491,"Malignant_enriched",3,3,3,0.848920863309353,0.887887367865567,0.928947368421053,"Consistent_3_of_3","Standard_candidate",0.252729593375746,0.892,0.229,1,1,0.637382398343936,0.637382398343936,296
3.01902044436159e-42,0.539576133881018,0.84,0.582,1.10574642795188e-37,"NDUFB8",0.258,0.539576133881018,"Malignant_enriched",3,3,3,0.757894736842105,0.846069920196375,0.902877697841727,"Consistent_3_of_3","Standard_candidate",0.269788066940509,0.84,0.258,1,1,0.637047016735127,0.637047016735127,297
6.42988950104916e-53,0.865979608325122,0.647,0.401,2.35501132865427e-48,"MRPL21",0.246,0.865979608325122,"Malignant_enriched",3,3,2,0.320143884892086,0.617177414790056,0.91578947368421,"Consistent_3_of_3","Standard_candidate",0.432989804162561,0.647,0.246,1,1,0.63684745104064,0.63684745104064,298
5.32332469306055e-68,1.92570693889127,0.324,0.088,1.94972090208036e-63,"GLCE",0.236,1.92570693889127,"Malignant_enriched",3,2,0,0.176258992805755,0.313500590818944,0.495821727019499,"Consistent_2_of_3","Standard_candidate",0.962853469445635,0.324,0.236,1,0.67,0.636713367361409,0.636713367361409,299
1.07391922122812e-55,0.919123005696885,0.573,0.287,3.93333653967012e-51,"FAM120AOS",0.286,0.919123005696885,"Malignant_enriched",3,3,1,0.467966573816156,0.56250785326877,0.744736842105263,"Consistent_3_of_3","Standard_candidate",0.459561502848442,0.573,0.286,1,1,0.636690375712111,0.636690375712111,300
4.3810653205832e-68,1.88825746645175,0.339,0.096,1.6046089843168e-63,"ANXA9",0.243,1.88825746645175,"Malignant_enriched",3,2,0,0.151079136690647,0.32466699855187,0.462395543175487,"Consistent_2_of_3","Standard_candidate",0.944128733225875,0.339,0.243,1,0.67,0.636432183306469,0.636432183306469,301
4.04228874298353e-60,1.07781886044053,0.478,0.199,1.48052867500515e-55,"PTPMT1",0.279,1.07781886044053,"Malignant_enriched",3,3,1,0.381294964028777,0.467974536951585,0.613157894736842,"Consistent_3_of_3","Standard_candidate",0.538909430220265,0.478,0.279,1,1,0.636127357555066,0.636127357555066,302
6.77987148997045e-53,0.979190126922748,0.541,0.264,2.48319573191658e-48,"CLPTM1",0.277,0.979190126922748,"Malignant_enriched",3,3,2,0.320143884892086,0.521106457452422,0.7,"Consistent_3_of_3","Standard_candidate",0.489595063461374,0.541,0.277,1,1,0.635998765865343,0.635998765865343,303
2.14858649913747e-47,0.791245993025689,0.735,0.536,7.86941291174091e-43,"BCAM",0.199,0.791245993025689,"Malignant_enriched",3,3,2,0.345403899721448,0.748202915456815,0.967625899280576,"Consistent_3_of_3","Standard_candidate",0.395622996512844,0.735,0.199,1,1,0.635705749128211,0.635705749128211,304
4.14776309649608e-53,0.776345898937901,0.657,0.371,1.51915971172265e-48,"LAMP2",0.286,0.776345898937901,"Malignant_enriched",3,3,3,0.600719424460432,0.651361344585086,0.721052631578947,"Consistent_3_of_3","Standard_candidate",0.38817294946895,0.657,0.286,1,1,0.635643237367238,0.635643237367238,305
1.46982183076795e-53,1.05889219282954,0.496,0.226,5.3833694373707e-49,"TAF15",0.27,1.05889219282954,"Malignant_enriched",3,3,1,0.426183844011142,0.494371012499486,0.560526315789474,"Consistent_3_of_3","Standard_candidate",0.52944609641477,0.496,0.27,1,1,0.635561524103692,0.635561524103692,306
5.63827876042814e-44,1.27722659000357,0.405,0.182,2.06507597879441e-39,"TJP3",0.223,1.27722659000357,"Malignant_enriched",3,3,0,0.266187050359712,0.393891993867155,0.47075208913649,"Consistent_3_of_3","Standard_candidate",0.638613295001785,0.405,0.223,1,1,0.635253323750446,0.635253323750446,307
1.98944333042156e-41,0.824714686154001,0.657,0.405,7.28653514200202e-37,"TLE5",0.252,0.824714686154001,"Malignant_enriched",3,3,3,0.55,0.66308323814486,0.727019498607242,"Consistent_3_of_3","Standard_candidate",0.412357343077001,0.657,0.252,1,1,0.63488933576925,0.63488933576925,308
4.52593144909712e-46,0.719547874806178,0.719,0.464,1.65766765254631e-41,"TOMM22",0.255,0.719547874806178,"Malignant_enriched",3,3,2,0.453237410071942,0.696353534384045,0.844736842105263,"Consistent_3_of_3","Standard_candidate",0.359773937403089,0.719,0.255,1,1,0.634743484350772,0.634743484350772,309
1.05252798220321e-82,1.80166258857721,0.356,0.085,3.85498898761747e-78,"SERPINA5",0.271,1.80166258857721,"Malignant_enriched",3,2,1,0.0763157894736842,0.395230785024524,0.805755395683453,"Consistent_2_of_3","Standard_candidate",0.900831294288605,0.356,0.271,1,0.67,0.634607823572151,0.634607823572151,310
9.56748630002354e-26,0.600451803444679,0.837,0.628,3.50418753224662e-21,"BTG2",0.209,0.600451803444679,"Malignant_enriched",3,3,3,0.723684210526316,0.849362175704386,0.974820143884892,"Consistent_3_of_3","Standard_candidate",0.300225901722339,0.837,0.209,1,1,0.634256475430585,0.634256475430585,311
2.64830504140471e-53,1.12234365300773,0.462,0.206,9.69968204464891e-49,"CNPY3",0.256,1.12234365300773,"Malignant_enriched",3,3,1,0.405263157894737,0.46258282627673,0.52924791086351,"Consistent_3_of_3","Standard_candidate",0.561171826503865,0.462,0.256,1,1,0.633892956625966,0.633892956625966,312
5.32623472635705e-48,0.560458950374947,0.781,0.493,1.95078673087553e-43,"MRPL24",0.288,0.560458950374947,"Malignant_enriched",3,3,3,0.643884892086331,0.768982497626001,0.855263157894737,"Consistent_3_of_3","Standard_candidate",0.280229475187473,0.781,0.288,1,1,0.633857368796868,0.633857368796868,313
8.13774454597922e-54,0.905654287902327,0.581,0.31,2.98053031741035e-49,"BAG3",0.271,0.905654287902327,"Malignant_enriched",3,3,2,0.345403899721448,0.601383528860829,0.856115107913669,"Consistent_3_of_3","Standard_candidate",0.452827143951164,0.581,0.271,1,1,0.633606785987791,0.633606785987791,314
4.80791114319808e-60,1.11282279985365,0.451,0.181,1.76094553530773e-55,"CDS2",0.27,1.11282279985365,"Malignant_enriched",3,3,1,0.315789473684211,0.468722808001949,0.647482014388489,"Consistent_3_of_3","Standard_candidate",0.556411399926825,0.451,0.27,1,1,0.633302849981706,0.633302849981706,315
7.1313947833499e-52,0.820952971800046,0.627,0.351,2.61194465334973e-47,"ERLEC1",0.276,0.820952971800046,"Malignant_enriched",3,3,2,0.442896935933148,0.637326872119076,0.776978417266187,"Consistent_3_of_3","Standard_candidate",0.410476485900023,0.627,0.276,1,1,0.633219121475006,0.633219121475006,316
2.21097754478046e-47,0.867116485877938,0.597,0.32,8.09792635551292e-43,"DMAC1",0.277,0.867116485877938,"Malignant_enriched",3,3,3,0.523684210526316,0.594512907486648,0.713091922005571,"Consistent_3_of_3","Standard_candidate",0.433558242938969,0.597,0.277,1,1,0.633189560734742,0.633189560734742,317
4.58932630952406e-92,1.73477228689096,0.37,0.079,1.68088665412628e-87,"STC1",0.291,1.73477228689096,"Malignant_enriched",3,2,1,0.0250696378830084,0.414610490174053,0.942446043165468,"Consistent_2_of_3","Standard_candidate",0.86738614344548,0.37,0.291,1,0.67,0.63304653586137,0.63304653586137,318
4.58266081441772e-43,0.60032917433144,0.792,0.545,1.67844534988863e-38,"RPN2",0.247,0.60032917433144,"Malignant_enriched",3,3,3,0.71866295264624,0.791472782776564,0.85,"Consistent_3_of_3","Standard_candidate",0.30016458716572,0.792,0.247,1,1,0.63284114679143,0.63284114679143,319
6.98853770215184e-36,0.567154884593953,0.817,0.577,2.55962181879013e-31,"MICOS13",0.24,0.567154884593953,"Malignant_enriched",3,3,3,0.73021582733813,0.810137915177314,0.860724233983287,"Consistent_3_of_3","Standard_candidate",0.283577442296977,0.817,0.24,1,1,0.632294360574244,0.632294360574244,320
2.15223651422961e-47,0.832631999157237,0.627,0.363,7.88278145701738e-43,"SERINC3",0.264,0.832631999157237,"Malignant_enriched",3,3,2,0.476323119777159,0.63890816096573,0.787769784172662,"Consistent_3_of_3","Standard_candidate",0.416315999578618,0.627,0.264,1,1,0.632278999894655,0.632278999894655,321
1.24160888000119e-33,0.886357967335605,0.631,0.405,4.54751668389235e-29,"MDH1",0.226,0.886357967335605,"Malignant_enriched",3,3,2,0.420863309352518,0.61646428349184,0.84958217270195,"Consistent_3_of_3","Standard_candidate",0.443178983667803,0.631,0.226,1,1,0.632194745916951,0.632194745916951,322
1.07962239671698e-42,0.630145324881234,0.794,0.572,3.95422499021561e-38,"MLF2",0.222,0.630145324881234,"Malignant_enriched",3,3,3,0.721448467966574,0.788040565934586,0.905263157894737,"Consistent_3_of_3","Standard_candidate",0.315072662440617,0.794,0.222,1,1,0.631968165610154,0.631968165610154,323
5.29352688466988e-36,0.517177732964641,0.897,0.708,1.93880715677919e-31,"PTGES3",0.189,0.517177732964641,"Malignant_enriched",3,3,3,0.766187050359712,0.886051012583863,0.949860724233983,"Consistent_3_of_3","Standard_candidate",0.25858886648232,0.897,0.189,1,1,0.63184721662058,0.63184721662058,324
4.76289326232456e-54,0.56026228037974,0.764,0.47,1.74445728625899e-49,"TSC22D3",0.294,0.56026228037974,"Malignant_enriched",3,3,3,0.715877437325905,0.765894523788681,0.794964028776978,"Consistent_3_of_3","Standard_candidate",0.28013114018987,0.764,0.294,1,1,0.631632785047467,0.631632785047467,325
6.29597143162475e-51,0.806555539242413,0.63,0.356,2.30596249654688e-46,"ZMAT2",0.274,0.806555539242413,"Malignant_enriched",3,3,2,0.341726618705036,0.605017214787033,0.813157894736842,"Consistent_3_of_3","Standard_candidate",0.403277769621206,0.63,0.274,1,1,0.631619442405302,0.631619442405302,326
8.26739289637152e-48,1.11768821842482,0.468,0.227,3.02801532222503e-43,"C15orf61",0.241,1.11768821842482,"Malignant_enriched",3,3,2,0.260526315789474,0.485043878106721,0.640287769784173,"Consistent_3_of_3","Standard_candidate",0.55884410921241,0.468,0.241,1,1,0.631511027303103,0.631511027303103,327
4.82271113545899e-33,0.536766659610725,0.869,0.668,1.76636618047321e-28,"RABAC1",0.201,0.536766659610725,"Malignant_enriched",3,3,3,0.763231197771588,0.869960064787929,0.947368421052632,"Consistent_3_of_3","Standard_candidate",0.268383329805363,0.869,0.201,1,1,0.631095832451341,0.631095832451341,328
4.95054246420722e-47,0.612456998867984,0.733,0.445,1.81318568294054e-42,"NDUFB6",0.288,0.612456998867984,"Malignant_enriched",3,3,3,0.697841726618705,0.729955452146127,0.760445682451253,"Consistent_3_of_3","Standard_candidate",0.306228499433992,0.733,0.288,1,1,0.630757124858498,0.630757124858498,329
3.50483984123719e-50,0.708963435360822,0.657,0.355,1.28368264025153e-45,"PNKD",0.302,0.708963435360822,"Malignant_enriched",3,3,3,0.60431654676259,0.651734504494337,0.715789473684211,"Consistent_3_of_3","Standard_candidate",0.354481717680411,0.657,0.302,1,1,0.630420429420103,0.630420429420103,330
7.92893732153776e-42,0.715929412872533,0.773,0.592,2.90405258338642e-37,"POLD4",0.181,0.715929412872533,"Malignant_enriched",3,3,3,0.573816155988858,0.769241255580787,0.960526315789474,"Consistent_3_of_3","Standard_candidate",0.357964706436266,0.773,0.181,1,1,0.630291176609067,0.630291176609067,331
5.05294337169344e-48,0.669545956636448,0.704,0.426,1.85069103931644e-43,"TCEAL3",0.278,0.669545956636448,"Malignant_enriched",3,3,3,0.568245125348189,0.710631752624583,0.805755395683453,"Consistent_3_of_3","Standard_candidate",0.334772978318224,0.704,0.278,1,1,0.630093244579556,0.630093244579556,332
2.10787422573044e-26,1.14290604482093,0.521,0.357,7.72030013916033e-22,"STMN1",0.164,1.14290604482093,"Malignant_enriched",3,3,1,0.278947368421053,0.51101683086898,0.930362116991644,"Consistent_3_of_3","Standard_candidate",0.571453022410465,0.521,0.164,1,1,0.629863255602616,0.629863255602616,333
5.24032761955964e-47,1.23529587762893,0.399,0.171,1.91932239393991e-42,"PRR15L",0.228,1.23529587762893,"Malignant_enriched",3,3,0,0.31294964028777,0.392812857176508,0.47075208913649,"Consistent_3_of_3","Standard_candidate",0.617647938814465,0.399,0.228,1,1,0.629811984703616,0.629811984703616,334
1.33026601312182e-27,0.615759749056845,0.784,0.556,4.87223229966e-23,"FDPS",0.228,0.615759749056845,"Malignant_enriched",3,3,3,0.754874651810585,0.78898446995226,0.848920863309353,"Consistent_3_of_3","Standard_candidate",0.307879874528423,0.784,0.228,1,1,0.629369968632106,0.629369968632106,335
7.0132238751259e-43,0.620811142202362,0.754,0.501,2.56866337650361e-38,"GTF3A",0.253,0.620811142202362,"Malignant_enriched",3,3,3,0.571030640668524,0.762822405907557,0.888489208633094,"Consistent_3_of_3","Standard_candidate",0.310405571101181,0.754,0.253,1,1,0.629001392775295,0.629001392775295,336
3.04333282370711e-77,2.09430453417566,0.259,0.043,1.11465108001096e-72,"PSIP1",0.216,2.09430453417566,"Malignant_enriched",3,2,0,0.0947368421052632,0.262098709831431,0.428969359331476,"Consistent_2_of_3","Standard_candidate",1,0.259,0.216,1,0.67,0.629,0.629,337
1.29601240082022e-34,0.545568934342559,0.811,0.568,4.74677501924413e-30,"LSM4",0.243,0.545568934342559,"Malignant_enriched",3,3,3,0.755395683453237,0.807640813020307,0.88857938718663,"Consistent_3_of_3","Standard_candidate",0.27278446717128,0.811,0.243,1,1,0.62899611679282,0.62899611679282,338
1.19086369354741e-45,0.938226310452213,0.554,0.301,4.36165736398675e-41,"SLC35B1",0.253,0.938226310452213,"Malignant_enriched",3,3,1,0.431754874651811,0.573263236647158,0.798561151079137,"Consistent_3_of_3","Standard_candidate",0.469113155226107,0.554,0.253,1,1,0.628678288806527,0.628678288806527,339
2.13014681884916e-44,0.640522454917316,0.704,0.415,7.80187573871695e-40,"PPCS",0.289,0.640522454917316,"Malignant_enriched",3,3,3,0.52158273381295,0.688284505074433,0.807894736842105,"Consistent_3_of_3","Standard_candidate",0.320261227458658,0.704,0.289,1,1,0.628665306864665,0.628665306864665,340
5.27675052098645e-53,0.9980959807168,0.5,0.232,1.9326626458165e-48,"FSIP1",0.268,0.9980959807168,"Malignant_enriched",3,3,2,0.273381294964029,0.482189014951358,0.610027855153203,"Consistent_3_of_3","Standard_candidate",0.4990479903584,0.5,0.268,1,1,0.6283619975896,0.6283619975896,341
8.45285072141201e-55,0.898764506432124,0.541,0.255,3.09594110522436e-50,"EPHX1",0.286,0.898764506432124,"Malignant_enriched",3,3,2,0.420863309352518,0.530015571181817,0.631578947368421,"Consistent_3_of_3","Standard_candidate",0.449382253216062,0.541,0.286,1,1,0.627745563304016,0.627745563304016,342
4.92898110774948e-36,0.58504478665865,0.771,0.52,1.80528862052433e-31,"DCXR",0.251,0.58504478665865,"Malignant_enriched",3,3,3,0.543175487465181,0.774968630871582,0.918421052631579,"Consistent_3_of_3","Standard_candidate",0.292522393329325,0.771,0.251,1,1,0.627530598332331,0.627530598332331,343
4.79517559894363e-39,0.772900846111479,0.669,0.434,1.75628101486909e-34,"METRN",0.235,0.772900846111479,"Malignant_enriched",3,3,2,0.446043165467626,0.647535084379352,0.892105263157895,"Consistent_3_of_3","Standard_candidate",0.38645042305574,0.669,0.235,1,1,0.627412605763935,0.627412605763935,344
8.87558727442268e-46,0.78184999105345,0.635,0.372,3.25077259513005e-41,"CDH1",0.263,0.78184999105345,"Malignant_enriched",3,3,2,0.295264623955432,0.648061829088261,0.848920863309353,"Consistent_3_of_3","Standard_candidate",0.390924995526725,0.635,0.263,1,1,0.627331248881681,0.627331248881681,345
1.99240334474158e-40,0.62483702804248,0.73,0.464,7.29737649045053e-36,"HSD17B10",0.266,0.62483702804248,"Malignant_enriched",3,3,3,0.62589928057554,0.721246102370413,0.779944289693593,"Consistent_3_of_3","Standard_candidate",0.31241851402124,0.73,0.266,1,1,0.62730462850531,0.62730462850531,346
7.02657346527284e-35,0.547406685344724,0.816,0.591,2.57355279739083e-30,"GHITM",0.225,0.547406685344724,"Malignant_enriched",3,3,3,0.792105263157895,0.817978562465963,0.834532374100719,"Consistent_3_of_3","Standard_candidate",0.273703342672362,0.816,0.225,1,1,0.62662583566809,0.62662583566809,347
7.71732296568989e-43,1.23517534905251,0.394,0.177,2.82654670941358e-38,"ABHD2",0.217,1.23517534905251,"Malignant_enriched",3,3,1,0.268421052631579,0.393609205876759,0.559888579387187,"Consistent_3_of_3","Standard_candidate",0.617587674526255,0.394,0.217,1,1,0.626596918631564,0.626596918631564,348
1.16166966476602e-47,0.817833530311269,0.605,0.34,4.25473131417203e-43,"POLDIP2",0.265,0.817833530311269,"Malignant_enriched",3,3,2,0.402877697841727,0.586244870105968,0.773684210526316,"Consistent_3_of_3","Standard_candidate",0.408916765155635,0.605,0.265,1,1,0.626229191288909,0.626229191288909,349
8.28460137011848e-37,0.921509148083091,0.586,0.367,3.0343180978196e-32,"ATXN10",0.219,0.921509148083091,"Malignant_enriched",3,3,2,0.424460431654676,0.575203763100061,0.782729805013928,"Consistent_3_of_3","Standard_candidate",0.460754574041546,0.586,0.219,1,1,0.626188643510386,0.626188643510386,350
7.7462995134678e-42,0.556038940211703,0.756,0.479,2.83715965980272e-37,"NDUFS7",0.277,0.556038940211703,"Malignant_enriched",3,3,3,0.647482014388489,0.746091717741479,0.852631578947368,"Consistent_3_of_3","Standard_candidate",0.278019470105851,0.756,0.277,1,1,0.626104867526463,0.626104867526463,351
1.91432388775737e-43,0.921504205729306,0.559,0.315,7.01140267130013e-39,"SQLE",0.244,0.921504205729306,"Malignant_enriched",3,3,2,0.413157894736842,0.568301851701457,0.651079136690647,"Consistent_3_of_3","Standard_candidate",0.460752102864653,0.559,0.244,1,1,0.625788025716163,0.625788025716163,352
5.55780530583377e-31,0.526519979457244,0.821,0.593,2.03560177131468e-26,"ANAPC16",0.228,0.526519979457244,"Malignant_enriched",3,3,3,0.690647482014389,0.810876043337739,0.902506963788301,"Consistent_3_of_3","Standard_candidate",0.263259989728622,0.821,0.228,1,1,0.625614997432156,0.625614997432156,353
2.26443507649458e-50,0.62463823284241,0.735,0.483,8.29371991116903e-46,"GNG10",0.252,0.62463823284241,"Malignant_enriched",3,3,3,0.576601671309192,0.732740756522476,0.884210526315789,"Consistent_3_of_3","Standard_candidate",0.312319116421205,0.735,0.252,1,1,0.625479779105301,0.625479779105301,354
1.54459723815527e-55,1.27946946368794,0.345,0.113,5.65724184446749e-51,"AKAP1",0.232,1.27946946368794,"Malignant_enriched",3,3,0,0.292479108635098,0.350295005162854,0.413669064748201,"Consistent_3_of_3","Standard_candidate",0.63973473184397,0.345,0.232,1,1,0.625333682960993,0.625333682960993,355
1.12038296027206e-43,0.568568824335839,0.737,0.454,4.10351463029246e-39,"CHCHD5",0.283,0.568568824335839,"Malignant_enriched",3,3,3,0.702631578947368,0.740032052938502,0.762589928057554,"Consistent_3_of_3","Standard_candidate",0.284284412167919,0.737,0.283,1,1,0.62507110304198,0.62507110304198,356
1.01757776413584e-49,0.777986121357455,0.616,0.343,3.72698031892392e-45,"OS9",0.273,0.777986121357455,"Malignant_enriched",3,3,3,0.571030640668524,0.611137438092335,0.686842105263158,"Consistent_3_of_3","Standard_candidate",0.388993060678728,0.616,0.273,1,1,0.625048265169682,0.625048265169682,357
1.15760176779982e-56,1.06790625382101,0.446,0.187,4.23983223474361e-52,"MAP4K3-DT",0.259,1.06790625382101,"Malignant_enriched",3,3,1,0.289473684210526,0.469463045602222,0.712230215827338,"Consistent_3_of_3","Standard_candidate",0.533953126910505,0.446,0.259,1,1,0.624488281727626,0.624488281727626,358
4.72018739855653e-49,0.990663890874045,0.493,0.233,1.72881583659532e-44,"SRPRB",0.26,0.990663890874045,"Malignant_enriched",3,3,1,0.431654676258993,0.486869791661173,0.552631578947368,"Consistent_3_of_3","Standard_candidate",0.495331945437023,0.493,0.26,1,1,0.624432986359256,0.624432986359256,359
7.67332900628168e-42,1.07993861275339,0.463,0.229,2.81043348184073e-37,"HMGCS1",0.234,1.07993861275339,"Malignant_enriched",3,3,1,0.392105263157895,0.474589318429438,0.597122302158273,"Consistent_3_of_3","Standard_candidate",0.539969306376695,0.463,0.234,1,1,0.624392326594174,0.624392326594174,360
3.39444268206602e-32,0.500553503400204,0.802,0.547,1.2432485767335e-27,"RNF187",0.255,0.500553503400204,"Malignant_enriched",3,3,3,0.762589928057554,0.798953032267047,0.823684210526316,"Consistent_3_of_3","Standard_candidate",0.250276751700102,0.802,0.255,1,1,0.623969187925026,0.623969187925026,361
