"gene","sample_id","expressing_fraction","mean_expression"
"CCDC151","BC17",0.401114206128134,0.379594585402569
"PRDX5","BC11",0.910071942446043,1.42961646528897
"PRDX5","BC12",0.973684210526316,1.35375489778429
"PRDX5","BC17",0.94150417827298,1.5131275793072
"SELENOT","BC11",0.58273381294964,0.480314796941399
"SELENOT","BC12",0.892105263157895,0.993745334628622
"SELENOT","BC17",0.846796657381616,1.04628495927535
"CTSH","BC11",0.618705035971223,0.538440873685189
"CTSH","BC12",0.542105263157895,0.315299047443893
"CTSH","BC17",0.465181058495822,0.412447803828773
"PNPLA4","BC11",0.316546762589928,0.22769413143913
"PNPLA4","BC12",0.75,0.562063979732341
"PNPLA4","BC17",0.484679665738162,0.429267603999769
"TMEM14A","BC11",0.568345323741007,0.489581058883682
"TMEM14A","BC12",0.826315789473684,0.684557052789126
"TMEM14A","BC17",0.607242339832869,0.580076433898515
"LASP1","BC11",0.575539568345324,0.472618297513873
"LASP1","BC12",0.639473684210526,0.473509121484969
"LASP1","BC17",0.682451253481894,0.760803967802383
"TCEAL1","BC11",0.640287769784173,0.614828050197333
"TCEAL1","BC12",0.697368421052632,0.79238726434343
"TCEAL1","BC17",0.62116991643454,0.636870340210446
"HSPB8","BC11",0.273381294964029,0.219182527275251
"HSPB8","BC12",0.528947368421053,0.452957290622165
"HSPB8","BC17",0,0
"COX5A","BC11",0.946043165467626,1.44923203969435
"COX5A","BC12",0.928947368421053,0.980395374796968
"COX5A","BC17",0.966573816155989,1.85110558202772
"TRMT112","BC11",0.949640287769784,1.36178883190177
"TRMT112","BC12",0.986842105263158,1.6480093475627
"TRMT112","BC17",0.935933147632312,1.37745213955535
"MT1G","BC11",0,0
"MT1G","BC12",0.0210526315789474,0.00895074225127792
"MT1G","BC17",0.707520891364902,0.923498421308777
"CMTM6","BC11",0.651079136690647,0.598650519589939
"CMTM6","BC12",0.684210526315789,0.468246818147761
"CMTM6","BC17",0.707520891364902,0.836435951737549
"MRPL23","BC11",0.651079136690647,0.587394303424911
"MRPL23","BC12",0.781578947368421,0.62446858876712
"MRPL23","BC17",0.740947075208914,0.807742987587357
"MED13L","BC11",0.665467625899281,0.684501993749842
"MED13L","BC12",0.771052631578947,0.589209532089543
"MED13L","BC17",0.353760445682451,0.299398840697933
"COX11","BC11",0.503597122302158,0.399598890855656
"COX11","BC12",0.423684210526316,0.197686232458151
"COX11","BC17",0.45125348189415,0.401348184215269
"TMED2","BC11",0.827338129496403,0.973088506352134
"TMED2","BC12",0.955263157894737,1.58657065368876
"TMED2","BC17",0.933147632311978,1.46316175211344
"VAV3","BC11",0.464028776978417,0.383489794751059
"VAV3","BC12",0.586842105263158,0.358970959991136
"VAV3","BC17",0.662952646239554,0.689762958992168
"PIK3R1","BC11",0.0755395683453237,0.0487956326902579
"PIK3R1","BC12",0.284210526315789,0.175876116250753
"PIK3R1","BC17",0.532033426183844,0.539119482340062
"ANXA9","BC11",0.151079136690647,0.096122596823848
"ANXA9","BC12",0.360526315789474,0.181237012270803
"ANXA9","BC17",0.462395543175487,0.442160621177546
"GLCE","BC11",0.176258992805755,0.101593444075374
"GLCE","BC12",0.268421052631579,0.123307015923124
"GLCE","BC17",0.495821727019499,0.470971432630295
"LY6K","BC11",0,0
"LY6K","BC12",0.907894736842105,1.13640260110402
"LY6K","BC17",0.242339832869081,0.193158945811679
"COX17","BC11",0.967625899280576,1.74251685397618
"COX17","BC12",0.894736842105263,0.978343904487564
"COX17","BC17",0.880222841225627,1.18230965558239
"SEPTIN8","BC11",0.079136690647482,0.0520911782410591
"SEPTIN8","BC12",0.318421052631579,0.14244576193648
"SEPTIN8","BC17",0.445682451253482,0.414099416266406
"RTN3","BC11",0.758992805755396,0.755423841434097
"RTN3","BC12",0.878947368421053,0.841646600489055
"RTN3","BC17",0.64066852367688,0.659139437330742
"ANAPC11","BC11",0.953237410071942,1.56862573738275
"ANAPC11","BC12",0.95,1.49650776395007
"ANAPC11","BC17",0.88857938718663,1.27940290735068
"MRPL40","BC11",0.543165467625899,0.46367819704579
"MRPL40","BC12",0.731578947368421,0.501976013900302
"MRPL40","BC17",0.682451253481894,0.687782245473423
"MRPL12","BC11",0.492805755395683,0.380658753278153
"MRPL12","BC12",0.823684210526316,0.74322821315191
"MRPL12","BC17",0.729805013927577,0.824051354676599
"SELENOW","BC11",0.974820143884892,1.81789476119364
"SELENOW","BC12",0.963157894736842,1.42101163357136
"SELENOW","BC17",0.894150417827298,1.40666726533653
"GSTM3","BC11",0.143884892086331,0.105340783165871
"GSTM3","BC12",0.831578947368421,1.0382032012136
"GSTM3","BC17",0.86908077994429,1.50083104595163
"ALDH3B2","BC11",0.406474820143885,0.324456732343326
"ALDH3B2","BC12",0.513157894736842,0.347267763774032
"ALDH3B2","BC17",0.192200557103064,0.155232499585151
"PTMS","BC11",0.960431654676259,1.66201545481835
"PTMS","BC12",0.742105263157895,0.693690665180318
"PTMS","BC17",0.988857938718663,2.10542790510152
"COMT","BC11",0.848920863309353,0.945900898419455
"COMT","BC12",0.571052631578947,0.366114105492049
"COMT","BC17",0.796657381615599,0.955618956113669
"USF2","BC11",0.413669064748201,0.290493239736499
"USF2","BC12",0.571052631578947,0.337710231906422
"USF2","BC17",0.467966573816156,0.429993341848088
"BANF1","BC11",0.766187050359712,0.78776564644127
"BANF1","BC12",0.944736842105263,1.34318418058874
"BANF1","BC17",0.785515320334262,0.878970280053601
"STRBP","BC11",0.302158273381295,0.21179369033284
"STRBP","BC12",0.413157894736842,0.198353548811876
"STRBP","BC17",0.534818941504178,0.48554964677585
"TRAPPC6A","BC11",0.600719424460432,0.527149421346688
"TRAPPC6A","BC12",0.736842105263158,0.57999377793313
"TRAPPC6A","BC17",0.626740947075209,0.638422249198761
"ATP5MC1","BC11",0.97841726618705,1.8112847467904
"ATP5MC1","BC12",0.852631578947368,0.947132879054981
"ATP5MC1","BC17",0.807799442896936,1.09835415330451
"SYAP1","BC11",0.773381294964029,0.828076321123689
"SYAP1","BC12",0.976315789473684,1.68028340421001
"SYAP1","BC17",0.426183844011142,0.387247689633694
"MCRIP2","BC11",0.561151079136691,0.462458875481378
"MCRIP2","BC12",0.815789473684211,0.765419214221355
"MCRIP2","BC17",0.732590529247911,0.801761374958634
"APRT","BC11",0.956834532374101,1.69295644228619
"APRT","BC12",0.955263157894737,1.33360376592022
"APRT","BC17",0.671309192200557,0.707178282095706
"APTR","BC11",0.122302158273381,0.0827537435137739
"APTR","BC12",0.263157894736842,0.113285035765756
"APTR","BC17",0.707520891364902,0.763594435900214
"KAZALD1","BC11",0.345323741007194,0.24805030095816
"KAZALD1","BC12",0.0921052631578947,0.0379699940699511
"KAZALD1","BC17",0.362116991643454,0.293558657952501
"NDUFS3","BC11",0.550359712230216,0.44820563929109
"NDUFS3","BC12",0.697368421052632,0.472596955975417
"NDUFS3","BC17",0.777158774373259,0.877695472150648
"MRPS12","BC11",0.489208633093525,0.402766625556527
"MRPS12","BC12",0.878947368421053,0.881228261025806
"MRPS12","BC17",0.821727019498607,1.08831954438574
"COA1","BC11",0.345323741007194,0.241687813331723
"COA1","BC12",0.655263157894737,0.404505301799814
"COA1","BC17",0.487465181058496,0.428140710129205
"CYC1","BC11",0.712230215827338,0.681973275587058
"CYC1","BC12",0.871052631578947,0.915988920743311
"CYC1","BC17",0.930362116991644,1.57759533851604
"IDH2","BC11",0.838129496402878,0.992948118374259
"IDH2","BC12",0.960526315789474,1.30569484456855
"IDH2","BC17",0.905292479108635,1.48966439631236
"AC068888.1","BC11",0.244604316546763,0.159641842862707
"AC068888.1","BC12",0.35,0.167694596514831
"AC068888.1","BC17",0.350974930362117,0.280984394160709
"NDUFA7","BC11",0.91726618705036,1.36407947245656
"NDUFA7","BC12",0.839473684210526,0.796160784061309
"NDUFA7","BC17",0.860724233983287,1.14548230445836
"EML2","BC11",0.309352517985612,0.211611347701743
"EML2","BC12",0.394736842105263,0.209023640973066
"EML2","BC17",0.587743732590529,0.592593275636105
"RAMP3","BC11",0.672661870503597,0.760267145747471
"RAMP3","BC12",0.360526315789474,0.33750552534534
"RAMP3","BC17",0,0
"NDUFS6","BC11",0.87410071942446,1.14940173884949
"NDUFS6","BC12",0.921052631578947,1.09236890860085
"NDUFS6","BC17",0.866295264623955,1.22214999132218
"UQCRH","BC11",0.956834532374101,1.40467448717656
"UQCRH","BC12",0.960526315789474,1.48280042884948
"UQCRH","BC17",0.994428969359331,2.41113936620129
"PDK2","BC11",0.370503597122302,0.273125734242095
"PDK2","BC12",0.239473684210526,0.102602100704966
"PDK2","BC17",0.239554317548747,0.17929417433078
"WASHC3","BC11",0.244604316546763,0.166871904083902
"WASHC3","BC12",0.376315789473684,0.175049829032157
"WASHC3","BC17",0.543175487465181,0.513753012823164
"TERF2IP","BC11",0.672661870503597,0.664315733267166
"TERF2IP","BC12",0.513157894736842,0.279206586952879
"TERF2IP","BC17",0.54874651810585,0.509862371473572
"ISOC2","BC11",0.611510791366906,0.51209982950283
"ISOC2","BC12",0.802631578947368,0.698375926946889
"ISOC2","BC17",0.526462395543176,0.489640113576248
"CEACAM5","BC11",0.384892086330935,0.362384141790183
"CEACAM5","BC12",0.615789473684211,0.54066644739093
"CEACAM5","BC17",0.00278551532033426,0.00133746000312319
"LINC02802","BC11",0.18705035971223,0.114626758995612
"LINC02802","BC12",0.536842105263158,0.292142501462059
"LINC02802","BC17",0.133704735376045,0.0915026082868648
"RXYLT1","BC11",0.0935251798561151,0.0709387544014169
"RXYLT1","BC12",0.542105263157895,0.288851650465626
"RXYLT1","BC17",0.523676880222841,0.503184653951026
"MRPS18A","BC11",0.482014388489209,0.369551702653257
"MRPS18A","BC12",0.586842105263158,0.348438365244692
"MRPS18A","BC17",0.573816155988858,0.572822295765408
"NORAD","BC11",0.809352517985611,0.915749486177451
"NORAD","BC12",0.718421052631579,0.488470946268281
"NORAD","BC17",0.554317548746518,0.534529667541934
"ZCRB1","BC11",0.661870503597122,0.614952084368293
"ZCRB1","BC12",0.797368421052632,0.728526615487551
"ZCRB1","BC17",0.738161559888579,0.795473929967647
"SPOP","BC11",0.507194244604317,0.414038654309057
"SPOP","BC12",0.397368421052632,0.199985313842879
"SPOP","BC17",0.506963788300836,0.45509369420077
"NAXE","BC11",0.816546762589928,0.970674129635667
"NAXE","BC12",0.921052631578947,1.09817786598105
"NAXE","BC17",0.88857938718663,1.26382120564838
"SMDT1","BC11",0.906474820143885,1.17669099626998
"SMDT1","BC12",0.884210526315789,0.983115402976356
"SMDT1","BC17",0.793871866295265,1.02092354673485
"NECAB3","BC11",0.316546762589928,0.228083769693942
"NECAB3","BC12",0.4,0.208280772057809
"NECAB3","BC17",0.50974930362117,0.47793395022532
"CANX","BC11",0.798561151079137,0.883276922387816
"CANX","BC12",0.876315789473684,0.803816122733385
"CANX","BC17",0.796657381615599,0.950814204996833
"PCMTD1","BC11",0.366906474820144,0.256781482103235
"PCMTD1","BC12",0.568421052631579,0.34726892636251
"PCMTD1","BC17",0.891364902506964,1.30230707979386
"STMN3","BC11",0.392086330935252,0.288706230349731
"STMN3","BC12",0.0447368421052632,0.0212248609042334
"STMN3","BC17",0.409470752089136,0.353532722448069
"PIGT","BC11",0.715827338129496,0.726757998105485
"PIGT","BC12",0.839473684210526,0.769636683576646
"PIGT","BC17",0.662952646239554,0.682342318277061
"ARL6IP4","BC11",0.798561151079137,0.87239975384705
"ARL6IP4","BC12",0.960526315789474,1.45150131474163
"ARL6IP4","BC17",0.863509749303621,1.1712375310435
"TESMIN","BC11",0.345323741007194,0.235802496275101
"TESMIN","BC12",0.576315789473684,0.356598043858347
"TESMIN","BC17",0.328690807799443,0.274086718105877
"EIF2AK1","BC11",0.586330935251799,0.492913777087509
"EIF2AK1","BC12",0.639473684210526,0.425261166455831
"EIF2AK1","BC17",0.512534818941504,0.433598296114728
"APOE","BC11",0.0359712230215827,0.0256070562878766
"APOE","BC12",0.0421052631578947,0.0165274798684027
"APOE","BC17",0.676880222841226,1.33677606923554
"ABHD14B","BC11",0.212230215827338,0.132991987798003
"ABHD14B","BC12",0.726315789473684,0.552131809419118
"ABHD14B","BC17",0.573816155988858,0.532274016167391
"UGCG","BC11",0.435251798561151,0.371916694976148
"UGCG","BC12",0.726315789473684,0.695741605065676
"UGCG","BC17",0.84958217270195,1.08244218433642
"NUDT4","BC11",0.370503597122302,0.281621289979305
"NUDT4","BC12",0.586842105263158,0.345436502579845
"NUDT4","BC17",0.428969359331476,0.424126251412024
"PHF14","BC11",0.629496402877698,0.586476729148836
"PHF14","BC12",0.652631578947368,0.436369424785124
"PHF14","BC17",0.690807799442897,0.840985953230173
"SEC11C","BC11",0.636690647482014,0.614736363175695
"SEC11C","BC12",0.726315789473684,0.616294479729002
"SEC11C","BC17",0.754874651810585,0.902970855289048
"NDUFV1","BC11",0.345323741007194,0.243077281872221
"NDUFV1","BC12",0.786842105263158,0.611336130495847
"NDUFV1","BC17",0.66016713091922,0.673482927096977
"TMEM141","BC11",0.733812949640288,0.705027782785889
"TMEM141","BC12",0.852631578947368,0.856070513473722
"TMEM141","BC17",0.732590529247911,0.83352285728992
"SHARPIN","BC11",0.406474820143885,0.2965302881343
"SHARPIN","BC12",0.742105263157895,0.563637703941773
"SHARPIN","BC17",0.596100278551532,0.558172004514839
"ZDHHC24","BC11",0.47841726618705,0.373398211134194
"ZDHHC24","BC12",0.710526315789474,0.46573993728691
"ZDHHC24","BC17",0.295264623955432,0.23221198446634
"PTPMT1","BC11",0.381294964028777,0.297023577381024
"PTPMT1","BC12",0.613157894736842,0.348576900156696
"PTPMT1","BC17",0.409470752089136,0.343668400315577
"NDUFA1","BC11",0.91726618705036,1.26200670448547
"NDUFA1","BC12",0.902631578947368,0.88244164131278
"NDUFA1","BC17",0.958217270194986,1.70445553934396
"NDUFA8","BC11",0.643884892086331,0.558805577649469
"NDUFA8","BC12",0.752631578947368,0.551029546823529
"NDUFA8","BC17",0.813370473537604,1.04954714569347
"CDS2","BC11",0.647482014388489,0.592664162068286
"CDS2","BC12",0.315789473684211,0.150109911595642
"CDS2","BC17",0.442896935933148,0.36995369933964
"IDH1","BC11",0.370503597122302,0.283929459378267
"IDH1","BC12",0.376315789473684,0.193084164685918
"IDH1","BC17",0.498607242339833,0.456813588383907
"SORD","BC11",0.496402877697842,0.37088462006997
"SORD","BC12",0.655263157894737,0.59791922758429
"SORD","BC17",0.314763231197772,0.253808396955808
"PRXL2A","BC11",0.748201438848921,0.785653114596736
"PRXL2A","BC12",0.602631578947368,0.376985104839026
"PRXL2A","BC17",0.735376044568245,0.844160808481736
"SCAND1","BC11",0.89568345323741,1.16781011990812
"SCAND1","BC12",0.926315789473684,1.04383024043698
"SCAND1","BC17",0.844011142061281,1.09446281585566
"CDKN1C","BC11",0.273381294964029,0.183937593474271
"CDKN1C","BC12",0.123684210526316,0.0637577040720947
"CDKN1C","BC17",0.387186629526462,0.338239854645198
"CERS2","BC11",0.827338129496403,0.92803588946837
"CERS2","BC12",0.731578947368421,0.522702531353341
"CERS2","BC17",0.883008356545961,1.19530208691321
"SAC3D1","BC11",0.251798561151079,0.170356087753231
"SAC3D1","BC12",0.513157894736842,0.29867749442533
"SAC3D1","BC17",0.259052924791086,0.188453531578934
"GAMT","BC11",0.471223021582734,0.364445709411554
"GAMT","BC12",0.771052631578947,0.64281496699601
"GAMT","BC17",0.596100278551532,0.598458396125029
"C8orf82","BC11",0.294964028776978,0.189337060307447
"C8orf82","BC12",0.465789473684211,0.251627198937846
"C8orf82","BC17",0.568245125348189,0.561709863948395
"DACH1","BC11",0.647482014388489,0.565144325208908
"DACH1","BC12",0.263157894736842,0.134235466521025
"DACH1","BC17",0.0222841225626741,0.0144625291750021
"MIEN1","BC11",0.633093525179856,0.565217535510686
"MIEN1","BC12",0.91578947368421,1.28699937733872
"MIEN1","BC17",0.880222841225627,1.15470302228362
"ABHD12","BC11",0.287769784172662,0.192973918046206
"ABHD12","BC12",0.578947368421053,0.333963050360242
"ABHD12","BC17",0.518105849582173,0.474711204998235
"YIPF3","BC11",0.705035971223022,0.685943099453301
"YIPF3","BC12",0.878947368421053,0.815518852832281
"YIPF3","BC17",0.649025069637883,0.645990865358928
"BPTF","BC11",0.870503597122302,1.16040469576937
"BPTF","BC12",0.615789473684211,0.376386523823648
"BPTF","BC17",0.342618384401114,0.27499021089367
"MARCHF6","BC11",0.467625899280576,0.372216216452376
"MARCHF6","BC12",0.631578947368421,0.378543463894117
"MARCHF6","BC17",0.668523676880223,0.743073084383863
"ADCY1","BC11",0.532374100719424,0.47713742988593
"ADCY1","BC12",0.368421052631579,0.198814438353233
"ADCY1","BC17",0.00557103064066852,0.00233205449911225
"AGPAT1","BC11",0.194244604316547,0.11749167595753
"AGPAT1","BC12",0.473684210526316,0.246008202860785
"AGPAT1","BC17",0.225626740947075,0.167535321710831
"MTSS1","BC11",0.323741007194245,0.233774969873248
"MTSS1","BC12",0.392105263157895,0.217720697177413
"MTSS1","BC17",0.267409470752089,0.209369792922885
"CRNDE","BC11",0.830935251798561,1.0888044424264
"CRNDE","BC12",0.934210526315789,1.23751696473654
"CRNDE","BC17",0.727019498607242,0.801742578816837
"NDUFAF8","BC11",0.68705035971223,0.633290305490056
"NDUFAF8","BC12",0.857894736842105,0.919567793585776
"NDUFAF8","BC17",0.6991643454039,0.759151019825287
"MAP4K3-DT","BC11",0.712230215827338,0.696942392240302
"MAP4K3-DT","BC12",0.289473684210526,0.121120833503563
"MAP4K3-DT","BC17",0.406685236768802,0.348357814213724
"H2BC4","BC11",0.284172661870504,0.200466350272924
"H2BC4","BC12",0.639473684210526,0.44497036293374
"H2BC4","BC17",0.306406685236769,0.251636013892338
"MRPS24","BC11",0.802158273381295,0.89442882098495
"MRPS24","BC12",0.921052631578947,1.11538017201538
"MRPS24","BC17",0.855153203342618,1.08207183853015
"TXNIP","BC11",0.651079136690647,0.854053816059526
"TXNIP","BC12",0.265789473684211,0.207592684567839
"TXNIP","BC17",0.779944289693593,1.19043746362015
"TOB1","BC11",0.938848920863309,1.66527100838487
"TOB1","BC12",0.868421052631579,1.0034157110577
"TOB1","BC17",0.554317548746518,0.562682427117623
"RBP7","BC11",0.589928057553957,0.554222332831505
"RBP7","BC12",0.210526315789474,0.105930576419502
"RBP7","BC17",0.153203342618384,0.120605468938029
"SDF2L1","BC11",0.73021582733813,0.798303720612088
"SDF2L1","BC12",0.789473684210526,0.723258318653119
"SDF2L1","BC17",0.551532033426184,0.562841365798021
"ACOT13","BC11",0.348920863309353,0.248555739004131
"ACOT13","BC12",0.523684210526316,0.297408533254951
"ACOT13","BC17",0.284122562674095,0.225928818207717
"ARF3","BC11",0.62589928057554,0.535989412309476
"ARF3","BC12",0.818421052631579,0.652969221253719
"ARF3","BC17",0.587743732590529,0.559878489751812
"FAM120AOS","BC11",0.474820143884892,0.366444268840167
"FAM120AOS","BC12",0.744736842105263,0.570876297969308
"FAM120AOS","BC17",0.467966573816156,0.41610205441751
"THBS1","BC11",0.179856115107914,0.11652827005268
"THBS1","BC12",0.621052631578947,0.403086816631056
"THBS1","BC17",0.256267409470752,0.201199375430924
"HOXB7","BC11",0.330935251798561,0.255668034340286
"HOXB7","BC12",0.168421052631579,0.0669050452873017
"HOXB7","BC17",0.295264623955432,0.240918578572706
"AKAP1","BC11",0.413669064748201,0.29919638891731
"AKAP1","BC12",0.344736842105263,0.162575236121484
"AKAP1","BC17",0.292479108635098,0.230754326471596
"COPRS","BC11",0.428057553956835,0.310166390477812
"COPRS","BC12",0.721052631578947,0.551764058837477
"COPRS","BC17",0.448467966573816,0.385334617653691
"FLYWCH2","BC11",0.266187050359712,0.183362887404989
"FLYWCH2","BC12",0.65,0.424105440430455
"FLYWCH2","BC17",0.417827298050139,0.33557238386952
"MTARC1","BC11",0.568345323741007,0.502225793588798
"MTARC1","BC12",0.192105263157895,0.0968628908771778
"MTARC1","BC17",0.0668523676880223,0.0515963196772569
"CYB561","BC11",0.953237410071942,1.53391674576693
"CYB561","BC12",0.576315789473684,0.351067624976937
"CYB561","BC17",0.303621169916435,0.243538258109382
"PTGER3","BC11",0.00359712230215827,0.000938219207553461
"PTGER3","BC12",0.331578947368421,0.186667059310276
"PTGER3","BC17",0.771587743732591,1.28210990675476
"TNFSF10","BC11",0.0251798561151079,0.0160424929331433
"TNFSF10","BC12",0.828947368421053,0.968857776206563
"TNFSF10","BC17",0.707520891364902,1.03219204300047
"AC008268.1","BC11",0.359712230215827,0.291546192557349
"AC008268.1","BC12",0.0710526315789474,0.035696058010972
"AC008268.1","BC17",0.387186629526462,0.330925356813535
"H2AC6","BC11",0.647482014388489,0.613942800104099
"H2AC6","BC12",0.918421052631579,1.17441127525916
"H2AC6","BC17",0.805013927576602,1.02023342237574
"EPHX1","BC11",0.420863309352518,0.321421233220101
"EPHX1","BC12",0.631578947368421,0.433809870919589
"EPHX1","BC17",0.537604456824513,0.497788908362631
"ATP5ME","BC11",0.985611510791367,1.72498102831911
"ATP5ME","BC12",0.886842105263158,0.890076995257894
"ATP5ME","BC17",0.986072423398329,2.07928190060048
"COMTD1","BC11",0.485611510791367,0.389116521603465
"COMTD1","BC12",0.507894736842105,0.29502511954937
"COMTD1","BC17",0.543175487465181,0.533772022460114
"NDUFS2","BC11",0.683453237410072,0.641896259084084
"NDUFS2","BC12",0.713157894736842,0.499560581200658
"NDUFS2","BC17",0.871866295264624,1.30056369520908
"TMEM9B","BC11",0.352517985611511,0.255391829739607
"TMEM9B","BC12",0.752631578947368,0.534343157736665
"TMEM9B","BC17",0.779944289693593,0.885934164245834
"HOXB2","BC11",0.133093525179856,0.10577527898747
"HOXB2","BC12",0.871052631578947,1.09939862030333
"HOXB2","BC17",0.518105849582173,0.487488964372685
"CMC1","BC11",0.593525179856115,0.495507927432731
"CMC1","BC12",0.694736842105263,0.461846637123359
"CMC1","BC17",0.520891364902507,0.454592817824078
"TP53TG1","BC11",0.453237410071942,0.343970803318623
"TP53TG1","BC12",0.568421052631579,0.329774575279365
"TP53TG1","BC17",0.84958217270195,1.08477239106908
"PDE4DIP","BC11",0.169064748201439,0.10816780164712
"PDE4DIP","BC12",0.415789473684211,0.215140228039252
"PDE4DIP","BC17",0.568245125348189,0.568343177629945
"TSC22D3","BC11",0.794964028776978,0.913472341454718
"TSC22D3","BC12",0.786842105263158,0.789103375375275
"TSC22D3","BC17",0.715877437325905,0.835255658618845
"PHPT1","BC11",0.848920863309353,1.07486397616649
"PHPT1","BC12",0.863157894736842,0.846034865173363
"PHPT1","BC17",0.955431754874652,1.67986223958971
"MRPL57","BC11",0.827338129496403,1.0263448551781
"MRPL57","BC12",0.828947368421053,0.819772846050989
"MRPL57","BC17",0.752089136490251,0.854209116426312
"MDH2","BC11",0.820143884892086,0.923316109516588
"MDH2","BC12",0.857894736842105,0.904387773527369
"MDH2","BC17",0.983286908077994,2.13609181848594
"DDRGK1","BC11",0.798561151079137,0.938502600385294
"DDRGK1","BC12",0.818421052631579,0.710774116900356
"DDRGK1","BC17",0.685236768802228,0.731072668097705
"BAG3","BC11",0.856115107913669,1.12860307129037
"BAG3","BC12",0.602631578947368,0.456857714194115
"BAG3","BC17",0.345403899721448,0.292613111752699
"ZBTB20","BC11",0.744604316546763,0.889669312020265
"ZBTB20","BC12",0.268421052631579,0.125730940677504
"ZBTB20","BC17",0.259052924791086,0.205243956911638
"ATP5F1B","BC11",0.802158273381295,0.896590983456942
"ATP5F1B","BC12",0.902631578947368,0.997985055532566
"ATP5F1B","BC17",0.96100278551532,1.90683955168385
"MRFAP1","BC11",0.924460431654676,1.22818432198634
"MRFAP1","BC12",0.928947368421053,1.05756437643861
"MRFAP1","BC17",0.963788300835655,1.62832434689377
"USP32","BC11",0.809352517985611,0.8869372127225
"USP32","BC12",0.239473684210526,0.100965114432245
"USP32","BC17",0.175487465181058,0.131176220409959
"ING2","BC11",0.428057553956835,0.336043920121511
"ING2","BC12",0.565789473684211,0.360830744203731
"ING2","BC17",0.612813370473538,0.651400532919759
"TAF15","BC11",0.496402877697842,0.408207483066647
"TAF15","BC12",0.560526315789474,0.320639671201031
"TAF15","BC17",0.426183844011142,0.367931442157214
"HDGFL3","BC11",0.611510791366906,0.566936460452216
"HDGFL3","BC12",0.226315789473684,0.112945940965346
"HDGFL3","BC17",0.440111420612813,0.388821346728282
"CNPY3","BC11",0.453237410071942,0.345959428746406
"CNPY3","BC12",0.405263157894737,0.202895958381659
"CNPY3","BC17",0.52924791086351,0.500641116684514
"PDZK1","BC11",0.802158273381295,1.06485224496318
"PDZK1","BC12",0.2,0.119923941605295
"PDZK1","BC17",0.00557103064066852,0.00578452269741993
"PLAAT3","BC11",0.338129496402878,0.25665545857927
"PLAAT3","BC12",0.978947368421053,2.3402387555723
"PLAAT3","BC17",0.367688022284123,0.32035810793897
"AHCYL1","BC11",0.5,0.397668908377451
"AHCYL1","BC12",0.578947368421053,0.352288164350242
"AHCYL1","BC17",0.774373259052925,1.07240105517924
"LAMP2","BC11",0.600719424460432,0.545292482806857
"LAMP2","BC12",0.721052631578947,0.547776836569882
"LAMP2","BC17",0.632311977715877,0.643974843360585
"PTOV1","BC11",0.636690647482014,0.573214681297471
"PTOV1","BC12",0.773684210526316,0.567823140265197
"PTOV1","BC17",0.662952646239554,0.67877262115268
"FDXR","BC11",0.370503597122302,0.278523553557524
"FDXR","BC12",0.242105263157895,0.114606139058988
"FDXR","BC17",0.175487465181058,0.136090120848772
"NFKBIZ","BC11",0.29136690647482,0.223941321016372
"NFKBIZ","BC12",0.91578947368421,1.16881782329949
"NFKBIZ","BC17",0.15041782729805,0.123358088159475
"FSIP1","BC11",0.273381294964029,0.205494232444653
"FSIP1","BC12",0.563157894736842,0.414412401458246
"FSIP1","BC17",0.610027855153203,0.638448394471108
"TSPAN1","BC11",0.158273381294964,0.105507079611227
"TSPAN1","BC12",0.739473684210526,0.666910267208136
"TSPAN1","BC17",0.671309192200557,0.848103820853387
"CALM3","BC11",0.838129496402878,0.986840722758555
"CALM3","BC12",0.805263157894737,0.643158732932316
"CALM3","BC17",0.607242339832869,0.586503956611566
"MRPL21","BC11",0.320143884892086,0.238611211669434
"MRPL21","BC12",0.91578947368421,0.953350004411252
"MRPL21","BC17",0.615598885793872,0.594787112475167
"CLPTM1","BC11",0.320143884892086,0.215019776883567
"CLPTM1","BC12",0.7,0.445871414964183
"CLPTM1","BC17",0.543175487465181,0.494711612281508
"ECI1","BC11",0.402877697841727,0.295696826053364
"ECI1","BC12",0.478947368421053,0.283896132231473
"ECI1","BC17",0.646239554317549,0.66628157098714
"NPEPL1","BC11",0.435251798561151,0.33441870946404
"NPEPL1","BC12",0.294736842105263,0.126132622315838
"NPEPL1","BC17",0.203342618384401,0.155069919018307
"MRPS34","BC11",0.697841726618705,0.70178498379854
"MRPS34","BC12",0.907894736842105,1.10252222943192
"MRPS34","BC17",0.832869080779944,1.08930674467776
"CALR","BC11",0.881294964028777,1.12614479784095
"CALR","BC12",0.973684210526316,1.4771909011992
"CALR","BC17",0.838440111420613,1.19740609153266
"IRX3","BC11",0.535971223021583,0.461130059074452
"IRX3","BC12",0.813157894736842,0.814017004343149
"IRX3","BC17",0.657381615598886,0.702022614318406
"THSD4","BC11",0.881294964028777,1.305184601754
"THSD4","BC12",0.5,0.301588588493617
"THSD4","BC17",0.323119777158774,0.249869490325574
"MZT2A","BC11",0.996402877697842,2.07741865046337
"MZT2A","BC12",0.931578947368421,1.26593480585664
"MZT2A","BC17",0.857938718662953,1.14657779648795
"TACO1","BC11",0.464028776978417,0.394096365080888
"TACO1","BC12",0.389473684210526,0.192755829157834
"TACO1","BC17",0.194986072423398,0.141340182874411
"NDUFB1","BC11",0.881294964028777,1.18636825524713
"NDUFB1","BC12",0.747368421052632,0.546605970512654
