"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","prevalence_difference","absolute_log2FC","direction","samples_tested","samples_prevalence_25pct","samples_prevalence_50pct","minimum_sample_prevalence","mean_sample_prevalence","maximum_sample_prevalence","consistency_category","biological_review_flag","fc_score","prevalence_score","specificity_score","significance_score","consistency_score","biomarker_score","adjusted_biomarker_score","priority_rank"
9.96866200410899e-213,1.81269487925189,0.966,0.633,3.65112214562496e-208,"H1-2",0.333,1.81269487925189,"Malignant_enriched",3,3,3,0.928057553956835,0.962348168672217,0.986842105263158,"Consistent_3_of_3","Standard_candidate",0.906347439625945,0.966,0.333,1,1,0.836386859906486,0.836386859906486,1
6.8888595207416e-124,1.98223851845253,0.818,0.471,2.52311368806682e-119,"CHCHD10",0.347,1.98223851845253,"Malignant_enriched",3,3,3,0.705035971223022,0.810558098016529,0.958217270194986,"Consistent_3_of_3","Standard_candidate",0.991119259226265,0.818,0.347,1,1,0.830779814806566,0.830779814806566,2
4.08622913903354e-195,1.64592916886974,0.912,0.475,1.49662228446243e-190,"SLC9A3R1",0.437,1.64592916886974,"Malignant_enriched",3,3,3,0.841225626740947,0.918039490120263,0.989208633093525,"Consistent_3_of_3","Standard_candidate",0.82296458443487,0.912,0.437,1,1,0.825541146108718,0.825541146108718,3
7.96113417382136e-130,2.04788098238135,0.717,0.31,2.91584500250381e-125,"GLRX5",0.407,2.04788098238135,"Malignant_enriched",3,3,3,0.543165467625899,0.704492579517972,0.891364902506964,"Consistent_3_of_3","Standard_candidate",1,0.717,0.407,1,1,0.8248,0.8248,4
5.12891971962594e-193,2.67024984721513,0.564,0.097,1.8785181365102e-188,"RETREG1",0.467,2.67024984721513,"Malignant_enriched",3,3,2,0.257894736842105,0.585827974477184,0.76978417266187,"Consistent_3_of_3","Standard_candidate",1,0.564,0.467,1,1,0.8062,0.8062,5
6.89599442412511e-135,1.60572394008108,0.966,0.693,2.52572691778006e-130,"DBI",0.273,1.60572394008108,"Malignant_enriched",3,3,3,0.938848920863309,0.963724209021582,0.994428969359331,"Consistent_3_of_3","Standard_candidate",0.80286197004054,0.966,0.273,1,1,0.798515492510135,0.798515492510135,6
1.10011603143848e-134,1.65428518900144,0.965,0.739,4.02928497674659e-130,"MPC2",0.226,1.65428518900144,"Malignant_enriched",3,3,3,0.910526315789474,0.968318428382935,1,"Consistent_3_of_3","Standard_candidate",0.82714259450072,0.965,0.226,1,1,0.79498564862518,0.79498564862518,7
1.80148556320101e-74,1.81799913321759,0.772,0.483,6.59812102378e-70,"ATP6AP2",0.289,1.81799913321759,"Malignant_enriched",3,3,3,0.528776978417266,0.754123919747064,0.988857938718663,"Consistent_3_of_3","Standard_candidate",0.908999566608795,0.772,0.289,1,1,0.789449891652199,0.789449891652199,8
6.19679870316029e-94,2.72474626626942,0.623,0.3,2.26963949301949e-89,"CKB",0.323,2.72474626626942,"Malignant_enriched",3,3,2,0.365789473684211,0.619685380562285,0.986072423398329,"Consistent_3_of_3","Standard_candidate",1,0.623,0.323,1,1,0.7892,0.7892,9
3.2312838040923e-199,1.60456313653701,0.983,0.788,1.18349000608685e-194,"H2AJ",0.195,1.60456313653701,"Malignant_enriched",3,3,3,0.963788300835655,0.9837769661122,0.994736842105263,"Consistent_3_of_3","Standard_candidate",0.802281568268505,0.983,0.195,1,1,0.786170392067126,0.786170392067126,10
3.83557486545496e-163,1.47413732569993,0.951,0.666,1.40481765022153e-158,"HSBP1",0.285,1.47413732569993,"Malignant_enriched",3,3,3,0.91726618705036,0.94837866695355,0.98050139275766,"Consistent_3_of_3","Standard_candidate",0.737068662849965,0.951,0.285,1,1,0.781467165712491,0.781467165712491,11
3.45014876171286e-118,1.5252539157301,0.8,0.398,1.26365148546495e-113,"TMEM160",0.402,1.5252539157301,"Malignant_enriched",3,3,3,0.658273381294964,0.788378181782385,0.868421052631579,"Consistent_3_of_3","Standard_candidate",0.76262695786505,0.8,0.402,1,1,0.781056739466263,0.781056739466263,12
1.51225322817161e-159,1.43758584763086,0.889,0.522,5.53877867350134e-155,"FKBP4",0.367,1.43758584763086,"Malignant_enriched",3,3,3,0.857938718662953,0.887317449954419,0.926315789473684,"Consistent_3_of_3","Standard_candidate",0.71879292381543,0.889,0.367,1,1,0.780898230953857,0.780898230953857,13
1.88453513487142e-43,1.78705746169767,0.789,0.571,6.90229838498006e-39,"ATP5F1A",0.218,1.78705746169767,"Malignant_enriched",3,3,3,0.564748201438849,0.772152054049474,0.983286908077994,"Consistent_3_of_3","Standard_candidate",0.893528730848835,0.789,0.218,1,1,0.774782182712209,0.774782182712209,14
3.19411647029733e-136,2.19875890360774,0.468,0.089,1.1698770984111e-131,"GASK1B",0.379,2.19875890360774,"Malignant_enriched",3,3,1,0.420863309352518,0.463871799496336,0.5,"Consistent_3_of_3","Standard_candidate",1,0.468,0.379,1,1,0.7694,0.7694,15
3.28989400936642e-112,1.57640748655421,0.739,0.378,1.20495657987054e-107,"PRSS23",0.361,1.57640748655421,"Malignant_enriched",3,3,2,0.465789473684211,0.758410723407786,0.920863309352518,"Consistent_3_of_3","Standard_candidate",0.788203743277105,0.739,0.361,1,1,0.767050935819276,0.767050935819276,16
7.52619200054638e-149,2.37194040602517,0.452,0.074,2.75654308212012e-144,"EPN3",0.378,2.37194040602517,"Malignant_enriched",3,3,1,0.35,0.455457472462142,0.54874651810585,"Consistent_3_of_3","Standard_candidate",1,0.452,0.378,1,1,0.766,0.766,17
3.65927394204643e-120,1.92552734646048,0.5,0.132,1.34024567401392e-115,"TM7SF2",0.368,1.92552734646048,"Malignant_enriched",3,3,1,0.373259052924791,0.49327617806063,0.660526315789474,"Consistent_3_of_3","Standard_candidate",0.96276367323024,0.5,0.368,1,1,0.76429091830756,0.76429091830756,18
3.87409395606642e-96,1.59718327609151,0.707,0.37,1.41892565234889e-91,"DCAF6",0.337,1.59718327609151,"Malignant_enriched",3,3,2,0.492105263157895,0.71914086382265,0.852367688022284,"Consistent_3_of_3","Standard_candidate",0.798591638045755,0.707,0.337,1,1,0.758447909511439,0.758447909511439,19
6.83421760388149e-127,1.461839802477,0.708,0.292,2.50310053959763e-122,"FCGRT",0.416,1.461839802477,"Malignant_enriched",3,3,2,0.37883008356546,0.723525211497713,0.949640287769784,"Consistent_3_of_3","Standard_candidate",0.7309199012385,0.708,0.416,1,1,0.757529975309625,0.757529975309625,20
