"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
2.05527876620074e-19,-1.86311106513765,0.133,0.435,7.52766400908684e-15,"MIR4435-2HG"
2.52750923292476e-19,-1.23035198395248,0.549,0.825,9.25725531651022e-15,"HLA-B"
3.06016633512399e-19,-0.671885692059055,0.984,1,1.12081652190251e-14,"OAZ1"
3.20196885434194e-19,-1.57212237939619,0.189,0.526,1.17275311259128e-14,"ILVBL"
3.70021911821371e-19,-3.67058624710767,0.013,0.156,1.35524225423695e-14,"CDC42EP3"
4.19634395566859e-19,-0.602154586082912,1,1,1.53695293720318e-14,"RPS16"
7.01938574103108e-19,-2.13171284041398,0.097,0.364,2.57092022151004e-14,"KCNK1"
7.32600052873356e-19,-1.49281193162019,0.281,0.636,2.68322095365395e-14,"PDZK1IP1"
1.22318198208601e-18,-1.45219505434472,0.167,0.481,4.48002632758822e-14,"LTF"
1.2409070474783e-18,-2.56836093796165,0.051,0.266,4.54494615209402e-14,"AK4"
