"integrated_rank","gene","final_integrated_score","final_tier","adjusted_biomarker_score","biomarker_score","avg_log2FC","absolute_log2FC","pct.1","pct.2","prevalence_difference","mean_sample_prevalence","minimum_sample_prevalence","maximum_sample_prevalence","consistency_category","sample_consistency_score","specificity_score","prevalence_score","significance_score","high_priority","robust_3sample","final_biological_category","biological_class","GO_BP_support","GO_CC_support","GO_MF_support","KEGG_support","pathway_support","epithelial_relevance","proliferation_relevance","mitochondrial_relevance","stress_relevance","metabolic_flag","biological_review_flag"
18,"HSPE1",0.702315962936845,"Tier_2_Strong_Robust_Candidate",0.7257256215936,0.7257256215936,1.0298049727488,1.0298049727488,0.963,0.691,0.272,0.960616845916318,0.935251798561151,0.986072423398329,"Consistent_3_of_3",1,0.272,0.963,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
19,"HERPUD1",0.701973568631143,"Tier_2_Strong_Robust_Candidate",0.736065650581529,0.736065650581529,1.11092520465223,1.11092520465223,0.839,0.442,0.397,0.840924644831855,0.785515320334262,0.87410071942446,"Consistent_3_of_3",1,0.397,0.839,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
20,"ATP6AP2",0.701841203458518,"Tier_2_Strong_Robust_Candidate",0.789449891652199,0.789449891652199,1.81799913321759,1.81799913321759,0.772,0.483,0.289,0.754123919747064,0.528776978417266,0.988857938718663,"Consistent_3_of_3",1,0.289,0.772,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
21,"ATP5F1A",0.701494756227477,"Tier_2_Strong_Robust_Candidate",0.774782182712209,0.774782182712209,1.78705746169767,1.78705746169767,0.789,0.571,0.218,0.772152054049474,0.564748201438849,0.983286908077994,"Consistent_3_of_3",1,0.218,0.789,1,TRUE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"OXPHOS_Pathway_Supported","Standard_candidate"
22,"COX8A",0.699713647123647,"Tier_2_Strong_Robust_Candidate",0.71394587758215,0.71394587758215,1.0635670206572,1.0635670206572,0.981,0.807,0.174,0.982162541481256,0.968421052631579,0.989208633093525,"Consistent_3_of_3",1,0.174,0.981,1,FALSE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"OXPHOS_Pathway_Supported","Standard_candidate"
23,"H2AJ",0.698130948329827,"Tier_2_Strong_Robust_Candidate",0.786170392067126,0.786170392067126,1.60456313653701,1.60456313653701,0.983,0.788,0.195,0.9837769661122,0.963788300835655,0.994736842105263,"Consistent_3_of_3",1,0.195,0.983,1,FALSE,TRUE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
24,"TMEM230",0.696602381695325,"Tier_2_Strong_Robust_Candidate",0.720900216910069,0.720900216910069,0.983201735280551,0.983201735280551,0.887,0.534,0.353,0.888664942551164,0.86908077994429,0.910071942446043,"Consistent_3_of_3",1,0.353,0.887,1,FALSE,TRUE,"Other_Candidate","Other_Candidate",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
25,"RETREG1",0.696187116975553,"Tier_2_Strong_Robust_Candidate",0.8062,0.8062,2.67024984721513,2.67024984721513,0.564,0.097,0.467,0.585827974477184,0.257894736842105,0.76978417266187,"Consistent_3_of_3",1,0.467,0.564,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
26,"GPX1",0.694264363223507,"Tier_2_Strong_Robust_Candidate",0.7183856509076,0.7183856509076,0.977485207260803,0.977485207260803,0.895,0.559,0.336,0.898490467265537,0.846796657381616,0.946043165467626,"Consistent_3_of_3",1,0.336,0.895,1,FALSE,TRUE,"Other_Candidate","Other_Candidate",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
27,"ATP5PD",0.691066363815906,"Tier_2_Strong_Robust_Candidate",0.695019340250557,0.695019340250557,0.865754722004458,0.865754722004458,0.93,0.676,0.254,0.931879314024224,0.918421052631579,0.949640287769784,"Consistent_3_of_3",1,0.254,0.93,1,FALSE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"OXPHOS_Pathway_Supported","Standard_candidate"
28,"COX5B",0.689992131137538,"Tier_2_Strong_Robust_Candidate",0.694250790629771,0.694250790629771,0.896406325038166,0.896406325038166,0.986,0.811,0.175,0.986226658608606,0.984210526315789,0.988857938718663,"Consistent_3_of_3",1,0.175,0.986,1,FALSE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"OXPHOS_Pathway_Supported","Standard_candidate"
29,"NDUFB7",0.689624893148779,"Tier_2_Strong_Robust_Candidate",0.684980285276756,0.684980285276756,0.74224228221405,0.74224228221405,0.931,0.651,0.28,0.931520427991282,0.928947368421053,0.935251798561151,"Consistent_3_of_3",1,0.28,0.931,1,FALSE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"OXPHOS_Pathway_Supported","Standard_candidate"
30,"ETFB",0.687697613954743,"Tier_2_Strong_Robust_Candidate",0.740547687662161,0.740547687662161,1.38518150129729,1.38518150129729,0.651,0.215,0.436,0.643616641652226,0.58273381294964,0.763157894736842,"Consistent_3_of_3",1,0.436,0.651,1,TRUE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"OXPHOS_Pathway_Supported","Standard_candidate"
31,"NDUFB10",0.684466735445208,"Tier_2_Strong_Robust_Candidate",0.681885747721626,0.681885747721626,0.751085981773012,0.751085981773012,0.925,0.66,0.265,0.924405445589284,0.899721448467967,0.952631578947368,"Consistent_3_of_3",1,0.265,0.925,1,FALSE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"OXPHOS_Pathway_Supported","Standard_candidate"
32,"COX5A",0.684395716904917,"Tier_2_Strong_Robust_Candidate",0.686557889505941,0.686557889505941,0.828463116047528,0.828463116047528,0.947,0.729,0.218,0.947188116681556,0.928947368421053,0.966573816155989,"Consistent_3_of_3",1,0.218,0.947,1,FALSE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"OXPHOS_Pathway_Supported","Standard_candidate"
33,"CST3",0.683884296908137,"Tier_2_Strong_Robust_Candidate",0.719055831229711,0.719055831229711,1.13804664983769,1.13804664983769,0.971,0.808,0.163,0.972914528661487,0.958217270194986,1,"Consistent_3_of_3",1,0.163,0.971,1,FALSE,TRUE,"Other_Candidate","Other_Candidate",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
34,"NDUFB9",0.683514994591374,"Tier_2_Strong_Robust_Candidate",0.682063756237649,0.682063756237649,0.787710049901196,0.787710049901196,0.97,0.772,0.198,0.969924362518488,0.955263157894737,0.983286908077994,"Consistent_3_of_3",1,0.198,0.97,1,FALSE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"OXPHOS_Pathway_Supported","Standard_candidate"
35,"MDH2",0.682656071180685,"Tier_2_Strong_Robust_Candidate",0.703877645922375,0.703877645922375,1.058221167379,1.058221167379,0.892,0.676,0.216,0.887108509937395,0.820143884892086,0.983286908077994,"Consistent_3_of_3",1,0.216,0.892,1,TRUE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"OXPHOS_Pathway_Supported","Standard_candidate"
36,"UQCR10",0.68245030629408,"Tier_2_Strong_Robust_Candidate",0.685026324311889,0.685026324311889,0.837010594495108,0.837010594495108,0.964,0.776,0.188,0.964983052408682,0.936842105263158,0.983286908077994,"Consistent_3_of_3",1,0.188,0.964,1,FALSE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"OXPHOS_Pathway_Supported","Standard_candidate"
37,"ATP5F1B",0.679362492992467,"Tier_2_Strong_Robust_Candidate",0.694559422061715,0.694559422061715,0.966075376493722,0.966075376493722,0.896,0.673,0.223,0.888597545947995,0.802158273381295,0.96100278551532,"Consistent_3_of_3",1,0.223,0.896,1,FALSE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"OXPHOS_Pathway_Supported","Standard_candidate"
38,"DCAF6",0.678928380079811,"Tier_2_Strong_Robust_Candidate",0.758447909511439,0.758447909511439,1.59718327609151,1.59718327609151,0.707,0.37,0.337,0.71914086382265,0.492105263157895,0.852367688022284,"Consistent_3_of_3",1,0.337,0.707,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
39,"CYC1",0.678760804154267,"Tier_2_Strong_Robust_Candidate",0.699357163119656,0.699357163119656,1.01405730495725,1.01405730495725,0.849,0.585,0.264,0.83788165479931,0.712230215827338,0.930362116991644,"Consistent_3_of_3",1,0.264,0.849,1,TRUE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"OXPHOS_Pathway_Supported","Standard_candidate"
40,"NDUFB5",0.678153746151341,"Tier_2_Strong_Robust_Candidate",0.70713435500549,0.70713435500549,1.09387484004392,1.09387484004392,0.784,0.466,0.318,0.770065536780369,0.615107913669065,0.863509749303621,"Consistent_3_of_3",1,0.318,0.784,1,TRUE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"OXPHOS_Pathway_Supported","Standard_candidate"
41,"IDH2",0.677867804054534,"Tier_2_Strong_Robust_Candidate",0.670927365297269,0.670927365297269,0.660218922378154,0.660218922378154,0.908,0.624,0.284,0.901316097100329,0.838129496402878,0.960526315789474,"Consistent_3_of_3",1,0.284,0.908,1,FALSE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"OXPHOS_Pathway_Supported","Standard_candidate"
42,"PRDX2",0.677291645042586,"Tier_2_Strong_Robust_Candidate",0.688452716836706,0.688452716836706,0.778021734693648,0.778021734693648,0.961,0.716,0.245,0.962622009121921,0.928947368421053,0.98050139275766,"Consistent_3_of_3",1,0.245,0.961,1,FALSE,TRUE,"Other_Candidate","Other_Candidate",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
43,"CKB",0.677003265448991,"Tier_2_Strong_Robust_Candidate",0.7892,0.7892,2.72474626626942,2.72474626626942,0.623,0.3,0.323,0.619685380562285,0.365789473684211,0.986072423398329,"Consistent_3_of_3",1,0.323,0.623,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
44,"GABARAPL2",0.676049846341689,"Tier_2_Strong_Robust_Candidate",0.701964164852038,0.701964164852038,0.921313318816309,0.921313318816309,0.853,0.522,0.331,0.854753886379241,0.729805013927577,0.931578947368421,"Consistent_3_of_3",1,0.331,0.853,1,FALSE,TRUE,"Other_Candidate","Other_Candidate",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
45,"UQCRH",0.675785282088052,"Tier_2_Strong_Robust_Candidate",0.679926562090905,0.679926562090905,0.841012496727239,0.841012496727239,0.971,0.818,0.153,0.970596605840969,0.956834532374101,0.994428969359331,"Consistent_3_of_3",1,0.153,0.971,1,FALSE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"OXPHOS_Pathway_Supported","Standard_candidate"
46,"CLU",0.675777182974774,"Tier_2_Strong_Robust_Candidate",0.695854170776018,0.695854170776018,0.854833366208147,0.854833366208147,0.882,0.569,0.313,0.893360801755898,0.713157894736842,0.989208633093525,"Consistent_3_of_3",1,0.313,0.882,1,FALSE,TRUE,"Other_Candidate","Other_Candidate",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
47,"EPN3",0.675747068071565,"Tier_1_Strong_Tumor_Relevant",0.766,0.766,2.37194040602517,2.37194040602517,0.452,0.074,0.378,0.455457472462142,0.35,0.54874651810585,"Consistent_3_of_3",1,0.378,0.452,1,TRUE,TRUE,"Epithelial_Tumor_Relevant","Epithelial_TumorAssociated",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
48,"C18orf32",0.675492607160691,"Tier_2_Strong_Robust_Candidate",0.708201149075133,0.708201149075133,1.03680919260106,1.03680919260106,0.896,0.649,0.247,0.886447235702129,0.776978417266187,0.966573816155989,"Consistent_3_of_3",1,0.247,0.896,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
49,"NDUFA1",0.675077224677425,"Tier_2_Strong_Robust_Candidate",0.67348070392601,0.67348070392601,0.735045631408079,0.735045631408079,0.926,0.694,0.232,0.926038345397571,0.902631578947368,0.958217270194986,"Consistent_3_of_3",1,0.232,0.926,1,FALSE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"OXPHOS_Pathway_Supported","Standard_candidate"
50,"FXYD3",0.674868680922156,"Tier_2_Strong_Robust_Candidate",0.689226344800889,0.689226344800889,0.825810758407108,0.825810758407108,0.982,0.784,0.198,0.984005277818502,0.963157894736842,1,"Consistent_3_of_3",1,0.198,0.982,1,FALSE,TRUE,"Other_Candidate","Other_Candidate",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
