gene,coefficient,test_sample,selected_C
CHPF,0.016688195126620904,BC17,0.01
SPR,0.022049047217661426,BC17,0.01
ELAPOR1,0.02798349359150843,BC17,0.01
MRPS36,-0.00769426990458485,BC17,0.01
ATXN10,-0.03441601445812393,BC17,0.01
MTX2,0.002518803879678009,BC17,0.01
SAYSD1,-0.001408691557530259,BC17,0.01
JOSD2,0.024315622685128595,BC17,0.01
FAM102A,-0.030168039429167785,BC17,0.01
FIBP,0.022152072375500827,BC17,0.01
HEXIM1,-0.06557601540343379,BC17,0.01
ATP6V1H,-0.10469215744245294,BC17,0.01
KCNK6,-0.04893207157589894,BC17,0.01
FAM120A,-0.022734027904321677,BC17,0.01
HDDC2,-0.013610168933608153,BC17,0.01
CXXC5,-0.001800938596978015,BC17,0.01
IFT27,0.029075166515310655,BC17,0.01
CANT1,-0.004940766103766434,BC17,0.01
SERTAD3,0.01807334040282416,BC17,0.01
FSIP1,0.005707034537330151,BC17,0.01
ERGIC1,0.0744731735378582,BC17,0.01
RBBP4,-0.05280925619694565,BC17,0.01
CCDC85B,0.013460820970579698,BC17,0.01
WDR61,0.014637126380965768,BC17,0.01
PAGR1,-0.02274585020765999,BC17,0.01
NUCB1,-0.01737370885217812,BC17,0.01
ANAPC5,-0.02210081774925503,BC17,0.01
TCTA,0.047075513522252456,BC17,0.01
CREG1,-0.005044357328483746,BC17,0.01
KRR1,0.03920911363333206,BC17,0.01
NOL3,0.09138235627574673,BC17,0.01
RETREG2,-0.001460570306189459,BC17,0.01
S100P,0.1102615961471487,BC17,0.01
CDIPT,0.008914671778447819,BC17,0.01
TESMIN,0.029395170916504867,BC17,0.01
C1orf122,0.01978587643292459,BC17,0.01
MYADM,0.005710933675247234,BC17,0.01
FAM174A,-0.013647383252269765,BC17,0.01
PGP,0.01669249082422821,BC17,0.01
ACOT13,0.0753693767403745,BC17,0.01
NT5C,0.013692990664034402,BC17,0.01
SPINT1-AS1,-0.026544047569359432,BC17,0.01
MSI2,-0.034885068302677735,BC17,0.01
CAMK2N1,-0.08079087541006662,BC17,0.01
AKAP1,0.0491835882010629,BC17,0.01
PDZD11,-0.0007973428635521087,BC17,0.01
RAB17,0.03944399889329577,BC17,0.01
C15orf61,0.010093923592961353,BC17,0.01
BRI3,0.006095089173416706,BC17,0.01
MTARC2,0.05509850037530022,BC17,0.01
NFE2L1,0.05145220152606068,BC17,0.01
AK1,0.034777244573695854,BC17,0.01
ETHE1,0.0015638166103371964,BC17,0.01
SYS1,0.042209920061691615,BC17,0.01
ZNF24,-0.02026536296310425,BC17,0.01
MAP4K3-DT,0.027273344489082182,BC17,0.01
ZNF385A,0.00048165496449397474,BC17,0.01
ARL2BP,-0.006991857287808445,BC17,0.01
MTHFS,-0.01358536579940552,BC17,0.01
MPC1,-0.06578406903276868,BC17,0.01
STARD7,-0.028903375083978593,BC17,0.01
DCAF7,0.07660530674127744,BC17,0.01
CRLS1,0.04569821729212541,BC17,0.01
BEX4,0.03955965874375772,BC17,0.01
CERS6,-0.0247427705201881,BC17,0.01
POLR3K,0.011891125549692702,BC17,0.01
SKIL,0.09123191067400525,BC17,0.01
ALG13,-0.0255408912128202,BC17,0.01
EXOSC5,0.010163153762444267,BC17,0.01
GOSR2,0.025983366235532164,BC17,0.01
A1BG,-0.008536349339728792,BC17,0.01
IARS2,-0.00279954915547303,BC17,0.01
SS18L2,0.01886553852793048,BC17,0.01
SWI5,0.0071448785054756435,BC17,0.01
STIP1,-0.002409046627083384,BC17,0.01
M6PR,0.0036014107261817087,BC17,0.01
OTUB1,0.021398997319407243,BC17,0.01
SKAP1,0.03496740133993551,BC17,0.01
POLR2C,0.01800441865954479,BC17,0.01
LYPD3,-0.008150944815454699,BC17,0.01
KIF12,-0.04345763914537427,BC17,0.01
GPR160,-0.043079589836480026,BC17,0.01
ERG28,-0.007440757038957441,BC17,0.01
SAC3D1,0.08647340081406146,BC17,0.01
TJP3,0.027263737495518733,BC17,0.01
HMGN4,-0.02254189905664708,BC17,0.01
CCS,0.015999593618364987,BC17,0.01
HADHB,-0.12082149687484621,BC17,0.01
CRELD2,-0.022958254628499368,BC17,0.01
MACROD1,0.04266166992009243,BC17,0.01
RPA3,0.002428062663727711,BC17,0.01
AKT2,0.012943427388526862,BC17,0.01
OTUD6B-AS1,0.01675611849076362,BC17,0.01
PRR15L,0.026880292578780073,BC17,0.01
MAGEF1,0.020028214470332564,BC17,0.01
DHX30,0.015362924556185981,BC17,0.01
UNC50,-0.019157651285974003,BC17,0.01
GSTM3,-0.04335925564036134,BC17,0.01
ETFRF1,-0.01527459299256119,BC17,0.01
CCDC91,0.046851781083358725,BC17,0.01
MTSS1,0.04466505546018289,BC17,0.01
CYHR1,-0.0781672857663217,BC17,0.01
SECISBP2,0.03463544931623618,BC17,0.01
DST,-0.024827518493896326,BC17,0.01
ABHD2,-0.08619118838137281,BC17,0.01
TMED7,-0.008370484448674819,BC17,0.01
KCNC2,-0.03931737161288728,BC17,0.01
FAM110A,0.019648249159944543,BC17,0.01
LLGL2,0.017491955436883068,BC17,0.01
SLC22A18,-0.03787245021838023,BC17,0.01
CYB5B,0.006018812622469548,BC17,0.01
MPLKIP,0.05799768231100116,BC17,0.01
KCNQ1OT1,0.02673583759665959,BC17,0.01
PRPSAP1,-0.05142884507827487,BC17,0.01
H2BC4,0.03225562162550415,BC17,0.01
NUBP2,0.015952954818611826,BC17,0.01
RBP1,0.017913342058230947,BC17,0.01
PARL,0.0185181658741964,BC17,0.01
FBXL15,-0.017178236516129205,BC17,0.01
ZNRD2,0.02591326360148266,BC17,0.01
BCAT2,-0.041886418790752736,BC17,0.01
GSTO2,-0.03610461743149342,BC17,0.01
EBLN3P,0.044698900114610744,BC17,0.01
ARFGAP2,-0.025902080824829938,BC17,0.01
KRCC1,-0.027731249706673507,BC17,0.01
KAT6B,-0.06432299427587103,BC17,0.01
MMAB,0.007589263759681874,BC17,0.01
THAP7,-0.0066767330428293475,BC17,0.01
DNASE2,0.011744206813268652,BC17,0.01
SYNE4,-0.0014458093665457538,BC17,0.01
CCDC34,0.08018375290699631,BC17,0.01
ITFG1,0.04569794076147313,BC17,0.01
CPEB4,-0.031972912165471094,BC17,0.01
DNAJA4,0.07906254833823442,BC17,0.01
COQ7,0.020865001840461233,BC17,0.01
RPRD1A,0.014719082496959066,BC17,0.01
TPGS2,0.0011448865282830466,BC17,0.01
ENDOV,-0.02799829326529472,BC17,0.01
OIP5-AS1,-0.013870546771050495,BC17,0.01
HK1,-0.06660994024367804,BC17,0.01
PDHX,0.013867773333993343,BC17,0.01
EBAG9,0.0002912798382615532,BC17,0.01
CCZ1,-0.003998478468712543,BC17,0.01
GET1,0.01724029866003961,BC17,0.01
AHCY,0.027866546199128733,BC17,0.01
SMARCA2,-0.0053023091703949116,BC17,0.01
ZNF830,0.06111090867542997,BC17,0.01
NDUFS1,-0.005283270097483488,BC17,0.01
ARMT1,-0.00156065651656646,BC17,0.01
HNRNPL,-0.0197327110617416,BC17,0.01
B3GAT3,-0.03140693808043783,BC17,0.01
ABHD14A,0.030720977444394823,BC17,0.01
CH17-340M24.3,0.009128448795500165,BC17,0.01
GFPT1,0.024643315515540165,BC17,0.01
RXRA,0.004902750665094477,BC17,0.01
PTGES2,-0.03444325571076409,BC17,0.01
TRUB2,0.07953697434738005,BC17,0.01
SMUG1,-0.008942292047337852,BC17,0.01
HRAS,0.042020771140069885,BC17,0.01
COPG1,0.01580925273778706,BC17,0.01
TMEM251,0.030358722027739968,BC17,0.01
NPTN,0.04577085592397272,BC17,0.01
DHRS4L2,-0.007556133198591304,BC17,0.01
MAFB,0.02599850775860116,BC17,0.01
ZBED5-AS1,-0.021285971672041396,BC17,0.01
TRH,0.06290270985381655,BC17,0.01
VEZF1,0.0651686898760776,BC17,0.01
SLC39A3,0.037766597802892876,BC17,0.01
NFIX,0.09289682851549827,BC17,0.01
WFDC2,0.008392317448284952,BC17,0.01
PCNA,0.025050474421763554,BC17,0.01
IFI27,0.021526900795588538,BC17,0.01
CD27-AS1,-0.04269331841115914,BC17,0.01
SMIM10L1,0.04037572785432223,BC17,0.01
CCDC57,-0.01240323856830464,BC17,0.01
TNFSF10,0.0005288283626655353,BC17,0.01
ZDHHC4,-0.02308783723253545,BC17,0.01
DNAJC12,-0.12372982276638674,BC17,0.01
IDH3A,0.04334125725429888,BC17,0.01
MTUS1,0.008766462719931926,BC17,0.01
ZNF664,-0.007167911471186949,BC17,0.01
THNSL2,0.006701139036867558,BC17,0.01
OXLD1,0.0019976962367529833,BC17,0.01
FBXL5,0.02784497595478764,BC17,0.01
RTN2,0.08182249012639087,BC17,0.01
TSR3,-0.017625732099560504,BC17,0.01
GPATCH2,-0.05771892566478127,BC17,0.01
NKAP,0.026412557426751367,BC17,0.01
CYP51A1,0.00854094779935746,BC17,0.01
MRPL35,0.057780631901367834,BC17,0.01
ZNF32,-0.02228146683303185,BC17,0.01
TPGS1,-0.06280167625463914,BC17,0.01
BAIAP2,-0.01902987606284417,BC17,0.01
NIPSNAP1,-0.03490623015407148,BC17,0.01
AKT1S1,0.02858020367226379,BC17,0.01
HSBP1L1,-0.03447846481644931,BC17,0.01
HTATSF1,-0.024376237370838893,BC17,0.01
DCTN1,0.00538960573393774,BC17,0.01
C15orf40,-0.0225661815179524,BC17,0.01
PIGF,0.05803673331558665,BC17,0.01
TP53I11,-0.02664840497784602,BC17,0.01
PTPN18,-0.0172588115786778,BC17,0.01
HOXB2,0.06447489451050088,BC17,0.01
OGFR,0.04881883529873663,BC17,0.01
XAB2,0.017551011138124576,BC17,0.01
TLE3,-0.0018347759350158587,BC17,0.01
APTR,0.007735362598145777,BC17,0.01
PTGER3,-0.06598152572421659,BC17,0.01
GNPAT,0.037374737614063624,BC17,0.01
FAM210B,-0.0005287685946557701,BC17,0.01
ABHD14B,0.039670897924478095,BC17,0.01
ACY1,0.0013479642470739814,BC17,0.01
HDDC3,0.020037994851202685,BC17,0.01
HOXB6,0.02367920173132694,BC17,0.01
GPS1,0.00829130229156405,BC17,0.01
NFKBIZ,0.02733798430971901,BC17,0.01
TMEM223,-0.0479175258040233,BC17,0.01
FUNDC1,0.008629723274705792,BC17,0.01
RMND1,-0.007945645077467135,BC17,0.01
TM2D3,-0.030502534763675156,BC17,0.01
CDS1,0.003189872728509806,BC17,0.01
STC1,0.034754644286264166,BC17,0.01
FAM200B,-0.01398813594123525,BC17,0.01
MT-ND6,-0.06538585350768979,BC17,0.01
PSME3IP1,0.02634066811063076,BC17,0.01
KEAP1,-0.021940570584420175,BC17,0.01
SYNJ2BP,-0.002311155968532138,BC17,0.01
ITPK1,0.09908545617927632,BC17,0.01
COPS7A,0.03723168353080344,BC17,0.01
RXYLT1,0.059285728408932876,BC17,0.01
ARSD,0.04703753254371399,BC17,0.01
SERPINA5,0.04089465211421645,BC17,0.01
IMMP1L,-0.02931136369562237,BC17,0.01
KIF21A,0.005612484224196864,BC17,0.01
ZFX,0.025855914501723552,BC17,0.01
HOXB5,0.07654981306361318,BC17,0.01
ZNF467,-0.0020310102868978637,BC17,0.01
TSPAN1,-0.01828789604063833,BC17,0.01
LY6E,0.037971434445451015,BC17,0.01
FBXO21,-0.03119514914077857,BC17,0.01
HAGHL,-0.06779140361787132,BC17,0.01
ANXA9,0.04017050192080359,BC17,0.01
MALSU1,-0.018341098809940146,BC17,0.01
PIK3R1,-0.0002537465998268641,BC17,0.01
NCBP2AS2,0.0116268985714373,BC17,0.01
BLCAP,-0.032048409382257226,BC17,0.01
TMX1,0.019889227050670845,BC17,0.01
MRPL11,0.05244680755389818,BC17,0.01
GLCE,-0.05543516608157881,BC17,0.01
OARD1,-0.02748666565987221,BC17,0.01
IGF1R,0.015979735093743695,BC17,0.01
H2BC15,-0.027708379919263223,BC17,0.01
LINC00472,0.019066674776863198,BC17,0.01
LDOC1,-0.04887441760865637,BC17,0.01
HOXB-AS3,0.06975544430925022,BC17,0.01
RASD1,0.07467913867245306,BC17,0.01
TTC14,-0.03337575598434802,BC17,0.01
SEPTIN8,-0.0033061765498428796,BC17,0.01
CRELD1,-0.002310539916567368,BC17,0.01
WASHC3,0.007212218326459561,BC17,0.01
CEACAM5,0.06118005451746438,BC17,0.01
HDGFL3,0.034444104501735295,BC17,0.01
TAOK3,-0.04481292740024823,BC17,0.01
PDE4DIP,-0.04090176346333073,BC17,0.01
VPS51,-0.01775268557528987,BC17,0.01
HSPH1,-0.0002860943403490276,BC17,0.01
DEGS2,-0.05378798797305518,BC17,0.01
CCDC151,0.08535626852201757,BC17,0.01
STAU2,-0.007232829418175984,BC17,0.01
MRFAP1L1,-0.02756875706955269,BC17,0.01
IER5,0.08309819456072352,BC17,0.01
PSIP1,0.0009093965651831629,BC17,0.01
TMEM98,0.015675106807785964,BC17,0.01
IFI27L1,0.03581444671257515,BC17,0.01
AUTS2,0.06930596558121686,BC17,0.01
SNX10,0.10309911556415038,BC17,0.01
ALDH3B2,0.07406629478427795,BC17,0.01
FGD5-AS1,-0.009515913838943606,BC17,0.01
PDRG1,-0.050864979847120996,BC17,0.01
MYL9,-0.009502800782934457,BC17,0.01
TCTN1,0.06471807643217235,BC17,0.01
AC068888.1,0.039592486940045656,BC17,0.01
C3orf14,-0.06514789661590376,BC17,0.01
DACH1,0.18591465284911254,BC17,0.01
SYT1,0.07443553625716967,BC17,0.01
HSPB8,0.1272319495743481,BC17,0.01
RAMP3,0.023599712513023074,BC17,0.01
CD81,0.05954718774156524,BC17,0.01
GATAD1,0.028841755930181557,BC17,0.01
STMN3,0.027187088192787458,BC17,0.01
LAPTM4B,-0.0404290507975774,BC17,0.01
ZNF44,0.02078466698862339,BC17,0.01
TMX4,0.11202311172977136,BC17,0.01
CDKN1C,0.006444928356979341,BC17,0.01
CCDC115,-0.03917549992930011,BC17,0.01
C22orf39,-0.02529147387358177,BC17,0.01
SLC2A10,0.09227927959825646,BC17,0.01
PPP2R5A,0.02072958951873197,BC17,0.01
EXOSC3,-0.021963868409425845,BC17,0.01
GAS2L1,-0.01942749792630064,BC17,0.01
MT1F,0.07134385931903461,BC17,0.01
KAZALD1,0.015835153270740712,BC17,0.01
SLC49A3,0.0828777436599391,BC17,0.01
DNAJC30,0.017811210579349417,BC17,0.01
IRX5,0.026915620909094606,BC17,0.01
CPD,0.012052575456668277,BC17,0.01
RNF14,-0.0006583966682860762,BC17,0.01
IFI6,-0.047010597658148,BC17,0.01
E4F1,0.013659899038647063,BC17,0.01
NR4A1,-0.0012691311082472746,BC17,0.01
THBS1,0.013076467237868343,BC17,0.01
TACO1,0.025670002439228505,BC17,0.01
PFDN6,-0.0027755541433810114,BC17,0.01
WNK1,-0.03995765972670953,BC17,0.01
DEDD2,0.06965844910047264,BC17,0.01
PREX1,0.0628709855236514,BC17,0.01
GOT2,0.01894838937382465,BC17,0.01
DDX42,-0.0008177690340670001,BC17,0.01
PIGS,-0.007161359693402969,BC17,0.01
MSMB,0.04800892886327166,BC17,0.01
ISOC1,-0.05149678611860095,BC17,0.01
RBL2,0.04578582518891374,BC17,0.01
NPEPL1,0.04514070092735086,BC17,0.01
TRPT1,-0.034558362425185354,BC17,0.01
HOXB7,0.07187083281495495,BC17,0.01
SCNN1A,0.021213773084789486,BC17,0.01
SLC35E3,0.004848684496328118,BC17,0.01
ZNF587,-0.00757418048469244,BC17,0.01
CTPS2,0.09112622330567073,BC17,0.01
MB,0.032660513865531635,BC17,0.01
FAM89B,0.046621348463679435,BC17,0.01
UBE2S,0.09693588943022768,BC17,0.01
FBLN1,0.07040690275502035,BC17,0.01
RAB1B,-0.025967779495547974,BC17,0.01
NUDT9,-0.049568813863373105,BC17,0.01
TXNDC15,0.029117593924513244,BC17,0.01
ZCCHC10,-0.043576431011977106,BC17,0.01
CRBN,-0.006978592343336147,BC17,0.01
RING1,-0.02087676026966496,BC17,0.01
SUMF1,0.024009655668607206,BC17,0.01
MYLIP,0.10853612209029836,BC17,0.01
PCP2,0.0004105056764519809,BC17,0.01
MRPL45,0.08783054294767491,BC17,0.01
KLHDC3,0.008517177911357973,BC17,0.01
INO80C,0.05715326829697892,BC17,0.01
LY6K,0.18473224190379017,BC17,0.01
ADCY1,0.027017611116103114,BC17,0.01
JARID2,0.006941752352836731,BC17,0.01
TPP1,0.020132504398392884,BC17,0.01
HAUS1,-0.01822330611436619,BC17,0.01
TMEM54,0.0018228343689548376,BC17,0.01
ADIPOR2,0.05356189396469353,BC17,0.01
PTPRA,0.052759996002494564,BC17,0.01
ZNF444,0.02409845182004362,BC17,0.01
MAGED1,0.04978390786150983,BC17,0.01
OAZ3,0.030542043369592944,BC17,0.01
AIP,0.022064857060653843,BC17,0.01
MRS2,0.03309401100261217,BC17,0.01
SMC4,-0.041575250306005104,BC17,0.01
SLC2A4RG,-0.04126221657056671,BC17,0.01
DCAF10,-0.046105533125111724,BC17,0.01
STX16,0.00017042586635263341,BC17,0.01
ATPAF1,-0.0090414419887342,BC17,0.01
DYNC1LI2,-0.02425075223364293,BC17,0.01
NFATC4,-0.029911382414221734,BC17,0.01
DHRSX,0.003125794453873617,BC17,0.01
GOLM2,0.024850468375487985,BC17,0.01
HOXC10,0.08149228691383836,BC17,0.01
MDM2,0.02140014496252384,BC17,0.01
CMTM8,0.06329943301599153,BC17,0.01
MAGI1,0.010330219450737305,BC17,0.01
NCOA4,-0.00935825863620213,BC17,0.01
G6PC3,0.003963262666000576,BC17,0.01
ZFAND2A,0.024185162753534224,BC17,0.01
IDH3B,-0.056990761789196084,BC17,0.01
SERPINI1,-0.031827872939734735,BC17,0.01
NABP2,0.013262171573080501,BC17,0.01
SLC25A1,0.011601092718980417,BC17,0.01
AC008268.1,-0.07645145200773285,BC17,0.01
ASXL1,-0.008264815383117312,BC17,0.01
GNS,0.04775159756221158,BC17,0.01
MBTPS1,-0.007275586837451436,BC17,0.01
NSL1,-0.010802394595737026,BC17,0.01
MAT2A,-0.010288237048414393,BC17,0.01
STYXL1,0.007598848340418678,BC17,0.01
NSD1,0.004317261098692909,BC17,0.01
SRARP,0.053028704291525085,BC17,0.01
TUG1,-0.007838520953901577,BC17,0.01
ELP5,0.087958058611999,BC17,0.01
COG2,-0.027533729847330962,BC17,0.01
RGS16,-0.01968744165152176,BC17,0.01
MINDY1,0.03759486637186088,BC17,0.01
USP9X,0.01674178065385835,BC17,0.01
BATF,-0.0832901502134424,BC17,0.01
ZNF75A,-0.06892426874457236,BC17,0.01
AFTPH,0.0232738088637765,BC17,0.01
MLST8,-0.029029439953076653,BC17,0.01
ACOT8,0.016497123000818854,BC17,0.01
MRPL2,0.04049272607699977,BC17,0.01
TRAK1,0.0005323856980589919,BC17,0.01
CEACAM6,0.12996886995583912,BC17,0.01
NSMCE4A,-0.020987940989080547,BC17,0.01
CHMP1A,0.011643121364566984,BC17,0.01
NECAP1,0.008588368743987544,BC17,0.01
AC018521.5,-0.02933696750982838,BC17,0.01
SMARCD2,0.033510057733082056,BC17,0.01
GAA,-0.016114334257698103,BC17,0.01
NFYC,-0.004809605081822495,BC17,0.01
CZIB,0.03303674225694899,BC17,0.01
CFD,0.017393025849270684,BC17,0.01
IRS1,-0.015295891315075954,BC17,0.01
LMTK3,-0.0613052111285793,BC17,0.01
AMFR,0.05303956685606593,BC17,0.01
PPP1R37,0.05158187701775099,BC17,0.01
ANKRD11,0.03591397458313255,BC17,0.01
GPRC5C,0.05528584021770305,BC17,0.01
OLMALINC,0.0391409067152447,BC17,0.01
STK24,0.04715741010037817,BC17,0.01
TSPYL2,-0.005921654952007538,BC17,0.01
INSIG1,-0.008628233959621829,BC17,0.01
SIRT2,0.05871693942655107,BC17,0.01
EPM2AIP1,0.014107146307711423,BC17,0.01
NDRG3,-0.044454872140128825,BC17,0.01
MAVS,0.03910782101602412,BC17,0.01
ZMPSTE24,-0.04525620126557458,BC17,0.01
ROGDI,-0.016610136972756484,BC17,0.01
PDCD7,0.0025915319780532068,BC17,0.01
ENPP5,-0.04498448352575956,BC17,0.01
SYT13,0.07227236582963512,BC17,0.01
ELOVL2,0.11800178767657675,BC17,0.01
ATP6V1A,0.015452575069331443,BC17,0.01
ANKRD40,0.050618743299638363,BC17,0.01
SLC27A2,-0.061434956291524505,BC17,0.01
CMC4,-0.038319208234403164,BC17,0.01
GEMIN8,0.06053795688943806,BC17,0.01
ZNF688,0.006776463371288248,BC17,0.01
MRPS25,-0.028831925999073683,BC17,0.01
POLR1H,-0.0007375211987336117,BC17,0.01
TBCC,0.04914509121099333,BC17,0.01
MTERF2,-0.03640147561084886,BC17,0.01
KCNK15,0.04900917599530711,BC17,0.01
ACP5,-0.004557381673971089,BC17,0.01
CDK12,0.056833357801475665,BC17,0.01
ATF7,0.019443961341596306,BC17,0.01
KDM2A,-0.012274254280705336,BC17,0.01
NCOA3,0.08323152511054609,BC17,0.01
FGF2,0.17672388679939485,BC17,0.01
TIMM10B,-0.018133856424515628,BC17,0.01
GUCD1,0.00031412147759671873,BC17,0.01
PAK4,0.062506295280438,BC17,0.01
MOAP1,-0.006799441475120575,BC17,0.01
WWOX,0.1267232895039991,BC17,0.01
COQ9,-0.01257732851025885,BC17,0.01
PANK3,-0.05745479287971357,BC17,0.01
SLC35C2,0.07258328925237299,BC17,0.01
RITA1,0.04105027988825347,BC17,0.01
RELL1,-0.030374584583871964,BC17,0.01
RAMP2,-0.036650871186736655,BC17,0.01
ALDH7A1,-0.015057089104514441,BC17,0.01
HIBADH,-0.003909466223762726,BC17,0.01
SKA2,0.016540501636496837,BC17,0.01
SLC9A3R2,0.03349132865753298,BC17,0.01
VPS26B,-0.025980798489214762,BC17,0.01
HID1,0.009369544956930707,BC17,0.01
SDSL,0.032149855866590346,BC17,0.01
GSE1,-0.00031059773464603473,BC17,0.01
SAMM50,-0.005896653614248766,BC17,0.01
POR,0.0005875781429104192,BC17,0.01
DNAJA3,0.041761917893614185,BC17,0.01
MRPL15,-0.0009058878328089878,BC17,0.01
TAF10,0.021904603613647027,BC17,0.01
BRAF,0.006184698684474585,BC17,0.01
CXCL17,0.18637315724783088,BC17,0.01
LTBP4,-0.024356111060130355,BC17,0.01
CLEC3A,0.11441355201641082,BC17,0.01
PCYOX1,0.051680455709524134,BC17,0.01
CALCOCO2,0.044914129020980645,BC17,0.01
NSF,-0.031717603481832085,BC17,0.01
MDP1,-0.000862408310189204,BC17,0.01
SLC1A5,0.05181689300356076,BC17,0.01
PHYH,-0.002248065246631608,BC17,0.01
ZNF652,0.018687536272862796,BC17,0.01
TMEM25,-0.032980575034731424,BC17,0.01
NTN4,-0.05665620735103082,BC17,0.01
NUDT16,0.038189101369243944,BC17,0.01
UNC119,0.0058296417306264925,BC17,0.01
SLC25A24,-0.01921942546352107,BC17,0.01
PTPN1,-0.036013171257516276,BC17,0.01
ARMC1,0.050528325634375974,BC17,0.01
GREB1,0.0018102861279484482,BC17,0.01
RHPN1,0.023197003995871764,BC17,0.01
RPS6KB1,0.008002212600508162,BC17,0.01
TMEM35B,0.0592688994054544,BC17,0.01
ECPAS,-0.013148289594601952,BC17,0.01
GLT8D1,0.007655356221929554,BC17,0.01
SLC38A10,-0.01835085294093241,BC17,0.01
PNPO,0.037473304250044435,BC17,0.01
AC091271.1,-0.011791022664306603,BC17,0.01
EPS15L1,-0.04175195918694289,BC17,0.01
SNRNP35,0.011753406493497282,BC17,0.01
CYP4B1,0.05023432351001088,BC17,0.01
TMEM192,-0.009700379080176047,BC17,0.01
EGFL7,-0.003232086682202491,BC17,0.01
PCMTD2,0.045544647080620095,BC17,0.01
POP4,-0.00041776082819164795,BC17,0.01
MFSD1,0.0031224463440839532,BC17,0.01
EIF2AK2,0.030929633664080372,BC17,0.01
C5orf15,-0.03360548275986799,BC17,0.01
YTHDF1,0.016751625168162306,BC17,0.01
TTC17,0.05179853148226574,BC17,0.01
VPS4A,0.00908821081045247,BC17,0.01
FUBP1,-0.010478005356846475,BC17,0.01
CFAP20,0.06424401739135419,BC17,0.01
RNF135,-0.030916540614303673,BC17,0.01
DNAJC10,-0.0062959519444762335,BC17,0.01
PITX1,0.12053995950042543,BC17,0.01
KLHL5,-0.08001865924879879,BC17,0.01
ANKRD26,-0.08073501653500795,BC17,0.01
APOE,-0.06656187368527136,BC17,0.01
MT1G,-0.045478998700106264,BC17,0.01
CGA,-0.0056579862597144785,BC17,0.01
USP32,0.029315191927039203,BC17,0.01
PCCA-DT,0.013778808816733218,BC17,0.01
DMAC2,0.0026206771443728436,BC17,0.01
IDNK,-0.007223286687664792,BC17,0.01
TMEM64,0.10269416959089321,BC17,0.01
AGPAT1,0.051766892201931855,BC17,0.01
LENG1,0.021791559552374884,BC17,0.01
LINC02802,0.05933847486393252,BC17,0.01
PDK2,0.026285907006367654,BC17,0.01
FAM3B,0.04221090673774453,BC17,0.01
NDRG2,-0.04770945714098229,BC17,0.01
OSBPL8,-0.08202005635767068,BC17,0.01
RBP7,0.14869217768204168,BC17,0.01
DHRS2,0.03252541790089004,BC17,0.01
SLC30A1,0.07369771505171573,BC17,0.01
RCC1L,-0.061108299179913894,BC17,0.01
VWA1,0.11079719195618642,BC17,0.01
HOPX,0.09129407725562184,BC17,0.01
FAM234A,0.011419602405634433,BC17,0.01
MTARC1,0.05549979375582736,BC17,0.01
PDZK1,0.0024100433841601466,BC17,0.01
RAD9A,0.04690850103488789,BC17,0.01
GOT1,-0.0015850000482234936,BC17,0.01
FBXO9,-0.016382912653818825,BC17,0.01
FDXR,0.02620414956483693,BC17,0.01
C20orf204,0.11217887104953142,BC17,0.01
RIDA,0.009792545861696986,BC17,0.01
ZFHX3,0.018981022383075603,BC17,0.01
PXMP4,0.041126204645961645,BC17,0.01
ARHGAP35,0.04025598759056707,BC17,0.01
VAMP5,-0.0009649822597318491,BC17,0.01
LIG3,0.004669718613512629,BC17,0.01
ALG3,0.056067040102528005,BC17,0.01
AP1S2,0.057150354733570274,BC17,0.01
TMEM60,-0.04253814264359598,BC17,0.01
C6orf89,-0.025730045475639736,BC17,0.01
SYNGR1,0.07774748887113712,BC17,0.01
PVALB,0.047699912826209626,BC17,0.01
APPBP2,0.0632418985806232,BC17,0.01
GCDH,0.00842996898068451,BC17,0.01
LENG8,-0.017867270036679272,BC17,0.01
MYB,0.0010165482528524648,BC17,0.01
TTC36,0.036549081805993075,BC17,0.01
C6orf226,0.019397642946442837,BC17,0.01
RAD51C,0.05652874084485871,BC17,0.01
ARAF,-0.011364091973662995,BC17,0.01
PEPD,0.04988998865125331,BC17,0.01
CHCHD6,0.04746549201911077,BC17,0.01
SULT1A1,0.02732914045186404,BC17,0.01
KCNJ3,0.07710435431680629,BC17,0.01
KIF3B,0.023471092027163774,BC17,0.01
SLC35B2,0.032185057975035174,BC17,0.01
HSD17B8,0.041627735191381195,BC17,0.01
TXLNG,0.01852897387616766,BC17,0.01
ZNF749,0.01120780857016457,BC17,0.01
CHAD,0.14555511686002381,BC17,0.01
ALB,-0.014274487874699943,BC17,0.01
CST5,0.013102116393994221,BC17,0.01
AGTR1,-0.030395387848328702,BC17,0.01
NEFH,-0.003260182936116806,BC17,0.01
