"sample_id","mean_abs_CNV","median_abs_CNV","gain_fraction","loss_fraction","net_CNV"
"BC11",0.0409459462494455,0.0196728873972411,0.0206747404844291,0.083477508650519,-0.000436864829106445
"BC12",0.0460914863919971,0.0374665089646142,0.0284602076124567,0.0616782006920415,-0.00323483828484327
"BC17",0.036074286651601,0.0282677311096151,0.00328719723183391,0.0383217993079585,-0.00219703661814497
