"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
3.57412863164807e-72,0.314001365508631,0.138,0.373,1.30906035262742e-67,"3","ARFIP2"
1.39286850158054e-71,1.29238656350317,0.628,0.697,5.1015201738889e-67,"3","FUS"
2.57925923441037e-66,0.289619759109838,0.141,0.369,9.44679487195143e-62,"3","PSMC6"
1.42228511738488e-65,0.265263593687637,0.146,0.375,5.20926147093385e-61,"3","MAPKAPK2"
1.67103374684282e-64,0.325537138862678,0.116,0.322,6.1203282011865e-60,"3","GLUD1"
3.55144286818017e-62,0.396584238533277,0.16,0.392,1.30075146489967e-57,"3","CYTH2"
2.33204969342077e-61,0.275411594677334,0.176,0.415,8.54136520712293e-57,"3","SRSF10"
2.67171439052727e-61,0.335150303557856,0.123,0.328,9.78542112674517e-57,"3","ICA1"
3.99023113172474e-61,0.299665658840112,0.113,0.31,1.4614620543055e-56,"3","YME1L1"
4.28909582940035e-61,0.374143427945562,0.103,0.292,1.57092423847617e-56,"3","PLPP5"
4.97571662843439e-61,0.348489285914082,0.161,0.39,1.82240597233038e-56,"3","CCDC12"
1.09925631406266e-60,0.284163412931918,0.107,0.299,4.02613617588591e-56,"3","ANAPC5"
5.98624867898403e-60,0.328712815977823,0.142,0.355,2.19252344116469e-55,"3","DDR1"
1.12003499631072e-59,0.339111637836137,0.085,0.26,4.10224017748766e-55,"3","MED19"
3.08822642396976e-59,0.375088620062253,0.098,0.281,1.13109381004317e-54,"3","EBLN3P"
5.20886102616314e-59,0.331847102301074,0.127,0.33,1.90779743944251e-54,"3","TMC4"
1.01875341635674e-58,0.424617172308114,0.138,0.348,3.73128626274818e-54,"3","OS9"
1.69864098907186e-58,0.367458363973571,0.162,0.384,6.2214424865746e-54,"3","HACD3"
6.89215228018106e-58,0.268044028285093,0.169,0.392,2.52431969413911e-53,"3","IDI1"
1.00618281417838e-57,0.307239164188406,0.151,0.367,3.68524517520972e-53,"3","NORAD"
1.54896872068937e-57,0.258886510303327,0.176,0.406,5.6732528363969e-53,"3","SCAF11"
3.71608549840968e-57,0.3197407483286,0.136,0.34,1.36105347464753e-52,"3","TOX4"
4.56924915022094e-57,0.281719367485804,0.102,0.283,1.67353319375992e-52,"3","CACUL1"
7.01014338934553e-57,0.412766323430759,0.117,0.306,2.5675351177817e-52,"3","TOB2"
1.89207036821209e-56,0.388833882994639,0.176,0.402,6.92989693061362e-52,"3","MIDN"
6.21542498880145e-56,0.333004327524873,0.095,0.27,2.27646155639842e-51,"3","YY1AP1"
6.96802217105249e-56,0.381883690094848,0.136,0.338,2.55210780036968e-51,"3","EIF4G1"
8.438130446794e-56,0.412634442555267,0.126,0.321,3.09054965744277e-51,"3","SPSB3"
1.01460792856981e-55,0.305472956536205,0.138,0.341,3.7161029991798e-51,"3","TOR1AIP2"
4.5243358174768e-55,0.274582414207833,0.12,0.309,1.65708323650905e-50,"3","UHMK1"
1.45805388075991e-54,0.290350908029231,0.105,0.283,5.34026814367123e-50,"3","LYPD3"
1.57147545483719e-54,0.298339697740641,0.134,0.33,5.75568600088669e-50,"3","CDH1"
5.0480025737751e-54,0.45929414250568,0.126,0.318,1.84888142267087e-49,"3","IGSF8"
6.81686998567725e-54,0.341137304470305,0.126,0.317,2.49674680095415e-49,"3","ATP6V1H"
9.21070058525541e-54,0.446757136048533,0.132,0.328,3.37351119635565e-49,"3","SMARCA4"
3.32202846848384e-53,0.319473969922108,0.155,0.363,1.21672614686689e-48,"3","TFAP2A"
5.61664652240721e-53,0.446522447247942,0.119,0.305,2.05715295529686e-48,"3","TM9SF2"
1.91208105884635e-52,0.365101773357783,0.171,0.389,7.00318808613063e-48,"3","GNL3"
1.92901836781196e-52,0.344272007752567,0.099,0.269,7.06522267394807e-48,"3","ISG20L2"
1.953962933715e-52,0.268878606104823,0.14,0.335,7.15658464102454e-48,"3","AHCYL1"
1.98770730071403e-52,0.317661289875026,0.102,0.273,7.28017675959521e-48,"3","LTBP3"
3.82760511815777e-52,0.488082528474266,0.126,0.315,1.40189865057647e-47,"3","U2SURP"
3.84237224416533e-52,0.524946072016813,0.104,0.278,1.40730725814799e-47,"3","AP3D1"
4.73945422330169e-52,0.454366587901915,0.105,0.28,1.73587250382648e-47,"3","AP2A1"
6.99750824045395e-52,0.286896474993238,0.14,0.334,2.56290736814866e-47,"3","ROCK1"
2.0485735253502e-51,0.365887288371909,0.285,0.566,7.50310539394766e-47,"3","SELENOS"
8.03025340311844e-51,0.48572536929535,0.217,0.465,2.94116061142616e-46,"3","SNRNP70"
9.88026695284079e-51,0.43285962937206,0.205,0.443,3.61874657414747e-46,"3","KPNB1"
1.28799725879765e-50,0.361159868307113,0.107,0.279,4.71741876007226e-46,"3","LGALS8"
2.18484890030639e-50,0.39513367181131,0.239,0.499,8.00222758226219e-46,"3","NECTIN2"
2.9001764604494e-50,0.597017882399182,0.125,0.309,1.0622186304042e-45,"3","ABHD5"
4.24530075867962e-50,0.390945471579245,0.099,0.265,1.554883855874e-45,"3","DDB1"
5.2440925999588e-50,0.339846317755934,0.165,0.372,1.92070135566091e-45,"3","ARMCX3"
1.60258162054918e-49,0.528531403776801,0.124,0.305,5.86961544342344e-45,"3","COPB2"
1.72338029158888e-49,0.359721416543855,0.102,0.267,6.31205265597342e-45,"3","TRIM28"
3.02335055430039e-49,0.367101959275795,0.111,0.284,1.10733237401806e-44,"3","GOLGA2"
5.01700112175826e-49,0.921147891211338,0.12,0.299,1.83752683085518e-44,"3","GCSH"
1.08313602021295e-48,0.289684745545381,0.097,0.257,3.96709398763195e-44,"3","SUPT5H"
5.54779347897236e-48,0.313758157547053,0.108,0.275,2.03193483960842e-43,"3","TMF1"
7.73265434346648e-48,0.394348516482919,0.099,0.261,2.83216197983803e-43,"3","CYHR1"
8.04382530433217e-48,0.252249085388657,0.265,0.531,2.9461314559647e-43,"3","RBM4"
8.09530865455208e-48,0.513644211241175,0.118,0.293,2.96498774781625e-43,"3","SLC25A36"
9.31200143775136e-48,0.587664733650042,0.128,0.31,3.41061364659081e-43,"3","NT5C"
1.52265286609737e-47,0.251111288916809,0.168,0.363,5.57686838736821e-43,"3","IER5"
1.53782795695143e-47,0.363992811746701,0.107,0.272,5.63244867513031e-43,"3","DHX15"
2.93564167283451e-47,0.530005032720625,0.111,0.28,1.07520811909237e-42,"3","SNHG9"
3.0570434293886e-47,0.572049071714447,0.15,0.343,1.11967272644787e-42,"3","TMEM87A"
1.39337098777294e-46,0.465104768865376,0.12,0.293,5.10336057981716e-42,"3","CSNK2A1"
1.86350549358519e-46,0.363741815673708,0.114,0.279,6.82527522080512e-42,"3","ADAM15"
3.5055054836992e-46,0.357995382124387,0.125,0.298,1.28392643845967e-41,"3","KNOP1"
7.19360399220092e-46,0.519189028428637,0.127,0.301,2.63472939818351e-41,"3","MARCHF6"
8.54096797512969e-46,0.568905663195761,0.926,0.969,3.128214930571e-41,"3","MT-ND4"
8.69169142384914e-46,0.451698223773009,0.208,0.438,3.18341890089899e-41,"3","NCOR1"
1.03612380965166e-45,0.35374524664658,0.156,0.338,3.79490706523017e-41,"3","TXNIP"
1.25080271791419e-45,0.31906563034583,0.099,0.255,4.5811900346325e-41,"3","TBL1XR1"
1.7345374862261e-45,2.05103819306367,0.44,0.437,6.35291699705171e-41,"3","HOOK2"
1.74414687923244e-45,0.501317789089677,0.107,0.268,6.38811235987675e-41,"3","USP8"
4.38932058936122e-45,0.487415049834907,0.187,0.401,1.60763255905944e-40,"3","DNAJC7"
5.48610132445775e-45,0.28622549026841,0.278,0.543,2.00933947109589e-40,"3","RNPS1"
3.74694458549949e-44,0.373056390165571,0.114,0.276,1.37235592388504e-39,"3","TDG"
7.53132201493603e-44,0.424061550921791,0.243,0.486,2.75842200119047e-39,"3","DDX21"
1.12367339530706e-43,0.347898503779812,0.098,0.25,4.11556617765163e-39,"3","DHX9"
1.82118752629198e-43,0.31327363613435,0.102,0.255,6.67028143379702e-39,"3","KLHDC2"
2.84368470951601e-43,0.301501520473533,0.16,0.346,1.04152796170733e-38,"3","DSP"
5.78336469237552e-43,0.489967886151244,0.099,0.25,2.11821515222946e-38,"3","HMGXB4"
9.10374104346612e-43,0.493983991047105,0.108,0.264,3.3343361945799e-38,"3","PRLR"
9.55679011059283e-43,0.3518967315686,0.158,0.344,3.50026994590573e-38,"3","NOP56"
1.15095899496498e-42,0.722838456302294,0.138,0.313,4.21550241495872e-38,"3","BPTF"
1.17805292873393e-42,0.512267909205757,0.103,0.255,4.31473665678088e-38,"3","GSK3B"
2.72224762382329e-42,0.2669083365572,0.338,0.626,9.97050414701517e-38,"3","PDIA3"
3.97781154135854e-42,0.324966823074634,0.179,0.376,1.45691325513798e-37,"3","SF3B1"
5.24397793836767e-42,0.400172185151695,0.155,0.338,1.92065935970654e-37,"3","WAC"
7.49213457008363e-42,0.6242791781971,0.146,0.326,2.74406920763883e-37,"3","RAB6A"
1.41555219451101e-41,0.331130970915326,0.146,0.321,5.18460146761604e-37,"3","CSNK1D"
1.48462064007285e-41,0.350818428328235,0.182,0.379,5.43757155633082e-37,"3","PPP2R2A"
1.53325459014291e-41,0.525815345939081,0.151,0.333,5.61569826185741e-37,"3","SREK1"
1.59164258618292e-41,0.481174806491309,0.129,0.296,5.82955013615357e-37,"3","SCNM1"
2.13182106978299e-41,0.662142695848856,0.107,0.259,7.80800785018717e-37,"3","ARSD"
3.37113819798575e-41,0.407513635957372,0.229,0.458,1.23471307639426e-36,"3","SFPQ"
4.23863048437221e-41,0.573262070799752,0.113,0.268,1.55244080120617e-36,"3","NUTM2A-AS1"
5.07505488082098e-41,0.395505592531553,0.111,0.264,1.85878960064949e-36,"3","CCDC186"
6.45519216640701e-41,0.493377938169088,0.22,0.446,2.36427868286823e-36,"3","ZNF207"
6.68622285442067e-41,0.663360805232485,0.139,0.313,2.44889598266012e-36,"3","P4HTM"
8.852127713078e-41,0.440977560676814,0.216,0.433,3.24218029619195e-36,"3","DDX46"
1.12715118881547e-40,0.535413048995187,0.137,0.308,4.12830394415552e-36,"3","BSDC1"
2.17383356525171e-40,0.911150554420258,0.115,0.27,7.96188281609091e-36,"3","ATF6"
3.07770852554624e-40,0.333471859717831,0.153,0.324,1.12724152456657e-35,"3","CREB3L4"
3.07826485999696e-40,0.340308762608107,0.106,0.252,1.12744528762249e-35,"3","C1orf56"
4.41527406334166e-40,0.654748326394976,0.833,0.915,1.61713827843952e-35,"3","MT-ND3"
4.79801116320826e-40,0.432744889987588,0.135,0.301,1.75731956863666e-35,"3","DDX6"
5.28833862566533e-40,0.516513924004113,0.202,0.413,1.93690690503618e-35,"3","TPR"
5.38239730543043e-40,0.434513979611006,0.12,0.277,1.97135683708695e-35,"3","DNAJC2"
6.38301845024514e-40,0.254415788315477,0.184,0.372,2.33784433758679e-35,"3","ASPH"
8.87087901633918e-40,0.272038579138689,0.339,0.627,3.24904814852439e-35,"3","SRRM2"
1.51510166763942e-39,0.562634162132773,0.903,0.954,5.54921136789614e-35,"3","MT-CYB"
2.466572779927e-39,0.513574882369318,0.195,0.4,9.03406946376065e-35,"3","DDX39B"
2.53444384634617e-39,0.710965088405284,0.154,0.333,9.28265403162748e-35,"3","DNPEP"
3.46378431815353e-39,0.573570578920667,0.907,0.959,1.26864564436691e-34,"3","MT-ND2"
4.02879012111102e-39,0.362262538789422,0.269,0.519,1.47558466975812e-34,"3","HSPA9"
4.14321511793997e-39,0.419688580961796,0.123,0.279,1.51749396909669e-34,"3","ANKRD10"
5.74983429842633e-39,0.598215546047582,0.17,0.354,2.10593431014163e-34,"3","UBE2H"
1.63688530127364e-38,0.377353739873498,0.126,0.283,5.99525610444485e-34,"3","DDX39A"
1.74476560515132e-38,0.439093845967943,0.224,0.441,6.39037850542723e-34,"3","GTF2I"
1.75340981530173e-38,0.47943075947366,0.126,0.282,6.42203878952411e-34,"3","TBX3"
2.12193951929989e-38,0.458417434375199,0.152,0.324,7.77181568338779e-34,"3","RNF149"
2.27549745789143e-38,0.578459646475226,0.129,0.289,8.33423698927316e-34,"3","JPX"
7.09883943163825e-38,0.298900572334835,0.236,0.445,2.60002093023183e-33,"3","EFNA1"
7.40912746409697e-38,0.544225231755038,0.125,0.282,2.71366702500016e-33,"3","USP14"
9.98789422492721e-38,0.590790741126939,0.136,0.299,3.65816613882184e-33,"3","MKNK2"
1.09232845527967e-37,0.436363628800232,0.112,0.258,4.00076220030733e-33,"3","PPP1R15B"
1.18868647457067e-37,0.347369051292388,0.205,0.401,4.35368308176254e-33,"3","NAMPT"
1.28059287324132e-37,0.640259172215563,0.108,0.254,4.69029945753367e-33,"3","LARS1"
1.31171825306143e-37,0.771463317921396,0.134,0.295,4.80429927366281e-33,"3","SLC35B1"
2.91969536651541e-37,0.62259356494154,0.158,0.334,1.06936762493994e-32,"3","ZNF24"
6.63889457269583e-37,0.371126607188762,0.239,0.459,2.43156152619558e-32,"3","TTC3"
8.21027734975116e-37,0.705261900242081,0.122,0.274,3.00709618211986e-32,"3","BAZ2A"
1.1497283599114e-36,0.495220331643595,0.127,0.278,4.2109950910115e-32,"3","MTA1"
1.55801739712908e-36,1.46056714779106,0.547,0.563,5.70639451872498e-32,"3","GPRC5A"
6.12516938210107e-36,0.451232981165485,0.145,0.306,2.24340453788834e-31,"3","CLIP1"
7.41441475983337e-36,0.680869319843086,0.108,0.25,2.71560354993657e-31,"3","VEZT"
1.0739080324716e-35,0.700885925143631,0.145,0.308,3.9332955597305e-31,"3","ETNK1"
1.63518019878354e-35,0.4620051453588,0.113,0.252,5.9890109960646e-31,"3","RHOV"
2.06253824637968e-35,0.518587056721477,0.172,0.35,7.55425258119022e-31,"3","DYNC1H1"
2.32743635175937e-35,0.689479257662147,0.169,0.347,8.52446838195387e-31,"3","ILF3"
2.56779570149253e-35,0.548776528610784,0.144,0.302,9.40480853628655e-31,"3","CYB561"
3.62356683666574e-35,0.251349449534569,0.121,0.263,1.32716758959719e-30,"3","SKIL"
3.80189178624346e-35,0.801040396635583,0.109,0.251,1.39248088562953e-30,"3","LTBR"
4.86481661972613e-35,0.597680194339991,0.201,0.4,1.78178773514089e-30,"3","PTBP1"
5.40166845117938e-35,0.450664566275897,0.154,0.317,1.97841508692896e-30,"3","KPNA2"
5.86872912420694e-35,0.636709994975446,0.239,0.459,2.14948072903204e-30,"3","CHASERR"
5.9142482400109e-35,0.4628627621179,0.164,0.335,2.16615256038639e-30,"3","TBC1D9"
1.04215915485497e-34,0.696035305059279,0.142,0.302,3.81701212057182e-30,"3","MAP4"
1.17730816893375e-34,0.692862110449328,0.126,0.273,4.31200889953676e-30,"3","HEXIM1"
1.27303422646192e-34,0.396415191611821,0.115,0.254,4.66261515783944e-30,"3","VPS37B"
1.40584526231844e-34,0.828476993513549,0.148,0.312,5.1490488577675e-30,"3","RGL2"
5.7418557543513e-34,0.400567467100736,0.135,0.283,2.10301208858871e-29,"3","ANKRD11"
7.29408226136696e-34,0.573437803344815,0.204,0.401,2.67153056904826e-29,"3","EWSR1"
8.08058195845516e-34,0.604094850651537,0.939,0.972,2.95959394810379e-29,"3","MT-CO3"
9.37916563859597e-34,0.791421660517984,0.128,0.276,3.43521320679216e-29,"3","PDXDC1"
1.02063921559031e-33,0.603709718258631,0.184,0.363,3.73819319102107e-29,"3","LGALS3BP"
1.63878484051144e-33,0.423382118230254,0.265,0.493,6.00221335685718e-29,"3","IRF2BP2"
1.81926774883281e-33,0.720191098133471,0.124,0.269,6.66325005687504e-29,"3","DAAM1"
2.60314310719318e-33,0.407202504538877,0.125,0.265,9.53427194440572e-29,"3","SCUBE2"
3.34217779736365e-33,0.498734669237442,0.189,0.367,1.22410604006241e-28,"3","UGCG"
1.01310529575091e-32,0.789877721596974,0.21,0.41,3.71059945621728e-28,"3","NEU1"
1.24922033530346e-32,0.757892813830909,0.128,0.273,4.57539440008247e-28,"3","ELAPOR1"
1.69505201494944e-32,0.675885208711441,0.197,0.386,6.20829750995384e-28,"3","BCLAF1"
1.74320065585387e-32,0.581655328112741,0.255,0.483,6.38464672213039e-28,"3","ACTN4"
3.19392094151108e-32,0.683628302030352,0.165,0.331,1.16980548403785e-27,"3","CELF1"
3.57302801328194e-32,0.519860360609493,0.932,0.968,1.30865724014464e-27,"3","MT-CO2"
5.17761227753917e-32,0.839257592436992,0.129,0.274,1.8963522727715e-27,"3","TTC19"
6.06881340341428e-32,0.344755422158176,0.123,0.254,2.22276359713451e-27,"3","NDRG1"
1.34698592040906e-31,0.653212585519226,0.119,0.254,4.93347063209021e-27,"3","MAST4"
1.83722786270585e-31,0.480715622899664,0.184,0.348,6.72903076994644e-27,"3","IRF1"
2.01094472378465e-31,0.628456223481264,0.17,0.338,7.36528614533366e-27,"3","TRABD"
4.91092809537725e-31,1.11968314057984,0.161,0.318,1.79867652421287e-26,"3","H2BC21"
4.91300014878611e-31,0.635286133382355,0.187,0.362,1.7994354344944e-26,"3","PDLIM5"
5.4147374459206e-31,0.701257876397339,0.129,0.271,1.98320173694288e-26,"3","SRP54"
9.52709766412457e-31,1.71972667506607,0.472,0.521,3.48939479046227e-26,"3","XIST"
1.28632083405857e-30,0.511680223156669,0.12,0.252,4.71127868682292e-26,"3","KMT2A"
6.70969064003932e-30,0.807158680944679,0.163,0.324,2.4574912938208e-25,"3","PTPRF"
7.03826609953603e-30,0.919111545169881,0.126,0.264,2.57783534161607e-25,"3","BRWD1"
9.82655817006351e-30,1.3289455489405,0.513,0.584,3.59907519536746e-25,"3","N4BP2L2"
1.87894246475938e-29,0.569435645691395,0.934,0.971,6.88181467142771e-25,"3","MT-CO1"
3.27651722504945e-29,0.816858133584241,0.123,0.258,1.20005719884661e-24,"3","SLMAP"
4.76908850844805e-29,0.805237797449276,0.148,0.295,1.74672635710418e-24,"3","SQLE"
7.25188614400261e-29,0.309405725462155,0.34,0.597,2.6560758191024e-24,"3","SRSF7"
1.15861865283367e-28,0.553565235652608,0.238,0.437,4.2435566778686e-24,"3","ENAH"
3.24304309977005e-28,0.857688426354215,0.178,0.345,1.18779696572178e-23,"3","LPP"
6.03319028007835e-28,0.991171057976994,0.125,0.258,2.2097162719815e-23,"3","SCAMP4"
6.9069106190474e-28,0.827242516213366,0.129,0.262,2.5297250833323e-23,"3","MSMO1"
1.19304655265733e-27,0.602534600603694,0.195,0.361,4.36965230376274e-23,"3","RSBN1L"
1.22157642087712e-27,0.902119825928358,0.157,0.308,4.47414579910453e-23,"3","ZKSCAN1"
1.8221419353183e-27,0.791308871769858,0.143,0.284,6.6737770522968e-23,"3","CSNK1E"
1.92571290748257e-27,0.82007641718469,0.209,0.394,7.05311609494567e-23,"3","SAT2"
3.14229959718868e-27,0.584335507202112,0.129,0.258,1.15089865046633e-22,"3","ANKHD1"
3.94555023295432e-27,0.70179270634854,0.137,0.271,1.44509722832185e-22,"3","RB1CC1"
7.05552443280621e-27,0.698264544916155,0.129,0.26,2.5841563787596e-22,"3","SREBF1"
1.12158448850559e-26,2.23310509069746,0.353,0.339,4.10791534760058e-22,"3","CDK5RAP3"
1.24491577071537e-26,0.545099258432817,0.3,0.53,4.55962850182211e-22,"3","TMEM165"
2.16988933539542e-26,0.658463793768054,0.128,0.256,7.94743667981925e-22,"3","KANSL1"
3.93123904609281e-26,0.711362302421708,0.141,0.276,1.43985561302195e-21,"3","TSC22D2"
4.47569365704033e-26,0.888020258424647,0.194,0.361,1.63926755882759e-21,"3","QSOX1"
5.14732893455532e-26,0.706001984280015,0.192,0.356,1.88526069557023e-21,"3","TRPS1"
7.62106149879211e-26,0.829776890909717,0.133,0.265,2.7912899845476e-21,"3","ECHDC2"
1.51795223183411e-25,0.90639931404901,0.146,0.283,5.5596518443156e-21,"3","SRSF6"
1.64310597306473e-25,0.358628502027762,0.278,0.472,6.0180399369469e-21,"3","BHLHE40"
2.1566948760398e-25,0.849647472362006,0.136,0.266,7.89911065298338e-21,"3","CAND1"
2.65353033452872e-25,0.507259379428497,0.86,0.942,9.71882020324488e-21,"3","MT-ND1"
3.44277782966499e-25,0.955830401387334,0.17,0.318,1.2609518078931e-20,"3","FAM102A"
6.34472273126964e-25,0.713187764856234,0.169,0.316,2.32381814755482e-20,"3","PHIP"
1.63268672315253e-24,0.422446661467856,0.137,0.26,5.97987839221846e-20,"3","DDIT3"
1.91505810462362e-24,0.884505964588342,0.143,0.275,7.01409181399448e-20,"3","SCFD1"
4.79213133160618e-24,0.410900389725933,0.307,0.523,1.75516602151408e-19,"3","ANKRD12"
6.22677919866672e-24,0.611824227043936,0.277,0.493,2.28062014930367e-19,"3","RBM25"
8.79481390375581e-24,0.429927464790251,0.25,0.428,3.2211885403896e-19,"3","MAFF"
1.18813034319619e-23,0.994411016920329,0.13,0.254,4.35164619499036e-19,"3","PUM1"
1.54564240672921e-23,1.02785983615877,0.13,0.254,5.66106987888641e-19,"3","DCAF8"
2.93234956737842e-23,0.712112087901086,0.229,0.411,1.07400235254802e-18,"3","PNN"
5.0320325907088e-23,0.885670797444816,0.19,0.347,1.843032256673e-18,"3","PAWR"
1.05203756462685e-22,0.929781160374308,0.153,0.287,3.85319278420229e-18,"3","NOC2L"
1.35392256873061e-22,1.02831552659605,0.17,0.317,4.95887680023273e-18,"3","SEC31A"
1.81982322196456e-22,0.915496932715195,0.147,0.277,6.66528453276738e-18,"3","NEMF"
1.92155704767469e-22,0.574988251607907,0.269,0.454,7.03789484281334e-18,"3","TOB1"
2.30545337797904e-22,0.896194008355023,0.179,0.327,8.44395354218603e-18,"3","ERBB3"
2.76057297579735e-22,1.68812348528506,0.416,0.446,1.01108745811554e-17,"3","MYO6"
3.50559600134381e-22,0.864812865165888,0.178,0.323,1.28395959145219e-17,"3","RNF213"
5.10050039670461e-22,0.688047983309461,0.167,0.3,1.86810927529703e-17,"3","ZNF292"
7.54561074086334e-22,0.727246016057161,0.192,0.341,2.76365538994861e-17,"3","TPBG"
3.26795946388636e-21,0.909023354146035,0.179,0.324,1.19692283324302e-16,"3","THOC2"
4.86847376207048e-21,0.699093742781092,0.195,0.343,1.78312720009593e-16,"3","JMJD1C"
7.45358109476446e-21,0.790895288063427,0.219,0.385,2.72994861176843e-16,"3","GOLGB1"
3.18712303643367e-20,0.814777111443372,0.252,0.438,1.1673156833242e-15,"3","FAM133B"
3.29379840478059e-20,0.853861080510249,0.201,0.354,1.20638660373494e-15,"3","FLNB"
4.12860649144016e-20,0.903910415687466,0.201,0.355,1.51214341355487e-15,"3","RRBP1"
7.4207182446826e-20,0.769234635867048,0.139,0.252,2.71791226429745e-15,"3","ZC3H12A"
9.64340374717276e-20,0.921243524624401,0.171,0.306,3.53199305643949e-15,"3","SETD5"
1.59972262515452e-19,1.10759437566452,0.149,0.271,5.85914408689094e-15,"3","VCL"
4.11237316731717e-19,1.00752274490648,0.212,0.374,1.50619779626158e-14,"3","SRSF1"
4.19412126822413e-19,0.839893474954189,0.177,0.312,1.53613885569977e-14,"3","TRA2A"
7.47321633639659e-19,0.598450716030293,0.255,0.43,2.73714021536862e-14,"3","FOXP1"
7.85491438845275e-19,0.935004822685493,0.222,0.389,2.8769409439147e-14,"3","COPA"
8.69583481089874e-19,1.0007869284635,0.167,0.298,3.18493645783977e-14,"3","ABHD11"
2.01078164473089e-18,0.911112413818628,0.145,0.259,7.36468885199136e-14,"3","MT-ND6"
4.28681235720952e-18,0.913107617010107,0.167,0.293,1.57008789395156e-13,"3","NECTIN4"
9.73762926303713e-18,0.946631255751061,0.15,0.265,3.56650409387998e-13,"3","MTRNR2L12"
1.01926869001568e-17,1.16842661030459,0.147,0.263,3.73317350405143e-13,"3","EXOC7"
1.70608340311294e-17,0.264744601347436,0.278,0.433,6.24870107224146e-13,"3","EGR1"
2.01766092492243e-17,1.07573834535077,0.151,0.269,7.38988490362088e-13,"3","GGA1"
3.04120176285882e-17,0.915430283900975,0.225,0.385,1.11387055766467e-12,"3","AFF4"
3.12973403982331e-17,2.06902834623993,0.284,0.258,1.14629638942569e-12,"3","KCNQ1OT1"
4.19052645077603e-17,1.12306962111466,0.171,0.3,1.53482221786123e-12,"3","CTNND1"
4.63135078928624e-17,0.786921370565685,0.192,0.325,1.69627854008398e-12,"3","GCC2"
4.73284214219831e-17,1.11300993333677,0.141,0.251,1.73345076300155e-12,"3","TMEM41B"
8.74762442223274e-17,0.29752725466526,0.41,0.663,3.20390492088696e-12,"3","SRSF2"
8.94048434273798e-17,0.99758101194925,0.176,0.303,3.27454179537121e-12,"3","BDP1"
1.11148020423767e-16,0.901329119364989,0.234,0.397,4.07090739604088e-12,"3","ADAR"
1.5286899750625e-16,1.10373126609723,0.533,0.655,5.59897990266393e-12,"3","HNRNPU"
2.37513407132774e-16,0.268345071097009,0.185,0.3,8.69916604964498e-12,"3","LINC-PINT"
2.69255453654423e-16,0.886390619842912,0.187,0.305,9.86175024554691e-12,"3","ARHGAP29"
3.47439967988228e-16,1.11251562625573,0.655,0.812,1.27253362675368e-11,"3","DDX5"
7.16182610405551e-16,0.9263021596205,0.205,0.347,2.62309042887137e-11,"3","MACF1"
1.16879389119339e-15,0.9836183123445,0.209,0.352,4.28082450588489e-11,"3","PHF14"
1.86943744810716e-15,1.10144266565466,0.168,0.284,6.84700159743729e-11,"3","PARD6B"
1.99431212225559e-15,0.598833974568793,0.347,0.537,7.30436757897331e-11,"3","NUCB2"
2.13300972944027e-15,0.770522407556987,0.239,0.394,7.81236143504794e-11,"3","RSRP1"
2.4717994879122e-15,0.87897076908287,0.175,0.293,9.05321280442723e-11,"3","ZBTB43"
3.23442736540391e-15,0.881189435682226,0.169,0.285,1.18464136685284e-10,"3","FNBP4"
3.40214105656011e-15,1.04399893431773,0.194,0.327,1.24606818337571e-10,"3","MARK3"
4.48270685725828e-15,1.0469884328305,0.171,0.291,1.64183621353942e-10,"3","ATF6B"
1.01530036306641e-14,0.861142670084494,0.201,0.328,3.71863910976705e-10,"3","FASN"
1.37073515414585e-14,0.420447477990338,0.647,0.673,5.02045457557459e-10,"3","CLDN4"
1.41710221725255e-14,1.1298067636639,0.162,0.273,5.1902785809092e-10,"3","PVT1"
4.07607166404783e-14,0.45880217606527,0.288,0.455,1.49290200767416e-09,"3","TAF1D"
4.27867936002013e-14,1.03221368760395,0.172,0.287,1.56710910240097e-09,"3","PPP1R10"
4.367962976082e-14,0.618831613580387,0.334,0.545,1.59981011961979e-09,"3","TRA2B"
1.023948721106e-13,0.828794396043503,0.262,0.431,3.75031458592285e-09,"3","FNIP1"
1.25665340499911e-13,1.03115142076717,0.154,0.257,4.60261876114972e-09,"3","THUMPD3-AS1"
1.52278264481863e-13,1.34503906298916,0.171,0.289,5.57734371491273e-09,"3","LINC00665"
2.80961453077417e-13,0.972180643725003,0.179,0.292,1.02904941804135e-08,"3","SNHG3"
3.19808055018349e-13,0.659158547539211,0.277,0.439,1.17132898231021e-08,"3","BCAM"
3.30639411842593e-13,0.691144317802889,0.659,0.771,1.21099990981468e-08,"3","KLF6"
3.69201068938496e-13,1.22568587820714,0.158,0.264,1.35223583509414e-08,"3","RHOT2"
4.79308116838712e-13,0.905104722681228,0.23,0.372,1.75551390873347e-08,"3","SLC38A2"
6.30651484218854e-13,1.08808369525422,0.156,0.257,2.30982412609997e-08,"3","ESR1"
6.60523823949313e-13,0.782758093998037,0.299,0.486,2.41923455759675e-08,"3","GPBP1"
1.10073798730929e-12,0.567985984319154,0.33,0.49,4.03156295231902e-08,"3","CLU"
1.31511140541475e-12,1.59762554024224,0.384,0.416,4.81672703347207e-08,"3","AC020916.1"
1.57201473373106e-12,1.12852021853276,0.172,0.283,5.75766116376337e-08,"3","SUN1"
1.69105022237675e-12,0.643568684216202,0.244,0.381,6.1936405444771e-08,"3","CRACR2B"
1.79306672685146e-12,1.86879524018968,0.366,0.403,6.56728619376614e-08,"3","POLR2J3"
