"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,0.544278908595293,0.812,0.449,0,"0","NDUFA2"
0,1.28886935222687,0.584,0.221,0,"0","FOXA1"
0,0.831472108931503,0.592,0.229,0,"0","TRAPPC6A"
0,1.22169419315578,0.71,0.348,0,"0","EFNA1"
0,0.594721667268826,0.779,0.418,0,"0","NAXE"
0,0.708484788875074,0.796,0.435,0,"0","TMEM219"
0,1.25687951463267,0.531,0.17,0,"0","ESR1"
0,0.733959702409754,0.635,0.275,0,"0","DNPH1"
0,0.541445816017628,0.81,0.451,0,"0","NDUFS6"
0,0.683673252371738,0.906,0.547,0,"0","POLR2L"
0,0.537537165012362,0.801,0.443,0,"0","NUCB2"
0,0.617567415150682,0.772,0.414,0,"0","BANF1"
0,0.451995670721608,0.831,0.474,0,"0","NDUFB7"
0,0.598459824202401,0.692,0.335,0,"0","UQCC2"
0,0.636180219374695,0.934,0.578,0,"0","PEBP1"
0,0.848849216191172,0.613,0.257,0,"0","EFHD1"
0,0.58068110105869,0.846,0.49,0,"0","TOMM6"
0,0.353381456290752,0.717,0.361,0,"0","EVL"
0,0.862366180530293,0.62,0.265,0,"0","TRPS1"
0,0.733219023398797,0.618,0.263,0,"0","BSCL2"
0,0.379302813350675,0.855,0.501,0,"0","HSPA1A"
0,0.554659736634732,0.69,0.336,0,"0","MRPL24"
0,0.43307162789799,0.764,0.411,0,"0","MRPL55"
0,0.652982136655038,0.64,0.287,0,"0","HACD3"
0,0.576632861660158,0.691,0.338,0,"0","CENPX"
0,0.487349987184868,0.774,0.422,0,"0","TMEM230"
0,0.750469123441512,0.608,0.256,0,"0","PNKD"
0,0.516250094467036,0.738,0.386,0,"0","TMEM14B"
0,0.973086619898933,0.688,0.336,0,"0","MAFF"
0,0.409319656676222,0.651,0.3,0,"0","HSPA1B"
0,0.607183174219364,0.663,0.312,0,"0","MRPS26"
0,0.474874682463565,0.771,0.421,0,"0","NDUFC1"
0,0.529994206093003,0.734,0.384,0,"0","DUSP23"
0,0.676661748340321,0.888,0.538,0,"0","MZT2A"
0,0.593642101226846,0.746,0.397,0,"0","IRF2BP2"
0,0.445782261318472,0.653,0.305,0,"0","REX1BD"
0,0.645979805273547,0.737,0.389,0,"0","CD46"
0,0.567164964641337,0.617,0.269,0,"0","HMGN3"
0,0.681557461444134,0.695,0.347,0,"0","GTF2I"
0,0.669211132919338,0.869,0.522,0,"0","S100A13"
0,0.504696677305049,0.866,0.519,0,"0","NDUFC2"
0,0.599812559982428,0.865,0.518,0,"0","DNAJB1"
0,0.519260446502464,0.759,0.413,0,"0","TMEM14C"
0,0.751279196826784,0.902,0.556,0,"0","DBI"
0,0.496442006367756,0.715,0.37,0,"0","SCP2"
0,0.741961711414994,0.888,0.543,0,"0","GLUL"
0,0.788567742416385,0.599,0.254,0,"0","RABEP1"
0,0.544951954541589,0.771,0.428,0,"0","FIS1"
0,0.782704720918837,0.647,0.304,0,"0","COA3"
0,0.469292677838012,0.718,0.375,0,"0","COX14"
0,0.941786507882835,0.583,0.24,0,"0","ERBB3"
0,0.891284813699496,0.927,0.585,0,"0","MZT2B"
0,0.415846276865611,0.76,0.418,0,"0","DDAH2"
0,1.11686050646301,0.511,0.169,0,"0","RERG"
0,1.09783156983208,0.562,0.221,0,"0","TCEAL1"
0,1.10281756043486,0.94,0.599,0,"0","FOS"
0,0.608470556283785,0.743,0.402,0,"0","NECTIN2"
0,1.01327956804027,0.564,0.224,0,"0","TP53TG1"
0,0.767409064635912,0.604,0.264,0,"0","PRXL2A"
0,0.47287361370945,0.708,0.369,0,"0","ATRAID"
0,0.813046673247928,0.688,0.349,0,"0","CCND1"
0,0.420143978292653,0.827,0.488,0,"0","GPRC5A"
0,0.449630468523125,0.732,0.393,0,"0","MRPL57"
0,0.626646639750059,0.674,0.336,0,"0","EMP2"
0,0.461299428460027,0.684,0.347,0,"0","GGCT"
0,0.725714427847155,0.665,0.328,0,"0","PKIB"
0,0.678408751488087,0.591,0.254,0,"0","IGFBP4"
0,0.397333278254827,0.731,0.394,0,"0","PHB"
