"integrated_rank","gene","final_integrated_score","final_tier","adjusted_biomarker_score","biomarker_score","avg_log2FC","absolute_log2FC","pct.1","pct.2","prevalence_difference","mean_sample_prevalence","minimum_sample_prevalence","maximum_sample_prevalence","consistency_category","sample_consistency_score","specificity_score","prevalence_score","significance_score","high_priority","robust_3sample","final_biological_category","biological_class","GO_BP_support","GO_CC_support","GO_MF_support","KEGG_support","pathway_support","epithelial_relevance","proliferation_relevance","mitochondrial_relevance","stress_relevance","metabolic_flag","biological_review_flag","strong_candidate","strong_3sample","review_category","final_review_status","pathway_support_score","biological_relevance_score","consistency_penalty","review_penalty","final_biological_score","tumor_priority_score","OXPHOS_priority_score","final_panel_rank"
7,"PRSS23",0.731177175465214,"Tier_1_Strong_Tumor_Relevant",0.767050935819276,0.767050935819276,1.57640748655421,1.57640748655421,0.739,0.378,0.361,0.758410723407786,0.465789473684211,0.920863309352518,"Consistent_3_of_3",1,0.361,0.739,1,TRUE,TRUE,"Epithelial_Tumor_Relevant","Epithelial_TumorAssociated",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Tumor_Epithelial","Standard",2,0.683410187163855,0,0,0.683410187163855,0.738467827536747,0.817915280745783,1
47,"EPN3",0.675747068071565,"Tier_1_Strong_Tumor_Relevant",0.766,0.766,2.37194040602517,2.37194040602517,0.452,0.074,0.378,0.455457472462142,0.35,0.54874651810585,"Consistent_3_of_3",1,0.378,0.452,1,TRUE,TRUE,"Epithelial_Tumor_Relevant","Epithelial_TumorAssociated",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Tumor_Epithelial","Standard",2,0.6832,0,0,0.6832,0.6841,0.7602,2
9,"FCGRT",0.7279716884174,"Tier_1_Strong_Tumor_Relevant",0.757529975309625,0.757529975309625,1.461839802477,1.461839802477,0.708,0.292,0.416,0.723525211497713,0.37883008356546,0.949640287769784,"Consistent_3_of_3",1,0.416,0.708,1,TRUE,TRUE,"Epithelial_Tumor_Relevant","Epithelial_TumorAssociated",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Tumor_Epithelial","Standard",2,0.681505995061925,0,0,0.681505995061925,0.739935491358369,0.808858992592888,3
93,"ESR1",0.650898007284263,"Tier_1_Strong_Tumor_Relevant",0.717087884107616,0.717087884107616,1.35430307286093,1.35430307286093,0.618,0.247,0.371,0.636625008745386,0.410526315789474,0.805755395683453,"Consistent_3_of_3",1,0.371,0.618,1,TRUE,TRUE,"Epithelial_Tumor_Relevant","Epithelial_TumorAssociated",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Tumor_Epithelial","Standard",0,0.593417576821523,0,0,0.593417576821523,0.698780759437666,0.738726365232285,4
403,"CDK4",0.535867854205297,"Tier_3_Exploratory_Robust",0.556795215571176,0.556795215571176,0.506890945863032,0.506890945863032,0.534,0.328,0.206,0.523763209048653,0.431654676258993,0.660526315789474,"Consistent_3_of_3",1,0.206,0.534,0.969558982255311,FALSE,TRUE,"Proliferation_Relevant","Proliferation_CellCycle",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Proliferation","Standard",2,0.541359043114235,0,0,0.541359043114235,0.592878325449912,0.70927241200965,5
576,"PCNA",0.466408909310927,"Tier_4_Exploratory",0.513843548863385,0.513843548863385,0.555210909682802,0.555210909682802,0.339,0.178,0.161,0.35067117102389,0.284122562674095,0.47841726618705,"Consistent_3_of_3",1,0.161,0.339,0.962947901020231,FALSE,TRUE,"Proliferation_Relevant","Proliferation_CellCycle",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Proliferation","Standard",2,0.532768709772677,0,0,0.532768709772677,0.529845242102185,0.65639524981205,6
21,"ATP5F1A",0.701494756227477,"Tier_2_Strong_Robust_Candidate",0.774782182712209,0.774782182712209,1.78705746169767,1.78705746169767,0.789,0.571,0.218,0.772152054049474,0.564748201438849,0.983286908077994,"Consistent_3_of_3",1,0.218,0.789,1,TRUE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Mitochondrial_OXPHOS","Standard",4,0.514956436542442,0,0,0.514956436542442,0.722573763949273,0.870234654813663,7
30,"ETFB",0.687697613954743,"Tier_2_Strong_Robust_Candidate",0.740547687662161,0.740547687662161,1.38518150129729,1.38518150129729,0.651,0.215,0.436,0.643616641652226,0.58273381294964,0.763157894736842,"Consistent_3_of_3",1,0.436,0.651,1,TRUE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Mitochondrial_OXPHOS","Standard",4,0.508109537532432,0,0,0.508109537532432,0.726591690681756,0.832364306298648,8
10,"HSPA1A",0.726293066147912,"Tier_2_Strong_Robust_Candidate",0.725321816673933,0.725321816673933,0.815374533391467,0.815374533391467,0.961,0.555,0.406,0.961362568060198,0.947075208913649,0.971223021582734,"Consistent_3_of_3",1,0.406,0.961,1,FALSE,TRUE,"Stress_Response","Stress_Response",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,"Standard_candidate",TRUE,TRUE,"Stress_Response","Standard",4,0.505064363334787,0,0,0.505064363334787,0.777262635835877,0.88979654500218,9
15,"COX7B",0.705287673580521,"Tier_2_Strong_Robust_Candidate",0.724587398228997,0.724587398228997,1.13909918583198,1.13909918583198,0.957,0.753,0.204,0.955456312270225,0.935251798561151,0.991643454038997,"Consistent_3_of_3",1,0.204,0.957,1,TRUE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Mitochondrial_OXPHOS","Standard",4,0.504917479645799,0,0,0.504917479645799,0.735805589380149,0.888776219468699,10
22,"COX8A",0.699713647123647,"Tier_2_Strong_Robust_Candidate",0.71394587758215,0.71394587758215,1.0635670206572,1.0635670206572,0.981,0.807,0.174,0.982162541481256,0.968421052631579,0.989208633093525,"Consistent_3_of_3",1,0.174,0.981,1,FALSE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Mitochondrial_OXPHOS","Standard",4,0.50278917551643,0,0,0.50278917551643,0.730881057153753,0.890383763274645,11
40,"NDUFB5",0.678153746151341,"Tier_2_Strong_Robust_Candidate",0.70713435500549,0.70713435500549,1.09387484004392,1.09387484004392,0.784,0.466,0.318,0.770065536780369,0.615107913669065,0.863509749303621,"Consistent_3_of_3",1,0.318,0.784,1,TRUE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Mitochondrial_OXPHOS","Standard",4,0.501426871001098,0,0,0.501426871001098,0.717897024251922,0.848940306501647,12
35,"MDH2",0.682656071180685,"Tier_2_Strong_Robust_Candidate",0.703877645922375,0.703877645922375,1.058221167379,1.058221167379,0.892,0.676,0.216,0.887108509937395,0.820143884892086,0.983286908077994,"Consistent_3_of_3",1,0.216,0.892,1,TRUE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Mitochondrial_OXPHOS","Standard",4,0.500775529184475,0,0,0.500775529184475,0.717957176072831,0.869563293776713,13
231,"SORD",0.596786388765997,"Tier_3_Exploratory_Robust",0.702755015090049,0.702755015090049,1.58524012072039,1.58524012072039,0.492,0.211,0.281,0.488809755596783,0.314763231197772,0.655263157894737,"Consistent_3_of_3",1,0.281,0.492,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Other_Research_Candidate","Standard",4,0.50055100301801,0,0,0.50055100301801,0.650564255281517,0.789226504527015,14
39,"CYC1",0.678760804154267,"Tier_2_Strong_Robust_Candidate",0.699357163119656,0.699357163119656,1.01405730495725,1.01405730495725,0.849,0.585,0.264,0.83788165479931,0.712230215827338,0.930362116991644,"Consistent_3_of_3",1,0.264,0.849,1,TRUE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Mitochondrial_OXPHOS","Standard",4,0.499871432623931,0,0,0.499871432623931,0.71737500709188,0.859607148935897,15
37,"ATP5F1B",0.679362492992467,"Tier_2_Strong_Robust_Candidate",0.694559422061715,0.694559422061715,0.966075376493722,0.966075376493722,0.896,0.673,0.223,0.888597545947995,0.802158273381295,0.96100278551532,"Consistent_3_of_3",1,0.223,0.896,1,FALSE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Mitochondrial_OXPHOS","Standard",4,0.498911884412343,0,0,0.498911884412343,0.7168957977216,0.867567826618515,16
28,"COX5B",0.689992131137538,"Tier_2_Strong_Robust_Candidate",0.694250790629771,0.694250790629771,0.896406325038166,0.896406325038166,0.986,0.811,0.175,0.986226658608606,0.984210526315789,0.988857938718663,"Consistent_3_of_3",1,0.175,0.986,1,FALSE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Mitochondrial_OXPHOS","Standard",4,0.498850158125954,0,0,0.498850158125954,0.72518777672042,0.885475237188931,17
95,"MRPS7",0.649998241181109,"Tier_3_Exploratory_Robust",0.687921179692176,0.687921179692176,0.946569437537409,0.946569437537409,0.745,0.392,0.353,0.739689022861758,0.690647482014389,0.823684210526316,"Consistent_3_of_3",1,0.353,0.745,1,FALSE,TRUE,"Other_Candidate","Other_Candidate",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Other_Research_Candidate","Standard",4,0.497584235938435,0,0,0.497584235938435,0.710372412892262,0.835376353907653,18
195,"PDHB",0.60961618221682,"Tier_3_Exploratory_Robust",0.687319614079493,0.687319614079493,1.27135691263594,1.27135691263594,0.562,0.232,0.33,0.545531116522996,0.345323741007194,0.6991643454039,"Consistent_3_of_3",1,0.33,0.562,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Other_Research_Candidate","Standard",4,0.497463922815899,0,0,0.497463922815899,0.668961864927823,0.798595884223848,19
207,"CYB561",0.603459188541566,"Tier_3_Exploratory_Robust",0.687035200747529,0.687035200747529,1.34428160598023,1.34428160598023,0.583,0.321,0.262,0.61105812315402,0.303621169916435,0.953237410071942,"Consistent_3_of_3",1,0.262,0.583,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Other_Research_Candidate","Standard",4,0.497407040149506,0,0,0.497407040149506,0.659462320261635,0.802710560224259,20
32,"COX5A",0.684395716904917,"Tier_2_Strong_Robust_Candidate",0.686557889505941,0.686557889505941,0.828463116047528,0.828463116047528,0.947,0.729,0.218,0.947188116681556,0.928947368421053,0.966573816155989,"Consistent_3_of_3",1,0.218,0.947,1,FALSE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Mitochondrial_OXPHOS","Standard",4,0.497311577901188,0,0,0.497311577901188,0.723295261327079,0.875367366851782,21
150,"MRPS23",0.62772308889957,"Tier_3_Exploratory_Robust",0.685067597800949,0.685067597800949,1.09654078240759,1.09654078240759,0.655,0.32,0.335,0.66906696311328,0.518105849582173,0.841726618705036,"Consistent_3_of_3",1,0.335,0.655,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Other_Research_Candidate","Standard",4,0.49701351956019,0,0,0.49701351956019,0.687773659230332,0.816520279340285,22
36,"UQCR10",0.68245030629408,"Tier_2_Strong_Robust_Candidate",0.685026324311889,0.685026324311889,0.837010594495108,0.837010594495108,0.964,0.776,0.188,0.964983052408682,0.936842105263158,0.983286908077994,"Consistent_3_of_3",1,0.188,0.964,1,FALSE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Mitochondrial_OXPHOS","Standard",4,0.497005264862378,0,0,0.497005264862378,0.720159213509161,0.878307897293567,23
29,"NDUFB7",0.689624893148779,"Tier_2_Strong_Robust_Candidate",0.684980285276756,0.684980285276756,0.74224228221405,0.74224228221405,0.931,0.651,0.28,0.931520427991282,0.928947368421053,0.935251798561151,"Consistent_3_of_3",1,0.28,0.931,1,FALSE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Mitochondrial_OXPHOS","Standard",4,0.496996057055351,0,0,0.496996057055351,0.731943099846865,0.871694085583027,24
89,"MRPL27",0.651602935560356,"Tier_2_Strong_Robust_Candidate",0.684215857260936,0.684215857260936,0.899326858087485,0.899326858087485,0.785,0.461,0.324,0.793042803698692,0.735376044568245,0.888489208633094,"Consistent_3_of_3",1,0.324,0.785,1,FALSE,TRUE,"Other_Candidate","Other_Candidate",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Other_Research_Candidate","Standard",4,0.496843171452187,0,0,0.496843171452187,0.711275550041328,0.842264757178281,25
34,"NDUFB9",0.683514994591374,"Tier_2_Strong_Robust_Candidate",0.682063756237649,0.682063756237649,0.787710049901196,0.787710049901196,0.97,0.772,0.198,0.969924362518488,0.955263157894737,0.983286908077994,"Consistent_3_of_3",1,0.198,0.97,1,FALSE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Mitochondrial_OXPHOS","Standard",4,0.49641275124753,0,0,0.49641275124753,0.722322314683177,0.878619126871295,26
31,"NDUFB10",0.684466735445208,"Tier_2_Strong_Robust_Candidate",0.681885747721626,0.681885747721626,0.751085981773012,0.751085981773012,0.925,0.66,0.265,0.924405445589284,0.899721448467967,0.952631578947368,"Consistent_3_of_3",1,0.265,0.925,1,FALSE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Mitochondrial_OXPHOS","Standard",4,0.496377149544325,0,0,0.496377149544325,0.726660011702569,0.869565724316488,27
105,"MRPS26",0.647450135427186,"Tier_3_Exploratory_Robust",0.681855674749395,0.681855674749395,0.89964539799516,0.89964539799516,0.764,0.431,0.333,0.774430477608823,0.707520891364902,0.892086330935252,"Consistent_3_of_3",1,0.333,0.764,1,FALSE,TRUE,"Other_Candidate","Other_Candidate",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Other_Research_Candidate","Standard",4,0.496371134949879,0,0,0.496371134949879,0.708049486162288,0.837356702424819,28
124,"MRPS12",0.640412242256878,"Tier_3_Exploratory_Robust",0.681605864328952,0.681605864328952,0.964846914631618,0.964846914631618,0.752,0.449,0.303,0.729961007004395,0.489208633093525,0.878947368421053,"Consistent_3_of_3",1,0.303,0.752,1,FALSE,TRUE,"Other_Candidate","Other_Candidate",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Other_Research_Candidate","Standard",4,0.49632117286579,0,0,0.49632117286579,0.699562052515133,0.834881759298686,29
45,"UQCRH",0.675785282088052,"Tier_2_Strong_Robust_Candidate",0.679926562090905,0.679926562090905,0.841012496727239,0.841012496727239,0.971,0.818,0.153,0.970596605840969,0.956834532374101,0.994428969359331,"Consistent_3_of_3",1,0.153,0.971,1,FALSE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Mitochondrial_OXPHOS","Standard",4,0.495985312418181,0,0,0.495985312418181,0.712774296731817,0.878177968627271,30
144,"MRPL12",0.629858792246829,"Tier_3_Exploratory_Robust",0.678882179912325,0.678882179912325,1.0118574392986,1.0118574392986,0.7,0.388,0.312,0.682098326616525,0.492805755395683,0.823684210526316,"Consistent_3_of_3",1,0.312,0.7,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Other_Research_Candidate","Standard",4,0.495776435982465,0,0,0.495776435982465,0.690008762969314,0.823664653973698,31
114,"SELENOT",0.644162772240566,"Tier_3_Exploratory_Robust",0.677440091866903,0.677440091866903,0.888320734935225,0.888320734935225,0.792,0.502,0.29,0.773878577829717,0.58273381294964,0.892105263157895,"Consistent_3_of_3",1,0.29,0.792,1,FALSE,TRUE,"Other_Candidate","Other_Candidate",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Other_Research_Candidate","Standard",4,0.495488018373381,0,0,0.495488018373381,0.703504032153416,0.841632027560071,32
94,"NDUFS2",0.650355760092151,"Tier_2_Strong_Robust_Candidate",0.676793320495267,0.676793320495267,0.956746563962134,0.956746563962134,0.761,0.486,0.275,0.756159142470513,0.683453237410072,0.871866295264624,"Consistent_3_of_3",1,0.275,0.761,1,FALSE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Mitochondrial_OXPHOS","Standard",4,0.495358664099053,0,0,0.495358664099053,0.694077662173343,0.83523799614858,33
74,"NDUFA12",0.66182174262231,"Tier_2_Strong_Robust_Candidate",0.67501065194601,0.67501065194601,0.822485215568076,0.822485215568076,0.785,0.459,0.326,0.776931851381525,0.690647482014389,0.821727019498607,"Consistent_3_of_3",1,0.326,0.785,1,FALSE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Mitochondrial_OXPHOS","Standard",4,0.495002130389202,0,0,0.495002130389202,0.708453728181104,0.839503195583803,34
49,"NDUFA1",0.675077224677425,"Tier_2_Strong_Robust_Candidate",0.67348070392601,0.67348070392601,0.735045631408079,0.735045631408079,0.926,0.694,0.232,0.926038345397571,0.902631578947368,0.958217270194986,"Consistent_3_of_3",1,0.232,0.926,1,FALSE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Mitochondrial_OXPHOS","Standard",4,0.494696140785202,0,0,0.494696140785202,0.717318246374104,0.867244211177803,35
102,"NDUFA8",0.647985164378658,"Tier_3_Exploratory_Robust",0.671864627090596,0.671864627090596,0.90451701672477,0.90451701672477,0.744,0.444,0.3,0.736628981523768,0.643884892086331,0.813370473537604,"Consistent_3_of_3",1,0.3,0.744,1,FALSE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Mitochondrial_OXPHOS","Standard",4,0.494372925418119,0,0,0.494372925418119,0.693952619481709,0.830359388127179,36
136,"MRPL23",0.63355914902705,"Tier_3_Exploratory_Robust",0.671817497084747,0.671817497084747,0.891339976677975,0.891339976677975,0.732,0.412,0.32,0.724535053089327,0.651079136690647,0.781578947368421,"Consistent_3_of_3",1,0.32,0.732,1,FALSE,TRUE,"Other_Candidate","Other_Candidate",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Other_Research_Candidate","Standard",4,0.494363499416949,0,0,0.494363499416949,0.695536123979661,0.827945249125424,37
41,"IDH2",0.677867804054534,"Tier_2_Strong_Robust_Candidate",0.670927365297269,0.670927365297269,0.660218922378154,0.660218922378154,0.908,0.624,0.284,0.901316097100329,0.838129496402878,0.960526315789474,"Consistent_3_of_3",1,0.284,0.908,1,FALSE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Mitochondrial_OXPHOS","Standard",4,0.494185473059454,0,0,0.494185473059454,0.723224577854044,0.862878209589181,38
55,"NDUFB4",0.672060477631703,"Tier_2_Strong_Robust_Candidate",0.669011888572467,0.669011888572467,0.723295108579735,0.723295108579735,0.96,0.777,0.183,0.959491881644955,0.944736842105263,0.98050139275766,"Consistent_3_of_3",1,0.183,0.96,1,FALSE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Mitochondrial_OXPHOS","Standard",4,0.493802377714493,0,0,0.493802377714493,0.712754161000363,0.87270356657174,39
300,"COX11",0.569418642386706,"Tier_3_Exploratory_Robust",0.664678785150076,0.664678785150076,1.32863028120061,1.32863028120061,0.455,0.167,0.288,0.459511604907542,0.423684210526316,0.503597122302158,"Consistent_3_of_3",1,0.288,0.455,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Other_Research_Candidate","Standard",4,0.492935757030015,0,0,0.492935757030015,0.631237574802527,0.770403635545023,40
68,"NDUFA7",0.665890917795199,"Tier_2_Strong_Robust_Candidate",0.662635773493152,0.662635773493152,0.651486187945216,0.651486187945216,0.868,0.58,0.288,0.872488035081391,0.839473684210526,0.91726618705036,"Consistent_3_of_3",1,0.288,0.868,1,FALSE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Mitochondrial_OXPHOS","Standard",4,0.49252715469863,0,0,0.49252715469863,0.713122520722603,0.852390732047946,41
179,"MRPL40",0.617205857134868,"Tier_3_Exploratory_Robust",0.662572256799186,0.662572256799186,0.900578054393485,0.900578054393485,0.663,0.326,0.337,0.652398556158738,0.543165467625899,0.731578947368421,"Consistent_3_of_3",1,0.337,0.663,1,FALSE,TRUE,"Other_Candidate","Other_Candidate",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Other_Research_Candidate","Standard",4,0.492514451359837,0,0,0.492514451359837,0.681900289879715,0.811371677039756,42
62,"NDUFS6",0.667746100131695,"Tier_2_Strong_Robust_Candidate",0.662463999645813,0.662463999645813,0.640511997166507,0.640511997166507,0.889,0.616,0.273,0.887149538542454,0.866295264623955,0.921052631578947,"Consistent_3_of_3",1,0.273,0.889,1,FALSE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Mitochondrial_OXPHOS","Standard",4,0.492492799929163,0,0,0.492492799929163,0.714262399876034,0.856539199893744,43
138,"NDUFS3",0.633010436249248,"Tier_3_Exploratory_Robust",0.659863118127973,0.659863118127973,0.866104945023785,0.866104945023785,0.685,0.362,0.323,0.674962302552035,0.550359712230216,0.777158774373259,"Consistent_3_of_3",1,0.323,0.685,1,FALSE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Mitochondrial_OXPHOS","Standard",4,0.491972623625595,0,0,0.491972623625595,0.682552091344791,0.814958935438392,44
97,"CALR",0.649503477513745,"Tier_3_Exploratory_Robust",0.658491794373848,0.658491794373848,0.626334354990783,0.626334354990783,0.901,0.651,0.25,0.897806428658569,0.838440111420613,0.973684210526316,"Consistent_3_of_3",1,0.25,0.901,1,FALSE,TRUE,"Other_Candidate","Other_Candidate",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Other_Research_Candidate","Standard",4,0.49169835887477,0,0,0.49169835887477,0.710672128030847,0.857747538312154,45
260,"MRPS18A",0.586810772944466,"Tier_3_Exploratory_Robust",0.658414429799644,0.658414429799644,1.10891543839715,1.10891543839715,0.554,0.259,0.295,0.547557549913742,0.482014388489209,0.586842105263158,"Consistent_3_of_3",1,0.295,0.554,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Other_Research_Candidate","Standard",4,0.491682885959929,0,0,0.491682885959929,0.650245050429875,0.788324328939893,46
184,"NDUFV1",0.614697415224058,"Tier_3_Exploratory_Robust",0.657756162644686,0.657756162644686,0.99804930115749,0.99804930115749,0.621,0.327,0.294,0.597444325729857,0.345323741007194,0.786842105263158,"Consistent_3_of_3",1,0.294,0.621,1,FALSE,TRUE,"Mitochondrial_Metabolic","Mitochondrial_OXPHOS",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,"Standard_candidate",TRUE,TRUE,"Mitochondrial_OXPHOS","Standard",4,0.491551232528937,0,0,0.491551232528937,0.66321465692564,0.801526848793406,47
