"total_step24_candidates","strong_candidates","strong_3sample_candidates","consistent_3_of_3","consistent_2_of_3","sample_specific","final_panel_size","tumor_epithelial_panel","OXPHOS_panel","proliferation_panel","other_panel"
986,762,615,626,282,78,50,4,28,2,16
