gene,coefficient,test_sample
PFDN6,-0.04616139642769982,BC11
WNK1,-0.12705419576801205,BC11
DEDD2,0.10343128509692077,BC11
PREX1,0.014902537066138852,BC11
GOT2,-0.05276216668686398,BC11
DDX42,-0.06218057068756732,BC11
PIGS,-0.012814328587501977,BC11
MSMB,-0.07273459357485962,BC11
ISOC1,0.1732864127302142,BC11
RBL2,0.06633141546778544,BC11
NPEPL1,0.04520141349580493,BC11
TRPT1,0.010218558372441315,BC11
HOXB7,0.1639326352596514,BC11
SCNN1A,0.05552248768123429,BC11
SLC35E3,0.05750937811441874,BC11
ZNF587,-0.09415291387893984,BC11
CTPS2,-0.028369539482108727,BC11
MB,0.15459043065270733,BC11
FAM89B,0.16182171545700585,BC11
UBE2S,0.05319993244758485,BC11
FBLN1,0.1305989993048302,BC11
RAB1B,0.02492591977023966,BC11
NUDT9,0.056940156224284104,BC11
TXNDC15,0.0006234315667673733,BC11
ZCCHC10,0.040442970204825,BC11
CRBN,-0.04281671578574443,BC11
RING1,0.003941871415610299,BC11
SUMF1,-0.033712793911078565,BC11
MYLIP,0.17207068698915706,BC11
PCP2,0.045068491556592885,BC11
MRPL45,0.1686044492677295,BC11
KLHDC3,0.06981227678673202,BC11
INO80C,0.08073489319143466,BC11
LY6K,0.4647927749805045,BC11
ADCY1,-0.020349721024586948,BC11
JARID2,0.030231591698726207,BC11
TPP1,-0.04580694252943017,BC11
HAUS1,0.22611291491777954,BC11
TMEM54,0.015605697294833906,BC11
ADIPOR2,0.009305565130402087,BC11
PTPRA,0.017361150320757888,BC11
ZNF444,0.036168597492069646,BC11
MAGED1,-0.1858317666427499,BC11
OAZ3,0.07723929821367445,BC11
AIP,0.2031888382054647,BC11
MRS2,0.11415840051625896,BC11
SMC4,-0.0027457286680026742,BC11
SLC2A4RG,0.040935377826926196,BC11
DCAF10,-0.05845214272038205,BC11
STX16,-0.11039632605224338,BC11
ATPAF1,0.0023235215301942586,BC11
DYNC1LI2,-0.10232610410974564,BC11
NFATC4,0.3203226454750364,BC11
DHRSX,0.22954256515922652,BC11
GOLM2,-0.03097133672865301,BC11
HOXC10,0.11345907948829193,BC11
MDM2,0.05199185244279586,BC11
CMTM8,0.12538656542962504,BC11
MAGI1,-0.1797743883126149,BC11
NCOA4,0.11523867367309668,BC11
G6PC3,0.07097010720723451,BC11
ZFAND2A,0.029098062596599385,BC11
IDH3B,-0.041397976927987815,BC11
SERPINI1,0.3620344049592392,BC11
NABP2,0.04440966680992384,BC11
SLC25A1,-0.11062046527740409,BC11
AC008268.1,-0.05410028928518701,BC11
ASXL1,0.021081363809140483,BC11
GNS,0.027195458183321947,BC11
MBTPS1,0.024253549619282493,BC11
NSL1,0.14865468319644737,BC11
MAT2A,-0.06376694501327165,BC11
STYXL1,0.07205786649814092,BC11
NSD1,0.08162085123619711,BC11
SRARP,0.01996274917237546,BC11
TUG1,-0.02101922050398934,BC11
ELP5,0.08076167168795223,BC11
COG2,0.04567341493059027,BC11
RGS16,0.21065052888465047,BC11
MINDY1,0.057877754906055054,BC11
USP9X,0.06794229742779846,BC11
BATF,-0.02355139417048456,BC11
ZNF75A,-0.007855948116141513,BC11
AFTPH,-0.12816855840759778,BC11
MLST8,-0.07880517836150779,BC11
ACOT8,-0.12177309372811973,BC11
MRPL2,0.11174071877046213,BC11
TRAK1,0.024021373704354882,BC11
CEACAM6,0.26056707451192745,BC11
NSMCE4A,-0.009895214374001952,BC11
CHMP1A,-0.023252902147011874,BC11
NECAP1,0.11479262890983696,BC11
AC018521.5,0.0064754765309707404,BC11
SMARCD2,0.042067356030117124,BC11
GAA,0.004940109793853927,BC11
NFYC,0.047287279375880516,BC11
CZIB,0.056862544377595275,BC11
CFD,0.08718848960290695,BC11
IRS1,-0.04195493770335707,BC11
LMTK3,-0.018619738635043633,BC11
AMFR,0.08564230279647556,BC11
PPP1R37,0.017676265432015434,BC11
ANKRD11,-0.07467722123440844,BC11
GPRC5C,-0.02698524049300204,BC11
OLMALINC,0.03938100335144745,BC11
STK24,-0.09178194282915698,BC11
TSPYL2,-0.10608876896693423,BC11
INSIG1,-0.12874069804443197,BC11
SIRT2,0.06686273074711613,BC11
EPM2AIP1,-0.0193700972523368,BC11
NDRG3,-0.007146064218510636,BC11
MAVS,-0.09182971239980477,BC11
ZMPSTE24,-0.04326592260041241,BC11
ROGDI,0.036838660600761186,BC11
PDCD7,-0.07682386287954443,BC11
ENPP5,0.17727298506250705,BC11
SYT13,0.3125556096525246,BC11
ELOVL2,0.26381800891240215,BC11
ATP6V1A,-0.040159589856398774,BC11
ANKRD40,-0.005449340239778466,BC11
SLC27A2,0.27282724820123816,BC11
CMC4,0.00982846934449064,BC11
GEMIN8,0.1722558533711917,BC11
ZNF688,0.044225531232670534,BC11
MRPS25,-0.06640068380719116,BC11
POLR1H,-0.0024257668747591343,BC11
TBCC,0.023851450625077424,BC11
MTERF2,-0.021094931085423846,BC11
KCNK15,0.11094653764301854,BC11
ACP5,-0.024951803749466255,BC11
CDK12,0.12178412334714116,BC11
ATF7,0.029873247774670195,BC11
KDM2A,-0.07833289753180449,BC11
NCOA3,0.1304916681279666,BC11
FGF2,0.4046575862289679,BC11
TIMM10B,0.027213557191577024,BC11
GUCD1,-0.06354935791558332,BC11
PAK4,-0.005020673508002329,BC11
MOAP1,-0.0974374333659972,BC11
WWOX,0.3045181502700702,BC11
COQ9,-0.013866267837800284,BC11
PANK3,-0.0744063380950068,BC11
SLC35C2,0.13868874382794946,BC11
RITA1,0.07032407225093892,BC11
RELL1,-0.03354894043898452,BC11
RAMP2,0.008431685405414016,BC11
ALDH7A1,0.13195894529634292,BC11
HIBADH,-0.04448832540769713,BC11
SKA2,0.09114239698539726,BC11
SLC9A3R2,-0.0411742298211764,BC11
VPS26B,-0.1033110227932438,BC11
HID1,-0.1674842865027943,BC11
SDSL,0.03183004777529731,BC11
GSE1,-0.06015978603568542,BC11
SAMM50,0.054191313056481547,BC11
POR,-0.019894358916825852,BC11
DNAJA3,0.12686617514049642,BC11
MRPL15,0.09739927160185777,BC11
TAF10,0.040863517724715345,BC11
BRAF,-0.0923088181009384,BC11
CXCL17,0.3946166066770454,BC11
LTBP4,-0.06544728268561446,BC11
CLEC3A,0.15705423613056427,BC11
PCYOX1,0.00023804476239323684,BC11
CALCOCO2,-0.06216495616967055,BC11
NSF,-0.014842545720916662,BC11
MDP1,-0.09601866031544783,BC11
SLC1A5,-0.1006437096388231,BC11
PHYH,-0.10176581776629774,BC11
ZNF652,-0.16556460013265792,BC11
TMEM25,0.043813358666311385,BC11
NTN4,0.03301300879953017,BC11
NUDT16,-0.04789701653545319,BC11
UNC119,0.007895438879742835,BC11
SLC25A24,0.02569011432753579,BC11
PTPN1,-0.036507705756010006,BC11
ARMC1,0.06245950644446266,BC11
GREB1,-0.09166666252596532,BC11
RHPN1,0.03759811529661655,BC11
RPS6KB1,-0.0748722086792279,BC11
TMEM35B,0.10346321792874999,BC11
ECPAS,0.06082613652031672,BC11
GLT8D1,0.11355806110060658,BC11
SLC38A10,-0.04048034982366649,BC11
PNPO,0.04688555203633231,BC11
AC091271.1,0.04187531591711085,BC11
EPS15L1,-0.009509062876328645,BC11
SNRNP35,-0.00019754400706770104,BC11
CYP4B1,0.33903268029225475,BC11
TMEM192,-0.07593055054281324,BC11
EGFL7,-0.024989570792939092,BC11
PCMTD2,0.029210247772064518,BC11
POP4,0.04114409701324567,BC11
MFSD1,0.02429652055454302,BC11
EIF2AK2,-0.16812197939385887,BC11
C5orf15,-0.07407086507405163,BC11
YTHDF1,-0.009668230253717653,BC11
TTC17,-0.07827382302689984,BC11
VPS4A,0.010480634292064453,BC11
FUBP1,0.0947393596707115,BC11
CFAP20,0.03267672351881257,BC11
RNF135,0.02406610100688571,BC11
DNAJC10,-0.19596720621277422,BC11
PITX1,0.41553585970646806,BC11
KLHL5,0.07744734961043176,BC11
ANKRD26,-0.0003649629496705071,BC11
APOE,0.1162933221619312,BC11
MT1G,0.27072730316590343,BC11
CGA,-0.057531644633615424,BC11
USP32,-0.11578859741875273,BC11
PCCA-DT,-0.011417638856092038,BC11
DMAC2,-0.03857376010908478,BC11
IDNK,0.12497894909304531,BC11
TMEM64,-0.1049525998101649,BC11
AGPAT1,0.10435783016204499,BC11
LENG1,0.10307530240783726,BC11
LINC02802,0.1264040157362341,BC11
PDK2,0.14257726340311797,BC11
FAM3B,-0.09045778102573311,BC11
NDRG2,-0.05283161357985471,BC11
OSBPL8,-0.04165637555472685,BC11
RBP7,0.07593925351129574,BC11
DHRS2,-0.12682585014553147,BC11
SLC30A1,0.2133039801006566,BC11
RCC1L,-0.1339291830164962,BC11
VWA1,0.24724091075484572,BC11
HOPX,-0.04224567476497971,BC11
FAM234A,0.13160492950209293,BC11
MTARC1,-0.055517217485680184,BC11
PDZK1,-0.17782461399833796,BC11
RAD9A,0.1259435516870811,BC11
GOT1,0.14969353481384165,BC11
FBXO9,-0.012064299407536519,BC11
FDXR,0.008644496289421141,BC11
C20orf204,-0.20646008380234301,BC11
RIDA,0.07516672753119036,BC11
ZFHX3,-0.08350964442216466,BC11
PXMP4,0.05608666649245268,BC11
ARHGAP35,0.15073851374173652,BC11
VAMP5,0.14135651417785186,BC11
LIG3,-0.11950095885479692,BC11
ALG3,0.15594576388036854,BC11
AP1S2,0.08707797418038919,BC11
TMEM60,0.031998379076960154,BC11
C6orf89,-0.06319607440513444,BC11
SYNGR1,-0.14560357218989903,BC11
PVALB,0.5243149093189595,BC11
APPBP2,-0.10328553803720365,BC11
GCDH,0.04005514862294017,BC11
LENG8,0.10822693983481146,BC11
MYB,0.07606078637655665,BC11
TTC36,0.05416568613527739,BC11
C6orf226,-0.012560503581646823,BC11
RAD51C,0.07751058941587509,BC11
ARAF,-0.09200718478437048,BC11
PEPD,-0.07169682288701944,BC11
CHCHD6,0.14788640068286982,BC11
SULT1A1,-0.007289270177437483,BC11
KCNJ3,0.3723008702196176,BC11
KIF3B,0.14270858006417847,BC11
SLC35B2,0.05135969704306537,BC11
HSD17B8,0.06856389152645936,BC11
TXLNG,0.13772628870273296,BC11
ZNF749,-0.004663181917151645,BC11
CHAD,0.2674708160842642,BC11
ALB,0.4959474650068048,BC11
CST5,0.4630403178945419,BC11
AGTR1,0.32655889369799795,BC11
NEFH,0.3628232361685624,BC11
H1-2,-0.05129147155132238,BC12
CHCHD10,0.3004203574123173,BC12
DBI,-0.029082569058487762,BC12
SLC9A3R1,0.07558744735545024,BC12
MPC2,-0.23452198526891127,BC12
FKBP4,0.12358555627451638,BC12
PRSS23,0.032610910382269535,BC12
GLRX5,0.2076460284810462,BC12
FCGRT,0.1588322298908492,BC12
HSPA1A,-0.0375837566820106,BC12
TMEM160,0.0594617439788727,BC12
NDUFAB1,0.16462411665752105,BC12
GATA3,-0.1463611833718109,BC12
ATP5MC3,-0.05498222568586492,BC12
COX7B,-0.08236606868157835,BC12
NUCB2,-0.2192871605170791,BC12
HSBP1,0.08071790182619598,BC12
HSPE1,0.08014577812946996,BC12
HERPUD1,-0.07580222587053045,BC12
ATP6AP2,0.09066137090016028,BC12
ATP5F1A,-0.048674196051147506,BC12
COX8A,-0.05151379829805929,BC12
H2AJ,-0.23220749025576695,BC12
TMEM230,-0.0328630905437549,BC12
RETREG1,0.3210421304259744,BC12
GPX1,0.0791060382098284,BC12
ATP5PD,0.030620423658404134,BC12
COX5B,-0.23394628653777283,BC12
NDUFB7,0.06552691893722161,BC12
ETFB,0.023016517952226416,BC12
NDUFB10,-0.16458853245018557,BC12
COX5A,-0.03325544060257263,BC12
CST3,-0.4657293791555979,BC12
NDUFB9,-0.057550647862451274,BC12
MDH2,0.030410116880941303,BC12
UQCR10,-0.1311212454285231,BC12
ATP5F1B,-0.1937492013276074,BC12
DCAF6,0.08518707471431752,BC12
CYC1,-0.09791440733289786,BC12
NDUFB5,-0.011454455969535692,BC12
IDH2,-0.030063175941824425,BC12
PRDX2,-0.1652230653911198,BC12
CKB,0.16779286899384324,BC12
GABARAPL2,-0.2096570141033617,BC12
UQCRH,-0.306557825529204,BC12
CLU,-0.31307270922996416,BC12
EPN3,0.26655856418362694,BC12
C18orf32,-0.18262894066286345,BC12
NDUFA1,0.11456654135287588,BC12
FXYD3,-0.16583938137874654,BC12
PEBP1,-0.36133613062379283,BC12
CLDN3,-0.05680225036999386,BC12
HSPD1,-0.188912661847035,BC12
NDUFAF3,0.07039881727543588,BC12
NDUFB4,-0.22162729547669144,BC12
COX14,0.0960505603991141,BC12
PBX1,0.07176945763610214,BC12
ATP5ME,0.04133584428226658,BC12
SLC39A6,-0.18219281669013515,BC12
CKS2,0.12589274838788916,BC12
DYNLRB1,-0.11951332764853548,BC12
NDUFS6,0.17479998836479937,BC12
STARD10,-0.05355492965111934,BC12
TBC1D9,0.06817401729143456,BC12
PAFAH1B3,-0.11275004253802952,BC12
ATP5MC1,-0.13478410817197237,BC12
SELENOP,0.1356987408054485,BC12
NDUFA7,-0.06627953899201533,BC12
PRKAR1A,-0.006169672881563804,BC12
RBBP7,-0.05689197831093391,BC12
SCD,0.09857401100519422,BC12
MORF4L2,-0.3749549457919927,BC12
ATP6AP1,0.038943762628010054,BC12
NDUFA12,0.02116356192426625,BC12
TOMM6,-0.09091530234032208,BC12
C1orf43,-0.1971303715928092,BC12
COX17,-0.15724458803377464,BC12
BEX3,-0.23170072136460623,BC12
GTF2I,0.08495889478436723,BC12
PRDX5,-0.18711993907408603,BC12
VAMP8,-0.1376678663368609,BC12
ACO2,0.09030972446491711,BC12
NDUFA6,0.10990809583541467,BC12
IGFBP4,0.12190461132148492,BC12
ERP29,-0.021702402424643663,BC12
MZT2B,-0.013341001178997402,BC12
NQO1,-0.018189451626140225,BC12
HACD3,-0.06489147644316781,BC12
MRPL27,0.22786312562393282,BC12
MAGED2,-0.15514152402735865,BC12
DYNLL1,-0.35414170439495646,BC12
HINT2,0.13629445195195,BC12
ESR1,0.15421072887062123,BC12
NDUFS2,-0.061636116291908905,BC12
MRPS7,0.03693414873547837,BC12
TEX264,0.010797793246839741,BC12
CALR,-0.25101147349249725,BC12
CAPG,0.17789549690991197,BC12
BANF1,-0.05136984287972833,BC12
SSR3,-0.003262421893040609,BC12
ANAPC11,-0.09794304743272328,BC12
NDUFA8,0.029045117100380012,BC12
CERS2,0.06708105365395203,BC12
NAXE,-0.08251505338749819,BC12
MRPS26,0.08081885192922032,BC12
TMED2,-0.1885155810700732,BC12
RSBN1L,0.014461208991515479,BC12
NDUFB1,-0.14291434161147543,BC12
TM7SF2,0.12215966496350242,BC12
SNF8,0.1827417394928116,BC12
CANX,-0.08805202720837292,BC12
SRI,0.01464759776415742,BC12
TMEM14B,-0.12253168444934391,BC12
SELENOT,0.08304585559701634,BC12
ARL6IP4,-0.12444560018104814,BC12
COX7A2L,0.03653553376363545,BC12
SNHG25,0.10672091800274211,BC12
GASK1B,0.24765135237910496,BC12
YWHAQ,-0.13331706291810616,BC12
MRPS24,-0.004561595095483275,BC12
NDUFB8,0.06396515390177657,BC12
SMDT1,0.13308199995678718,BC12
DNPH1,0.17950589679226955,BC12
MRPS12,-0.012396264173188308,BC12
NENF,-0.30211823994519094,BC12
H2BC5,-0.02867033537165708,BC12
SARAF,-0.11383264544719751,BC12
TECR,-0.037324661809669535,BC12
TSPAN13,-0.16844987732124336,BC12
COPS9,-0.004936890759738519,BC12
PCBD1,0.047222849455032134,BC12
PMVK,0.15684650336912687,BC12
CSAD,0.018550727949012257,BC12
APRT,-0.058066928669018025,BC12
RTN3,-0.08816943624306411,BC12
MRPL23,0.0814395791442156,BC12
CMTM6,-0.07523156380809659,BC12
NDUFS3,-0.12335967731490327,BC12
PLAAT3,-0.24276169722188543,BC12
PCMTD1,-0.12635184609212785,BC12
GADD45GIP1,0.017663485616701342,BC12
MRPS34,-0.1959763482018451,BC12
TNNT1,0.20924865120493394,BC12
MRPL12,0.10847745895927843,BC12
HPN,0.14848361905166704,BC12
P4HTM,-0.035538855911265314,BC12
CTSF,0.18885868165807493,BC12
GCSH,-0.07082598784453667,BC12
MRPL57,0.001257510436923374,BC12
MRPS23,0.17120567889671837,BC12
MRFAP1,0.06984270088981115,BC12
PTMS,0.011948800713465964,BC12
ATP5PB,-0.011279017310944271,BC12
GHITM,0.11488846097152938,BC12
PIGT,0.08131556215177453,BC12
PTGES3,-0.20246014613801483,BC12
TRMT112,-0.19895091041493362,BC12
TOB1,-0.20743139354755066,BC12
PHPT1,0.012683660463982213,BC12
EGR1,0.12230442258533193,BC12
NDUFAF8,-0.11999316567343139,BC12
AHCYL1,0.10936568690591038,BC12
CALM3,-0.061958195169616044,BC12
ZCRB1,-0.07910945997939803,BC12
RERG,0.20716360952583515,BC12
NDUFS7,0.04963339937426348,BC12
SCAND1,0.1467502492202409,BC12
SEC11C,-0.05339805911464271,BC12
NDUFB6,-0.012454728850768022,BC12
GGA2,-0.0949096064578713,BC12
COA3,-0.006076747405630658,BC12
UGCG,-0.03850292347590352,BC12
PXMP2,0.145693942743871,BC12
SELENOW,-0.1873250739097955,BC12
TMEM14A,-0.030108810114381348,BC12
PPP1CA,0.030015302368101838,BC12
DDRGK1,-0.04571844225654845,BC12
MRPL24,0.00116086683377674,BC12
MRPL40,0.08452553276459175,BC12
BTG2,-0.2730292632979895,BC12
MAST4,0.1549337936432959,BC12
MICOS13,-0.042074670691847685,BC12
RWDD4,0.20950728076348735,BC12
NDUFV1,-0.09705638694929444,BC12
UQCC3,0.07742258197555456,BC12
LSM4,0.07257784013998092,BC12
H2BC21,-0.07972487889999832,BC12
RPN2,-0.23561252746742933,BC12
MIEN1,-0.22475950811386072,BC12
AMZ2,0.40504971658565503,BC12
ANAPC16,-0.11861792085084033,BC12
MZT2A,-0.16302760733668756,BC12
YIF1A,-0.1390086903624821,BC12
C11orf58,-0.26575035544144704,BC12
PDHB,0.0915897302891803,BC12
TRAPPC6A,-0.13166981010566725,BC12
FDPS,-0.05366463501146916,BC12
DCXR,-0.0751821760079042,BC12
CMBL,0.11762481274558052,BC12
DHRS7,0.1978423131307293,BC12
SDF2L1,0.08073685368860012,BC12
GTF3A,-0.02457082591657391,BC12
H2AC6,-0.2759885301198377,BC12
ARF3,-0.00480891433966826,BC12
BLVRB,-0.2879368182972497,BC12
CRNDE,-0.16265487075243634,BC12
CYB561,0.11380886488093829,BC12
DUT,-0.04432825229128097,BC12
CHCHD5,-0.0732441624134329,BC12
ST13,-0.13239604050211654,BC12
TMEM134,-0.03888041108407055,BC12
GALNT1,0.06251461767724194,BC12
TMEM9B,0.13646969143726273,BC12
FOXA1,0.204989172223982,BC12
RNF139,0.07212326213449007,BC12
DDT,0.0701726815228819,BC12
TOMM22,0.005978029950659801,BC12
COMT,0.2207302915259791,BC12
HSD17B10,0.10226296435256663,BC12
SELENOS,-0.34163586817278896,BC12
PPCS,-0.03170597485175117,BC12
CACYBP,-0.06579009472497478,BC12
GNG10,-0.038288812466887014,BC12
POLD4,-0.09295730017931364,BC12
POLR2F,0.1900050657039189,BC12
BPTF,0.13513541735889664,BC12
CISD3,-0.21543868751060352,BC12
TMEM141,-0.08435943524100253,BC12
ECH1,0.0037295993224933594,BC12
SYAP1,-0.28099665598780044,BC12
SORD,-0.03747269943022929,BC12
GAMT,0.10001321234343814,BC12
GADD45G,0.2609645095948275,BC12
DGCR6L,0.22738618426515608,BC12
MCRIP2,-0.00995625827564161,BC12
MARCHF6,0.039345959958964685,BC12
HEBP1,0.00559341692832593,BC12
BLVRA,0.09108344061094287,BC12
MTCH1,-0.17645724158029671,BC12
LAMP2,-0.10027145626177919,BC12
FOSB,-0.2037732580675993,BC12
PNPLA4,0.09361315281827799,BC12
PNKD,0.010837891641053183,BC12
MDH1,0.01893203329195604,BC12
SHARPIN,0.07013111055380812,BC12
SDHB,-0.07682229887741342,BC12
TPD52L1,0.2763451078371631,BC12
YIPF3,-0.19031623061821276,BC12
RABAC1,-0.12617403845776334,BC12
MRPL36,-0.058288643433722885,BC12
TCEAL1,-0.03450097478091,BC12
NDUFA10,0.0481180237665104,BC12
PRLR,0.07986281675682064,BC12
PHF14,-0.006532080084570535,BC12
SUPT4H1,0.0904747389947377,BC12
PRXL2A,0.1930206604730848,BC12
CCDC167,0.23790514049355593,BC12
BAD,-0.07135179155919544,BC12
SPDEF,-0.13929782373946775,BC12
MRPS18A,0.04534054310280582,BC12
BSCL2,-0.028908637917234282,BC12
LASP1,-0.10530934162835529,BC12
MRPL21,-0.12250675604462317,BC12
NR2F6,0.28306218751695583,BC12
NORAD,-0.06509466117034728,BC12
ERLEC1,0.1598726072938512,BC12
ACSF2,0.052338889594619825,BC12
EIF2AK1,0.14184282718408142,BC12
RHBDD2,0.19219255658980647,BC12
EMC10,-0.1780459902675803,BC12
TSC22D3,0.013398075915627103,BC12
RBM47,0.22629568758618995,BC12
SERINC3,0.018350121670634014,BC12
LRPAP1,-0.005126735629061092,BC12
RNF187,-0.08127694704559921,BC12
CDH1,-0.16078674283341762,BC12
DYNLL2,0.24257536172882005,BC12
YIPF6,0.07309853752471479,BC12
MLF2,-0.08243339210252182,BC12
MRPS14,0.02939513839562952,BC12
DMAC1,0.08729167412675506,BC12
FLOT1,-0.08689140656537746,BC12
ING2,0.14519104246965725,BC12
ISOC2,0.07703021281657425,BC12
OS9,0.03647402669573169,BC12
PTOV1,0.1365320031676126,BC12
SRSF1,-0.15491157479966658,BC12
HAGH,-0.03259610583390817,BC12
POLDIP2,-0.10839404771663157,BC12
COA1,0.14535617620816246,BC12
CMC1,-0.01774771766491043,BC12
ECI1,0.33947640875237245,BC12
TP53TG1,-0.07673673494602878,BC12
RPP21,0.11216085501874466,BC12
VAV3,0.13624314112191943,BC12
UHMK1,-0.12054877961673965,BC12
DEK,-0.010014655968869662,BC12
TXN2,0.05282904539601364,BC12
ARMCX3,-0.07392357655391335,BC12
COX11,0.07720012624793667,BC12
ZDHHC24,0.017482494978665067,BC12
TCEAL3,-0.10412166913578717,BC12
ARL3,-0.036895698484705766,BC12
RCN2,-0.1613518100406758,BC12
TMEM208,0.27806877268209573,BC12
MCTS1,-0.058513519020266656,BC12
NUDT4,0.033207970828347776,BC12
RNASEH2C,-0.07567265447563995,BC12
POLE4,0.05703528948492985,BC12
IRX3,-0.028485111245833382,BC12
STRBP,0.14799381647086698,BC12
IDH1,0.08845336533652187,BC12
HTATIP2,-0.05520894948377032,BC12
MED13L,0.06694414934141908,BC12
BCAM,-0.21674000510309888,BC12
EPHX1,-0.015167381661170433,BC12
PLD3,0.05916523500400342,BC12
SIAH2,-0.05127239184779117,BC12
PPP1CC,-0.07201139965207001,BC12
TMEM9,-0.07173012804152687,BC12
PIN1,0.056142174116962124,BC12
SLC35B1,0.16514761862743413,BC12
ANAPC13,0.08533234855882342,BC12
ERBB3,-0.016072680416020817,BC12
GRAMD1A,0.032232169414192234,BC12
CORO1B,-0.05874832109017105,BC12
SEZ6L2,0.14890275922508306,BC12
GRINA,-0.2450478566926812,BC12
SQLE,-0.10845192495739908,BC12
C20orf27,0.10561420479404063,BC12
SRSF6,-0.16802232344735704,BC12
SPOP,0.04237173833645547,BC12
MRPL34,0.10275410980373406,BC12
TXNIP,0.0023790738444253792,BC12
GRN,-0.17754962930387347,BC12
C7orf50,-0.20240335597483283,BC12
ABHD12,0.05128085426190057,BC12
EGLN2,-0.24209639992349286,BC12
TAF15,0.11605604960920574,BC12
SH3YL1,0.0865933682921973,BC12
ATG101,-0.06278173254677102,BC12
TLE5,0.07846999309342308,BC12
PTPMT1,0.17074460971509595,BC12
NINJ1,-0.1366989790737141,BC12
MRPS18B,0.02526311106183098,BC12
ADI1,0.10314224291633325,BC12
TRPS1,-0.059296210547414484,BC12
ZMAT2,-0.11598096417766086,BC12
METRN,-0.15844057370094358,BC12
NECAB3,0.12518062381852713,BC12
TERF2IP,-0.05186600341996871,BC12
METTL5,-0.05919015704812613,BC12
SUSD3,0.0772699587532572,BC12
SRPRB,-0.06974526559363543,BC12
CTSH,0.12282669268691408,BC12
VDAC3,-0.12269510857117938,BC12
SURF1,-0.05899260223903041,BC12
OCEL1,0.03897599698487388,BC12
SEC61A1,0.11777528414768153,BC12
COQ4,0.14897859686658327,BC12
THSD4,-0.016818877069113034,BC12
CNPY3,0.2848237349011191,BC12
DCTN3,0.09167053895731037,BC12
RNF5,0.06838076739313823,BC12
CDS2,0.03565431427494274,BC12
PIGP,0.19211055671858268,BC12
SNRPN,-0.02230077449712524,BC12
RPN1,-0.0871479983129995,BC12
FAM120AOS,0.0012231904789956195,BC12
TIMMDC1,0.04560375018046488,BC12
ZBTB20,0.07586780234758382,BC12
GPAA1,-0.23020335922632748,BC12
RAP1A,-0.1123175185932008,BC12
TIMM17B,0.07682018985558303,BC12
USF2,0.0075455382750992455,BC12
WBP1,0.022369313487761798,BC12
BAG3,-0.14616042573656815,BC12
CAND1,-0.06449469828634875,BC12
SPATA20,0.15965304214105883,BC12
CTSA,-0.14267656239527407,BC12
C8orf82,0.05310712566551396,BC12
TIMP3,0.35312624589241803,BC12
FBP1,-0.0699942346301919,BC12
POP7,0.027181984955611724,BC12
CTSZ,0.2029717912853902,BC12
COPRS,0.12763387766193035,BC12
HMGCS1,0.07232452329855057,BC12
CLTC,-0.014098132122847832,BC12
NFU1,-0.15347405241593992,BC12
MEA1,-0.08341614982677123,BC12
COMTD1,0.14556981835188743,BC12
CLPTM1,0.05289820464358889,BC12
EBP,0.03514578360303003,BC12
RNF13,-0.0076031587290144855,BC12
FLYWCH2,-0.15553266058016063,BC12
IRF2BPL,-0.08832736520071847,BC12
MGMT,0.08351034075690822,BC12
EML2,0.034971454068472345,BC12
STMN1,-0.01009569486967283,BC12
PIGX,0.1426743456497781,BC12
AL035661.1,0.07130259875979608,BC12
BRMS1,-0.012882905532198865,BC12
CDK4,-0.044390365221632394,BC12
SIGIRR,-0.08931588120592619,BC12
TSG101,-0.01838821553770515,BC12
CHPF,0.0797775786617024,BC12
SPR,0.013049995822019067,BC12
ELAPOR1,0.0412097499590624,BC12
MRPS36,0.07525736353699469,BC12
ATXN10,0.011624456504246386,BC12
MTX2,0.02119204928859763,BC12
SAYSD1,-0.07607319056647052,BC12
JOSD2,-0.04655977850981081,BC12
FAM102A,-0.17437516381143248,BC12
FIBP,-0.028563866797931124,BC12
HEXIM1,-0.00245225945085481,BC12
ATP6V1H,-0.17990390914269533,BC12
KCNK6,-0.16261192961300408,BC12
FAM120A,-0.07852838582537808,BC12
HDDC2,-0.05401498048590622,BC12
CXXC5,-0.1963716550676119,BC12
IFT27,0.000461082532221977,BC12
CANT1,-0.05403380627790073,BC12
SERTAD3,-0.08400217958846183,BC12
FSIP1,0.058962059078299926,BC12
ERGIC1,0.1188094368430341,BC12
RBBP4,-0.09553010413096458,BC12
CCDC85B,-0.11283857530661097,BC12
WDR61,0.07852854806994655,BC12
PAGR1,-0.044901222965601416,BC12
NUCB1,-0.19170691858323968,BC12
ANAPC5,-0.06024940520644648,BC12
TCTA,0.19962285448984649,BC12
CREG1,0.06845958347032208,BC12
KRR1,0.1410923384026582,BC12
NOL3,0.19521722290856447,BC12
RETREG2,0.03235153964056732,BC12
S100P,-0.026410664134760117,BC12
CDIPT,-0.015063593050015712,BC12
TESMIN,-0.007155335453267714,BC12
C1orf122,0.020113511659893665,BC12
MYADM,-0.008375190773105265,BC12
FAM174A,-0.04697694990741308,BC12
PGP,-0.007529076741504615,BC12
ACOT13,0.24747065584366035,BC12
NT5C,0.1314113259299538,BC12
SPINT1-AS1,0.07123227782817025,BC12
MSI2,-0.13051835732511827,BC12
CAMK2N1,-0.019764268726765503,BC12
AKAP1,0.15810494542170628,BC12
PDZD11,-0.048075421040015894,BC12
RAB17,0.17888201054434333,BC12
C15orf61,0.12962082224359237,BC12
