gene,coefficient,test_sample
LRPAP1,-0.1863369147491295,BC11
RNF187,-0.14288568481998237,BC11
CDH1,-0.12120441794446253,BC11
DYNLL2,0.08414958593548752,BC11
YIPF6,0.03432878386595221,BC11
MLF2,-0.008208242373489619,BC11
MRPS14,-0.0836826904210336,BC11
DMAC1,-0.026844075100946007,BC11
FLOT1,-0.08307796575058435,BC11
ING2,0.15453086911019828,BC11
ISOC2,0.0730677534478114,BC11
OS9,0.0125311591812855,BC11
PTOV1,-0.07349150090052252,BC11
SRSF1,-0.21752075743459817,BC11
HAGH,0.0031249854173903534,BC11
POLDIP2,0.04998336863628297,BC11
COA1,0.15230156716338264,BC11
CMC1,-0.09501187694445655,BC11
ECI1,0.11738390405185922,BC11
TP53TG1,0.008877659631374414,BC11
RPP21,-0.046860268142193025,BC11
VAV3,0.11271530016541911,BC11
UHMK1,-0.0784317489013372,BC11
DEK,0.05185783141111919,BC11
TXN2,-0.11775905969933442,BC11
ARMCX3,-0.0836784332956053,BC11
COX11,0.05188749029108571,BC11
ZDHHC24,0.01880622628178138,BC11
TCEAL3,-0.10415353616118096,BC11
ARL3,-0.06720318172168094,BC11
RCN2,-0.05459675923365878,BC11
TMEM208,-0.0012316402997548095,BC11
MCTS1,-0.012755726599571084,BC11
NUDT4,-0.03788897871908402,BC11
RNASEH2C,0.020011825482922654,BC11
POLE4,-0.1020817211377673,BC11
IRX3,-0.03542642863892425,BC11
STRBP,0.14010332686447216,BC11
IDH1,-0.03230201887153935,BC11
HTATIP2,-0.09769839423770411,BC11
MED13L,0.09037770887698315,BC11
BCAM,-0.06502937830911394,BC11
EPHX1,-0.009720155460313129,BC11
PLD3,0.03529171168913315,BC11
SIAH2,0.1446353372386322,BC11
PPP1CC,0.004444983895372937,BC11
TMEM9,-0.1583383074604036,BC11
PIN1,-0.021751293108907388,BC11
SLC35B1,-0.09356934844399875,BC11
ANAPC13,-0.005400808052913563,BC11
ERBB3,-0.13215424899079603,BC11
GRAMD1A,-0.0578007853586947,BC11
CORO1B,0.20298919856354572,BC11
SEZ6L2,-0.10202640694031666,BC11
GRINA,-0.010439819104687123,BC11
SQLE,-0.04735039253687712,BC11
C20orf27,0.09808212792652601,BC11
SRSF6,0.015221172382821835,BC11
SPOP,-0.032602857488799944,BC11
MRPL34,-0.0761810826002491,BC11
TXNIP,0.00014192676595352208,BC11
GRN,0.1802485433351933,BC11
C7orf50,0.07271941530909688,BC11
ABHD12,0.043436055819842674,BC11
EGLN2,0.03651641043979635,BC11
TAF15,0.03815696697250653,BC11
SH3YL1,-0.12077192579360237,BC11
ATG101,-0.08691844821801764,BC11
TLE5,-0.1349281265948856,BC11
PTPMT1,0.18236104677878898,BC11
NINJ1,-0.048584345440250795,BC11
MRPS18B,-0.01770262048408563,BC11
ADI1,-0.08335784407444527,BC11
TRPS1,-0.0657072218397403,BC11
ZMAT2,0.09996366073308256,BC11
METRN,0.0315320019781237,BC11
NECAB3,0.031227453198938597,BC11
TERF2IP,0.0333023921111418,BC11
METTL5,-0.0011265521266508615,BC11
SUSD3,0.4104090966162635,BC11
SRPRB,0.047484022277711035,BC11
CTSH,-0.05227703563829959,BC11
VDAC3,-0.06439261900075981,BC11
SURF1,-0.009453857550858431,BC11
OCEL1,0.1901681741116438,BC11
SEC61A1,0.06429177277476814,BC11
COQ4,-0.030199009457278866,BC11
THSD4,-0.19674545814802255,BC11
CNPY3,0.14387606520970606,BC11
DCTN3,-0.09050366003189445,BC11
RNF5,0.012991191199418415,BC11
CDS2,0.06580409789455878,BC11
PIGP,-0.057664433912684526,BC11
SNRPN,-0.11728769987091239,BC11
RPN1,-0.004227756309711015,BC11
FAM120AOS,0.09657573084701708,BC11
TIMMDC1,-0.08095261154589063,BC11
ZBTB20,0.061172400846696166,BC11
GPAA1,0.05154600017741827,BC11
RAP1A,-0.05413089483673475,BC11
TIMM17B,-0.023665461589263883,BC11
USF2,-0.02650302837315939,BC11
WBP1,-0.0975211851906636,BC11
BAG3,0.029358781352435085,BC11
CAND1,-0.03238918453446906,BC11
SPATA20,-0.002603705964233571,BC11
CTSA,0.03488831418317632,BC11
C8orf82,0.08426263790702454,BC11
TIMP3,0.28714999720981393,BC11
FBP1,-0.05943806189547185,BC11
POP7,0.005307371886657054,BC11
CTSZ,-0.08744493535840606,BC11
COPRS,0.17836096633878687,BC11
HMGCS1,-0.015670675904844115,BC11
CLTC,-0.14692311540128525,BC11
NFU1,-0.04945912629501165,BC11
MEA1,0.022256964329223295,BC11
COMTD1,0.008158901723228942,BC11
CLPTM1,0.12472680404429488,BC11
EBP,-0.05103067891875019,BC11
RNF13,0.10676138857187505,BC11
FLYWCH2,0.15689454217802154,BC11
IRF2BPL,0.10962465246699564,BC11
MGMT,0.03604639603712744,BC11
EML2,0.03428387639015341,BC11
STMN1,-0.08325209312414138,BC11
PIGX,0.03532266989200753,BC11
AL035661.1,0.10856122038686401,BC11
BRMS1,0.08347105247624728,BC11
CDK4,0.009942234548556106,BC11
SIGIRR,-0.06281518574091033,BC11
TSG101,-0.01602758529678578,BC11
CHPF,-0.0013603295653526427,BC11
SPR,0.0754283962388277,BC11
ELAPOR1,0.04639962090093909,BC11
MRPS36,0.0012662182035743097,BC11
ATXN10,-0.01814000945083652,BC11
MTX2,-0.03729062074338118,BC11
SAYSD1,0.07322193924815439,BC11
JOSD2,0.007753471894571418,BC11
FAM102A,-0.14670894440589818,BC11
FIBP,0.036381541564974085,BC11
HEXIM1,-0.047919891851869886,BC11
ATP6V1H,-0.056272247838559754,BC11
KCNK6,-0.16086641411154312,BC11
FAM120A,-0.038808650680760996,BC11
HDDC2,-0.03413304057031907,BC11
CXXC5,0.01894869272511191,BC11
IFT27,0.06337905205862093,BC11
CANT1,0.015168116998180135,BC11
SERTAD3,0.17474265074697318,BC11
FSIP1,0.10465571810152235,BC11
ERGIC1,-0.014999271505771383,BC11
RBBP4,-0.06641884677747222,BC11
CCDC85B,-0.02885909750242136,BC11
WDR61,-0.08005302538122118,BC11
PAGR1,0.019433283378396702,BC11
NUCB1,0.11238619751290306,BC11
ANAPC5,-0.03298953524938932,BC11
TCTA,-0.01309777391250699,BC11
CREG1,-0.03389031744100592,BC11
KRR1,0.06295657995902804,BC11
NOL3,0.13341185814313175,BC11
RETREG2,0.05204301371742737,BC11
S100P,0.19015281839574283,BC11
CDIPT,0.011119651375041558,BC11
TESMIN,0.11756462287351059,BC11
C1orf122,0.017696673699078135,BC11
MYADM,-0.03239213451172713,BC11
FAM174A,0.059317996976447435,BC11
PGP,0.027480804943865227,BC11
ACOT13,0.1644180286291036,BC11
NT5C,-0.039655139454136346,BC11
SPINT1-AS1,0.003794346407944644,BC11
MSI2,-0.16478359146721555,BC11
CAMK2N1,-0.012092394406456855,BC11
AKAP1,0.06198240011597613,BC11
PDZD11,0.05490628144956967,BC11
RAB17,0.12533289675574555,BC11
C15orf61,-0.01322112400449926,BC11
BRI3,-0.13208110110249574,BC11
MTARC2,0.16436915723419387,BC11
NFE2L1,-0.043282693739540974,BC11
AK1,-0.05245111211069433,BC11
ETHE1,0.01805102715485255,BC11
SYS1,0.1831251689587764,BC11
ZNF24,-0.10252467243210152,BC11
MAP4K3-DT,-0.017942185912270158,BC11
ZNF385A,-0.004486517065015643,BC11
ARL2BP,0.04417412346529204,BC11
MTHFS,0.02152021878320787,BC11
MPC1,-0.02732524725819984,BC11
STARD7,-0.05118893484911392,BC11
DCAF7,-0.06563638065018002,BC11
CRLS1,0.010812909780168805,BC11
BEX4,0.059168635659634414,BC11
CERS6,-0.015557184805537081,BC11
POLR3K,0.05481040378648671,BC11
SKIL,0.15121519832093322,BC11
ALG13,0.061481415966576296,BC11
EXOSC5,0.06386671740780701,BC11
GOSR2,0.05864430158940409,BC11
A1BG,0.10784163307050655,BC11
IARS2,-0.0843481236702122,BC11
SS18L2,-0.07489837600844756,BC11
SWI5,-0.013639569909510875,BC11
STIP1,-0.010674449204202996,BC11
M6PR,0.04056694644446141,BC11
OTUB1,-0.15861103261433557,BC11
SKAP1,0.07417360290565679,BC11
POLR2C,0.03764447590208943,BC11
LYPD3,0.02808969106217258,BC11
KIF12,0.19625515860382442,BC11
GPR160,-0.021999462162144424,BC11
ERG28,0.0603578169868733,BC11
SAC3D1,0.12787052646363575,BC11
TJP3,0.11224015786205031,BC11
HMGN4,0.04312809244084261,BC11
CCS,0.07907780103400498,BC11
HADHB,-0.20588573628339116,BC11
CRELD2,0.08046140436154073,BC11
MACROD1,0.17180706908105084,BC11
RPA3,0.06653768270583288,BC11
AKT2,-0.03716758060355372,BC11
OTUD6B-AS1,-0.051870493464540327,BC11
PRR15L,0.07005126916862618,BC11
MAGEF1,-0.10561238140074847,BC11
DHX30,-0.02714416793730016,BC11
UNC50,0.050427256317025985,BC11
GSTM3,0.11503587116180947,BC11
ETFRF1,-0.01718242313949599,BC11
CCDC91,0.06024183134982864,BC11
MTSS1,0.1546856511447368,BC11
CYHR1,-0.05867449286800168,BC11
SECISBP2,-0.0828600874127978,BC11
DST,-0.04823328126122534,BC11
ABHD2,0.038229294922158104,BC11
TMED7,0.11817373769705154,BC11
KCNC2,-0.037295591164973996,BC11
FAM110A,0.010097021436539328,BC11
LLGL2,0.007397861069448371,BC11
SLC22A18,-0.05819396107390227,BC11
CYB5B,-0.011818984334711489,BC11
MPLKIP,-0.0004715210912948478,BC11
KCNQ1OT1,-0.10433652389517911,BC11
PRPSAP1,0.006998142050710943,BC11
H2BC4,0.06848751081287677,BC11
NUBP2,0.03052132953461621,BC11
RBP1,0.2076161543531506,BC11
PARL,-0.012084744348608897,BC11
FBXL15,0.023206637714548006,BC11
ZNRD2,0.030289955924038044,BC11
BCAT2,-0.09236216557284962,BC11
GSTO2,-0.02655702448903528,BC11
EBLN3P,-0.03638987120599381,BC11
ARFGAP2,-0.12313414695217396,BC11
KRCC1,-0.1395559614580598,BC11
KAT6B,-0.23457871140538147,BC11
MMAB,0.029189617170854117,BC11
THAP7,0.032994322346973075,BC11
DNASE2,0.04326201646120997,BC11
SYNE4,-0.03538337003089948,BC11
CCDC34,-0.0645455415927782,BC11
ITFG1,-0.0016147192358634248,BC11
CPEB4,0.03308969661294221,BC11
DNAJA4,0.08305194298520602,BC11
COQ7,0.015049984573794464,BC11
RPRD1A,0.10550867753805984,BC11
TPGS2,-0.0165632952261978,BC11
ENDOV,0.00014036050474837674,BC11
OIP5-AS1,-0.025693741410532853,BC11
HK1,-0.029187869830306246,BC11
PDHX,-0.051976633096651764,BC11
EBAG9,0.03149106816023477,BC11
CCZ1,0.041166962790032374,BC11
GET1,-0.01944849386922942,BC11
AHCY,-0.09900975345827394,BC11
SMARCA2,-0.018566058566289147,BC11
ZNF830,-0.0009981492164142505,BC11
NDUFS1,-0.12153594814595445,BC11
ARMT1,-0.10248146418292745,BC11
HNRNPL,-0.03523500941561973,BC11
B3GAT3,-0.07368030456610698,BC11
ABHD14A,0.07481380284261852,BC11
CH17-340M24.3,-0.012084869874417401,BC11
GFPT1,-0.11112191008961078,BC11
RXRA,0.1252456752220329,BC11
PTGES2,0.061521715290313216,BC11
TRUB2,0.06419889443096609,BC11
SMUG1,-0.007408066248007925,BC11
HRAS,-0.024788673406970736,BC11
COPG1,-0.016559585665171534,BC11
TMEM251,-0.027714467521706636,BC11
NPTN,-0.02129606178028814,BC11
DHRS4L2,-0.06691506016154107,BC11
MAFB,0.22056794915740147,BC11
ZBED5-AS1,0.14373301895533938,BC11
TRH,0.12982014341910622,BC11
VEZF1,0.047173137374826896,BC11
SLC39A3,0.11733517295394684,BC11
NFIX,0.29675449129478393,BC11
WFDC2,0.1507991359705072,BC11
PCNA,-0.08794441002890456,BC11
IFI27,0.00531751048949977,BC11
CD27-AS1,-0.04711734519011299,BC11
SMIM10L1,-0.033258957937059276,BC11
CCDC57,-0.039339699173835216,BC11
TNFSF10,0.07921095477486322,BC11
ZDHHC4,0.037651592315064014,BC11
DNAJC12,-0.1329078076161075,BC11
IDH3A,0.11458472260332797,BC11
MTUS1,-0.004433914211922244,BC11
ZNF664,-0.13330691796422423,BC11
THNSL2,-0.022993686701684418,BC11
OXLD1,0.055526728799558576,BC11
FBXL5,-0.012599427054583815,BC11
RTN2,0.18445839342527506,BC11
TSR3,0.05006401134866656,BC11
GPATCH2,-0.11390111499071008,BC11
NKAP,0.05744395421870767,BC11
CYP51A1,-0.13250009928324236,BC11
MRPL35,0.04099877062354297,BC11
ZNF32,0.012103061795082365,BC11
TPGS1,-0.139328644120388,BC11
BAIAP2,-0.10410385110157439,BC11
NIPSNAP1,-0.021113066442273294,BC11
AKT1S1,-0.030129048850811434,BC11
HSBP1L1,-0.17295965578271466,BC11
HTATSF1,0.06820188208063664,BC11
DCTN1,-0.01816129483623207,BC11
C15orf40,-0.0031584435883575306,BC11
PIGF,0.06462183795134506,BC11
TP53I11,0.024912859714461263,BC11
PTPN18,0.04503420933646598,BC11
HOXB2,0.19225886334084333,BC11
OGFR,-0.023630126695038018,BC11
XAB2,-0.07033698983815839,BC11
TLE3,-0.0857022791964284,BC11
APTR,0.1743035456359807,BC11
PTGER3,0.09416254886266823,BC11
GNPAT,-0.04268791232331995,BC11
FAM210B,-0.031184217576009476,BC11
ABHD14B,0.15601996392646075,BC11
ACY1,-0.01815163274493746,BC11
HDDC3,0.11867942468302527,BC11
HOXB6,0.1619896700350314,BC11
GPS1,-0.0788567219589487,BC11
NFKBIZ,0.04766780364797116,BC11
TMEM223,-0.15016202152869518,BC11
FUNDC1,-0.003727903964911233,BC11
RMND1,-0.06358757189622169,BC11
TM2D3,0.022133873083814717,BC11
CDS1,-0.0025935119793784557,BC11
STC1,0.09956245284377771,BC11
FAM200B,-0.04464436686370968,BC11
MT-ND6,-0.13882620210403335,BC11
PSME3IP1,0.10754324518512692,BC11
KEAP1,-0.12034763346298286,BC11
SYNJ2BP,-0.05676142048909555,BC11
ITPK1,0.050147006178750196,BC11
COPS7A,0.05503886796540289,BC11
RXYLT1,0.1769356886043084,BC11
ARSD,0.03232439545581421,BC11
SERPINA5,0.05383160192949116,BC11
IMMP1L,-0.004037744070478135,BC11
KIF21A,-0.004356919641515128,BC11
ZFX,-0.001476444730483935,BC11
HOXB5,0.2883673503291209,BC11
ZNF467,0.02507559933704366,BC11
TSPAN1,0.06084794478942871,BC11
LY6E,-0.04901661458769269,BC11
FBXO21,-0.06752053874546776,BC11
HAGHL,-0.18324564701869095,BC11
ANXA9,0.14898587168177638,BC11
MALSU1,0.012405474089418236,BC11
PIK3R1,0.20107095352463047,BC11
NCBP2AS2,0.0025976186896679793,BC11
BLCAP,0.019546141563501956,BC11
TMX1,0.10326637865924977,BC11
MRPL11,0.1463289522681513,BC11
GLCE,0.18829299340010222,BC11
OARD1,-0.12837923077038482,BC11
IGF1R,-0.061120428303982455,BC11
H2BC15,-0.08816863076923546,BC11
LINC00472,-0.005450490541235725,BC11
LDOC1,0.08206908221689631,BC11
HOXB-AS3,0.2782228373953744,BC11
RASD1,0.05887305074160683,BC11
TTC14,-0.10221105316310254,BC11
SEPTIN8,0.13267289556825518,BC11
CRELD1,-0.1486516218059098,BC11
WASHC3,0.13090640402550688,BC11
CEACAM5,0.07388751337559132,BC11
HDGFL3,0.025323094737040325,BC11
TAOK3,-0.01549213210687593,BC11
PDE4DIP,0.058273583060189205,BC11
VPS51,0.05251747474402411,BC11
HSPH1,0.022059095176584373,BC11
DEGS2,-0.02268546350328549,BC11
CCDC151,0.03317760471062241,BC11
STAU2,0.05205432031099862,BC11
MRFAP1L1,0.055293022451686935,BC11
IER5,-0.057102042714878454,BC11
PSIP1,0.06891115544209488,BC11
TMEM98,0.15049113041142426,BC11
IFI27L1,0.1958653310523338,BC11
AUTS2,0.13743319567125287,BC11
SNX10,0.10399157451007815,BC11
ALDH3B2,0.12323131489782027,BC11
FGD5-AS1,-0.05835622846154592,BC11
PDRG1,0.04869371132006295,BC11
MYL9,0.10442821270466339,BC11
TCTN1,0.08456197586572506,BC11
AC068888.1,0.028044205537015914,BC11
C3orf14,0.071174192410587,BC11
DACH1,-0.02845275877543759,BC11
SYT1,0.01570721237280721,BC11
HSPB8,0.2839503326298515,BC11
RAMP3,0.05347207427303674,BC11
CD81,0.04067858259515296,BC11
GATAD1,-0.05580491258290282,BC11
STMN3,0.13443189069528488,BC11
LAPTM4B,-0.025666544818574017,BC11
ZNF44,-0.053680721076110965,BC11
TMX4,0.047545542088224264,BC11
CDKN1C,-0.0027970211359089163,BC11
CCDC115,0.10657997815530659,BC11
C22orf39,-0.0538998148481544,BC11
SLC2A10,0.03399353015149712,BC11
PPP2R5A,-0.18440586238449105,BC11
EXOSC3,0.10021045710540481,BC11
GAS2L1,0.08002993565376713,BC11
MT1F,0.049684475492000696,BC11
KAZALD1,0.06423582067985331,BC11
SLC49A3,0.24183335905402675,BC11
DNAJC30,0.0228426808172117,BC11
IRX5,0.05126731582532047,BC11
CPD,-0.037609067688865884,BC11
RNF14,-0.02550889661582437,BC11
IFI6,-0.17488989998828486,BC11
E4F1,0.08440651499850979,BC11
NR4A1,-0.16448136630090598,BC11
THBS1,0.11889193261792198,BC11
TACO1,0.016696387034398647,BC11
